frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.090218,1786966355.547578,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,91.2083,0.00000000,0.00000000,1.57079256,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.203461,1786966355.638829,2414,50000,0,2414,26,1636,0.010771,0.224713,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.374979,,0,1.000000,SAFE,1,current,50000,218.8229,0.00000367,-0.00000367,1.57079256,0.00000000,1.57079637,0.00000000,0.00003239,-0.00003239,0.00000000,0.00000000,0.00000000,0.00000000
2,0.388647,1786966355.857689,2487,50000,0,2487,16,1656,0.006433,0.224174,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589492,0.991809,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.372962,,0,1.000000,SAFE,1,current,50000,162.2671,0.00308481,-0.00311416,1.56762350,-0.00139018,1.57079637,0.00303346,0.01663810,-0.01679656,-0.01711285,-0.00750695,0.00000000,0.01638061
3,0.549383,1786966356.019973,2680,50000,0,2680,22,1740,0.008209,0.224479,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.583174,0.979595,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.381067,,0,1.000000,SAFE,1,current,50000,175.4228,0.01525166,-0.01305451,1.55691648,-0.00330123,1.57079637,0.01533603,0.07569470,-0.06184282,-0.06661254,-0.01188934,0.00000000,0.07653905
4,0.726933,1786966356.195427,2459,50000,0,2459,14,1653,0.005693,0.225257,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.569836,0.952855,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.383499,,0,1.000000,SAFE,1,current,50000,150.5063,0.04199158,-0.02687931,1.54096425,-0.00527462,1.57079637,0.04207228,0.15060440,-0.07786393,-0.08984603,-0.01111456,0.00000000,0.15058374
5,0.877437,1786966356.345950,2502,50000,0,2502,34,1658,0.013589,0.226168,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.552639,0.919978,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.401944,,0,1.000000,SAFE,1,current,50000,186.9965,0.07486811,-0.03838591,1.52748060,-0.00688489,1.57079637,0.07503685,0.21844300,-0.07645383,-0.08958998,-0.01069915,0.00000000,0.21902799
6,1.065642,1786966356.532963,2480,50000,0,2480,39,1673,0.015726,0.223797,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.522732,0.864496,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.412965,,0,1.000000,SAFE,1,current,50000,179.5305,0.13035072,-0.05301401,1.51045728,-0.00901235,1.57079637,0.13065882,0.29479934,-0.07772439,-0.09045113,-0.01130395,0.00000000,0.29553978
7,1.244910,1786966356.712512,2555,50000,0,2555,21,1699,0.008219,0.223745,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.485587,0.797748,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.470321,,0,1.000000,SAFE,1,current,50000,172.5129,0.19709782,-0.06687549,1.49424827,-0.01099675,1.57079637,0.19758201,0.37233149,-0.07732270,-0.09041776,-0.01106948,0.00000000,0.37331374
8,1.414721,1786966356.885043,2389,50000,0,2389,19,1659,0.007953,0.223192,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.444253,0.725554,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.496117,,0,1.000000,SAFE,1,current,50000,192.5721,0.26929194,-0.07994834,1.47900021,-0.01281242,1.57079256,0.26994485,0.42514469,-0.07698484,-0.08979447,-0.01069235,-0.00002246,0.42613831
9,1.612277,1786966357.077645,2307,50000,0,2307,17,1645,0.007369,0.223586,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.394276,0.640584,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.495945,,0,1.000000,SAFE,1,current,50000,182.2803,0.35426182,-0.09493957,1.46145618,-0.01495455,1.57079637,0.35498443,0.43010437,-0.07588329,-0.08880517,-0.01084312,0.00001931,0.43045722
