scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,predictive_gain_m,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,hold_min_tau_s,tail_safe,moving_away,feasible
34,-85.0,0.42,-0.12,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.018418107678528972,-0.03293249252492045,False,0.05135060020344942,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
35,-85.0,0.42,-0.12,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.018418107678528972,-0.04318269903373098,False,0.06160080671225995,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
36,-85.0,0.42,-0.12,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.018418107678528972,-0.053335128645076765,False,0.07175323632360574,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
37,-85.0,0.42,-0.08,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.014412181669531676,-0.02520251793274428,False,0.039614699602275955,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
38,-85.0,0.42,-0.08,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.014412181669531676,-0.03544992421825663,False,0.049862105887788305,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
39,-85.0,0.42,-0.08,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.014412181669531676,-0.04560492727492631,False,0.060017108944457984,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
40,-85.0,0.42,-0.08,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.014412181669531676,-0.05564331238382206,False,0.07005549405335373,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
41,-85.0,0.48,-0.24,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.11126117483230785,0.07047196208051068,False,0.04078921275179717,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
42,-85.0,0.48,-0.24,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.11126117483230785,0.060160096750030645,False,0.05110107808227721,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
43,-85.0,0.48,-0.24,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.11126117483230785,0.04988573981636482,False,0.06137543501594303,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
44,-85.0,0.48,-0.24,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.11126117483230785,0.039653251413581,False,0.07160792341872685,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
45,-85.0,0.48,-0.2,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.09518175441206883,0.057918606032361125,False,0.037263148379707706,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
46,-85.0,0.48,-0.2,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.09518175441206883,0.047758731681198346,False,0.047423022730870484,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
47,-85.0,0.48,-0.2,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.09518175441206883,0.037660951103152845,False,0.057520803308915985,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
48,-85.0,0.48,-0.2,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.09518175441206883,0.027107277452566275,False,0.06807447695950256,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
49,-85.0,0.48,-0.16,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.08318114364293594,0.04469734651282914,False,0.0384837971301068,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
50,-85.0,0.48,-0.16,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.08318114364293594,0.0344137970706741,False,0.04876734657226184,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
51,-85.0,0.48,-0.16,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.08318114364293594,0.024184314389331607,False,0.05899682925360433,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
52,-85.0,0.48,-0.16,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.08318114364293594,0.014017551022029201,False,0.06916359262090674,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
53,-85.0,0.48,-0.12,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.07267282036065864,0.03493309932533781,False,0.03773972103532083,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
54,-85.0,0.48,-0.12,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.07267282036065864,0.02433854066731389,False,0.04833427969334475,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
55,-85.0,0.48,-0.12,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.07267282036065864,0.013767126353454978,False,0.05890569400720366,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
56,-85.0,0.48,-0.12,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.07267282036065864,0.0032229441694689165,False,0.06944987619118972,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
57,-85.0,0.48,-0.08,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.06889907582064567,0.03310940728041767,False,0.035789668540228,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
58,-85.0,0.48,-0.08,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.06889907582064567,0.022607384747835135,False,0.04629169107281053,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
59,-85.0,0.48,-0.08,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.06889907582064567,0.012139087950538557,False,0.05675998787010711,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
60,-85.0,0.48,-0.08,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.06889907582064567,0.0017104649503315028,False,0.06718861087031416,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
61,-85.0,0.54,-0.24,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.1585270465301356,0.12197046839704442,True,0.03655657813309118,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
62,-85.0,0.54,-0.24,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.1585270465301356,0.1129154675299901,True,0.04561157900014551,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
63,-85.0,0.54,-0.24,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.1585270465301356,0.10398027994053619,True,0.05454676658959942,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
64,-85.0,0.54,-0.24,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.1585270465301356,0.09517624282173454,True,0.06335080370840107,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
65,-85.0,0.54,-0.2,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.1416571394353583,0.10728012470827977,True,0.03437701472707852,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
66,-85.0,0.54,-0.2,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.1416571394353583,0.09883237412759927,True,0.04282476530775903,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
67,-85.0,0.54,-0.2,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.1416571394353583,0.08958050231138445,True,0.05207663712397384,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
68,-85.0,0.54,-0.2,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.1416571394353583,0.08044611842200655,True,0.06121102101335174,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
69,-85.0,0.54,-0.16,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.12881598933347121,0.0940610508036884,True,0.034754938529782814,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
70,-85.0,0.54,-0.16,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.12881598933347121,0.0855360714377803,True,0.04327991789569091,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
71,-85.0,0.54,-0.16,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.12881598933347121,0.07717978162846456,True,0.051636207705006654,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
72,-85.0,0.54,-0.16,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.12881598933347121,0.06900868179601177,True,0.05980730753745944,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
73,-85.0,0.54,-0.12,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.12005253817376865,0.08580395399143484,True,0.03424858418233381,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
74,-85.0,0.54,-0.12,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.12005253817376865,0.07715763532447215,True,0.04289490284929651,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
75,-85.0,0.54,-0.12,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.12005253817376865,0.06867803081464172,True,0.051374507359126936,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
76,-85.0,0.54,-0.12,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.12005253817376865,0.06038235455706545,True,0.059670183616703204,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
77,-85.0,0.54,-0.08,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.09607351250836399,0.08323958708711968,False,0.012833925421244313,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
78,-85.0,0.54,-0.08,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.09607351250836399,0.07533894850238734,False,0.020734564005976647,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
79,-85.0,0.54,-0.08,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.09607351250836399,0.06695064800660444,False,0.02912286450175955,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
80,-85.0,0.54,-0.08,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.09607351250836399,0.05875392782239272,False,0.03731958468597127,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
81,-85.0,0.6,-0.24,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.20482794557359657,0.16844669993190733,False,0.036381245641689236,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
82,-85.0,0.6,-0.24,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.20482794557359657,0.15962015520936568,False,0.04520779036423089,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
83,-85.0,0.6,-0.24,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.20482794557359657,0.15090733930422237,False,0.0539206062693742,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
84,-85.0,0.6,-0.24,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.20482794557359657,0.1423171019840227,False,0.06251084358957387,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
85,-85.0,0.6,-0.2,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.1902237656897205,0.15360631855226595,False,0.036617447137454545,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
86,-85.0,0.6,-0.2,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.1902237656897205,0.1445042456357865,False,0.04571952005393398,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
87,-85.0,0.6,-0.2,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.1902237656897205,0.1355066615705128,True,0.05471710411920769,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
88,-85.0,0.6,-0.2,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.1902237656897205,0.12662244659379068,True,0.06360131909592981,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
89,-85.0,0.6,-0.16,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.17496008865397916,0.14212212962926798,False,0.03283795902471118,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
90,-85.0,0.6,-0.16,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.17496008865397916,0.13282787788827694,True,0.04213221076570223,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
91,-85.0,0.6,-0.16,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.17496008865397916,0.12363115468759331,True,0.051328933966385853,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
92,-85.0,0.6,-0.16,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.17496008865397916,0.11454081999561022,True,0.06041926865836894,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
93,-85.0,0.6,-0.12,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.1374618194243804,0.11664196371126548,True,0.020819855713114926,True,0.12123106773931216,0.1122493360168231,46.99911404168233,0.1216493360168231,0.0849411894694917,0.0849411894694917,0.5,False,False,False
94,-85.0,0.6,-0.12,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.1374618194243804,0.11479095919180593,True,0.022670860232574475,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
95,-85.0,0.6,-0.12,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.1374618194243804,0.11325177356917634,True,0.02421004585520406,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
96,-85.0,0.6,-0.12,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.1374618194243804,0.10737248337742,True,0.030089336046960402,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
97,-85.0,0.6,-0.08,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.10061404566209836,0.07953809076987942,False,0.021075954892218945,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
98,-85.0,0.6,-0.08,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.10061404566209836,0.07767237123757836,False,0.022941674424519998,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
99,-85.0,0.6,-0.08,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.10061404566209836,0.07615968305694307,False,0.024454362605155294,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
100,-85.0,0.6,-0.08,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.10061404566209836,0.0750027232850603,False,0.02561132237703806,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
101,-85.0,0.66,-0.24,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.2546931154696529,0.21681037803197598,False,0.03788273743767692,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
102,-85.0,0.66,-0.24,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.2546931154696529,0.20741578954386725,False,0.04727732592578565,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
103,-85.0,0.66,-0.24,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.2546931154696529,0.19809379107725336,False,0.056599324392399536,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
104,-85.0,0.66,-0.24,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.2546931154696529,0.1888496609166445,False,0.06584345455300838,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
105,-85.0,0.66,-0.2,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.22479862186126287,0.19895125731246452,False,0.02584736454879835,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
106,-85.0,0.66,-0.2,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.22479862186126287,0.1943380605392609,False,0.030460561322001978,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
107,-85.0,0.66,-0.2,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.22479862186126287,0.18479526188614123,False,0.04000335997512164,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
108,-85.0,0.66,-0.2,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.22479862186126287,0.17532216967538383,False,0.04947645218587904,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
109,-85.0,0.66,-0.16,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.1879979445145714,0.1614463862581341,False,0.02655155825643732,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
110,-85.0,0.66,-0.16,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.1879979445145714,0.1579782194313552,False,0.03001972508321621,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
111,-85.0,0.66,-0.16,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.1879979445145714,0.15476899000479746,False,0.03322895450977395,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
112,-85.0,0.66,-0.16,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.1879979445145714,0.15182394500254398,False,0.03617399951202743,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
113,-85.0,0.66,-0.12,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.15190068367831916,0.12453345203023822,True,0.027367231648080942,True,0.13293890868784283,0.1386059138017973,45.97869800636545,0.14800591380179728,0.1339000067830122,0.1339000067830122,0.5,False,False,False
114,-85.0,0.66,-0.12,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.15190068367831916,0.12086904179097607,True,0.031031641887343087,True,0.12975962502841937,0.1369254697478318,45.8499490050599,0.14838006497181505,0.10774995261809706,0.10774995261809706,0.5,False,False,False
115,-85.0,0.66,-0.12,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.15190068367831916,0.11749023469378991,True,0.034410448984529246,True,0.1281039225545924,0.12745872328940133,46.74981295829639,0.14005872328940133,0.0850956291904652,0.0850956291904652,0.5,False,False,False
116,-85.0,0.66,-0.12,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.15190068367831916,0.11440395155068062,True,0.03749673212763854,True,0.11646940647040105,0.10779780031907499,46.57040297752246,0.12199780031907498,0.05449311722706754,0.05449311722706754,0.5,False,False,False
117,-85.0,0.66,-0.08,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.11674913256168179,0.08843787958102042,False,0.028311252980661367,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
118,-85.0,0.66,-0.08,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.11674913256168179,0.08453544698037346,False,0.03221368558130833,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
119,-85.0,0.66,-0.08,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.11674913256168179,0.08095028377580091,False,0.03579884878588088,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
120,-85.0,0.66,-0.08,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.11674913256168179,0.07769177224504864,False,0.03905736031663315,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
121,-85.0,0.72,-0.24,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.2803522316786447,0.2506766057058031,False,0.029675625972841624,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
122,-85.0,0.72,-0.24,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.2803522316786447,0.24625428790821868,False,0.03409794377042602,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
123,-85.0,0.72,-0.24,0.3662453006383523,0.12,-0.11954336377100946,0.010458689129718975,0.2803522316786447,0.2420267700229589,False,0.038325461655685816,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
124,-85.0,0.72,-0.24,0.3662453006383523,0.14,-0.13946725773284438,0.012201803984672141,0.2803522316786447,0.23799857504680566,False,0.04235365663183904,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
125,-85.0,0.72,-0.2,0.3662453006383523,0.08,-0.07969557584733965,0.006972459419812651,0.24455742860895813,0.21398884782654556,False,0.030568580782412563,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
126,-85.0,0.72,-0.2,0.3662453006383523,0.1,-0.09961946980917456,0.008715574274765815,0.24455742860895813,0.20932899567815555,False,0.03522843293080258,False,nan,nan,nan,nan,nan,nan,nan,False,False,False
