frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
15,2.110544,1786349484.852582,2568,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.190978,,,1,1.000000,SAFE,0,current,50000,131.7407,0.00000367,-0.21022204,1.33205533,-0.02858494,1.57079637,0.00000000,0.00002783,-0.00008365,-0.00014017,0.00000000,0.00000000,0.00000000
16,2.240491,1786349484.984356,2663,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.190524,,,1,1.000000,SAFE,0,current,50000,129.7696,0.00038147,-0.21010831,1.33208835,-0.02857761,1.57079637,0.00024943,0.00290740,0.00087517,0.00025411,0.00005646,0.00000000,0.00191945
17,2.375528,1786349485.114143,2623,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.189492,,,1,1.000000,SAFE,0,current,50000,123.8946,0.00216780,-0.20937471,1.33299804,-0.02848957,1.57079637,0.00216780,0.01322839,0.00543255,0.00673654,0.00065191,0.00000000,0.01420626
18,2.496126,1786349485.238058,2731,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.187127,,,1,1.000000,SAFE,0,current,50000,129.7469,0.00504354,-0.20818260,1.33465242,-0.02808242,1.57079637,0.00506555,0.02384566,0.00988499,0.01371822,0.00337610,0.00000000,0.02402815
19,2.625280,1786349485.367825,2652,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.184424,,,1,1.000000,SAFE,0,current,50000,129.8695,0.00947452,-0.20638527,1.33692288,-0.02752855,1.57079637,0.00948919,0.03430757,0.01391615,0.01757941,0.00428845,0.00000000,0.03425077
20,2.761729,1786349485.497715,2586,50000,1,0,0,0.347387,left_link,0,0.633806,-0.608644,0.360167,,,,SAFE,SAFE,,-0.181555,0.356497,,0,1.000000,SAFE,1,current,50000,153.8103,0.01508293,-0.20417713,1.33963716,-0.02693433,1.57079637,0.01510494,0.04110283,0.01618299,0.01989233,0.00435491,0.00000000,0.04115660
21,2.909626,1786349485.651549,2663,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.177716,,,1,1.000000,SAFE,0,current,50000,126.4484,0.02104348,-0.20188093,1.34260833,-0.02634011,1.57079637,0.02102147,0.04030182,0.01552556,0.02008938,0.00401778,0.00000000,0.04000420
22,3.044135,1786349485.778016,2571,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.174720,,,1,1.000000,SAFE,0,current,50000,136.9863,0.02658220,-0.19976448,1.34521258,-0.02581191,1.57079637,0.02655652,0.04117733,0.01573469,0.01936113,0.00392684,0.00000000,0.04115007
23,3.175075,1786349485.915022,2611,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.171719,,,1,1.000000,SAFE,0,current,50000,129.2188,0.03194486,-0.19778742,1.34779119,-0.02530939,1.57079637,0.03192652,0.04095531,0.01509903,0.01969323,0.00383781,0.00000000,0.04101135
24,3.300890,1786349486.044261,2583,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.168734,,,1,1.000000,SAFE,0,current,50000,131.6953,0.03709844,-0.19588737,1.35011303,-0.02483622,1.57079637,0.03709477,0.04096156,0.01510190,0.01845438,0.00376088,0.00000000,0.04107816
25,3.435839,1786349486.175987,2568,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.165011,,,1,1.000000,SAFE,0,current,50000,132.1040,0.04267384,-0.19389196,1.35260367,-0.02432636,1.57079637,0.04270685,0.04131471,0.01478637,0.01845607,0.00377812,0.00000000,0.04158651
26,3.564502,1786349486.308122,2660,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.162127,,,1,1.000000,SAFE,0,current,50000,129.6057,0.04807317,-0.19203593,1.35499156,-0.02384218,1.57079637,0.04808051,0.04196502,0.01442554,0.01855924,0.00376317,0.00000000,0.04176550
27,3.693942,1786349486.437749,2621,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.159123,,,1,1.000000,SAFE,0,current,50000,116.5632,0.05346151,-0.19015057,1.35729134,-0.02339101,1.57079637,0.05342483,0.04162795,0.01456544,0.01776715,0.00348553,0.00000000,0.04128792
28,3.811301,1786349486.554331,2630,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.156117,,,1,1.000000,SAFE,0,current,50000,128.9490,0.05843168,-0.18845595,1.35932720,-0.02296919,1.57079637,0.05840968,0.04235046,0.01443971,0.01734736,0.00359431,0.00000000,0.04247543
29,3.942979,1786349486.683312,2595,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.153117,,,1,1.000000,SAFE,0,current,50000,131.5652,0.06382369,-0.18668428,1.36158669,-0.02252536,1.57079637,0.06377967,0.04094816,0.01345452,0.01715914,0.00337058,0.00000000,0.04078102
30,4.072112,1786349486.814898,2552,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.150248,,,1,1.000000,SAFE,0,current,50000,128.7710,0.06921202,-0.18492731,1.36371779,-0.02210354,1.57079637,0.06922669,0.04172702,0.01360587,0.01650318,0.00326656,0.00000000,0.04218150
31,4.205411,1786349486.943688,2540,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.146524,,,1,1.000000,SAFE,0,current,50000,133.2944,0.07461870,-0.18318498,1.36590385,-0.02170005,1.57079637,0.07467371,0.04056054,0.01307087,0.01639968,0.00302691,0.00000000,0.04086321
32,4.347831,1786349487.077013,2555,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.143405,,,1,1.000000,SAFE,0,current,50000,130.6125,0.08025645,-0.18146102,1.36806810,-0.02128557,1.57079637,0.08029313,0.03958537,0.01210474,0.01519619,0.00291031,0.00000000,0.03945663
33,4.465704,1786349487.207656,2572,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.140291,,,1,1.000000,SAFE,0,current,50000,131.1742,0.08547972,-0.17985809,1.36994982,-0.02091876,1.57079637,0.08544672,0.04431270,0.01359882,0.01596396,0.00311185,0.00000000,0.04372151
34,4.596488,1786349487.338851,2635,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.137282,,,1,1.000000,SAFE,0,current,50000,129.3489,0.09111381,-0.17816712,1.37208831,-0.02054096,1.57079637,0.09106246,0.04307952,0.01292952,0.01635141,0.00288880,0.00000000,0.04293926
35,4.734022,1786349487.468231,2543,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.134397,,,1,1.000000,SAFE,0,current,50000,130.1122,0.09675524,-0.17654952,1.37407637,-0.02017416,1.57079637,0.09670022,0.04101830,0.01176138,0.01445494,0.00266698,0.00000000,0.04099159
36,4.866584,1786349487.598364,2614,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.130683,,,1,1.000000,SAFE,0,current,50000,133.1347,0.10238933,-0.17491725,1.37606061,-0.01981102,1.57079637,0.10238200,0.04250156,0.01231330,0.01496840,0.00273935,0.00000000,0.04286132
37,4.985479,1786349487.731530,2604,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.127676,,,1,1.000000,SAFE,0,current,50000,128.9298,0.10718711,-0.17361143,1.37773335,-0.01951391,1.57079637,0.10723113,0.04035307,0.01098294,0.01406907,0.00249894,0.00000000,0.04078496
38,5.115805,1786349487.860480,2580,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.124799,,,1,1.000000,SAFE,0,current,50000,126.1169,0.11262680,-0.17212588,1.37951601,-0.01919112,1.57079637,0.11263414,0.04173933,0.01139885,0.01367853,0.00247677,0.00000000,0.04145788
39,5.245571,1786349487.986619,2547,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.121445,,,1,1.000000,SAFE,0,current,50000,130.5536,0.11806649,-0.17069168,1.38129866,-0.01886834,1.57079637,0.11807016,0.04191917,0.01105212,0.01373744,0.00248745,0.00000000,0.04189086
40,5.370876,1786349488.117192,2516,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.118445,,,1,1.000000,SAFE,0,current,50000,129.4761,0.12331910,-0.16932352,1.38294566,-0.01857489,1.57079637,0.12328976,0.04191865,0.01091868,0.01314390,0.00234183,0.00000000,0.04165525
41,5.508381,1786349488.246701,2607,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.115569,,,1,1.000000,SAFE,0,current,50000,129.1594,0.12918794,-0.16783430,1.38473558,-0.01825211,1.57079637,0.12915860,0.04268085,0.01083030,0.01301717,0.00234744,0.00000000,0.04268085
42,5.632834,1786349488.375881,2523,50000,1,0,0,0.411991,left_link,0,0.634123,-0.609832,0.357552,,,,SAFE,SAFE,,-0.112563,0.423153,,0,1.000000,SAFE,1,current,50000,145.9892,0.13443322,-0.16658349,1.38633490,-0.01796967,1.57079256,0.13441855,0.04214671,0.01005041,0.01285073,0.00226944,-0.00003065,0.04226453
43,5.778310,1786349488.521890,2610,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.108848,,,1,1.000000,SAFE,0,current,50000,129.2857,0.14052217,-0.16510895,1.38808811,-0.01765055,1.57079637,0.14053316,0.04185521,0.01013598,0.01205152,0.00219361,0.00002622,0.04203170
44,5.912418,1786349488.651207,2685,50000,1,0,0,0.415821,left_link,0,0.632040,-0.609352,0.360964,,,,SAFE,SAFE,,-0.105957,0.418145,,0,1.000000,SAFE,1,current,50000,151.5332,0.14619292,-0.16379945,1.38960314,-0.01736811,1.57079637,0.14615990,0.04228502,0.00976452,0.01129710,0.00210605,0.00000000,0.04195680
45,6.060800,1786349488.802766,2618,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.101882,,,1,1.000000,SAFE,0,current,50000,130.1289,0.15227084,-0.16241294,1.39134908,-0.01707834,1.57079637,0.15221950,0.04096135,0.00934420,0.01176654,0.00195291,0.00000000,0.04083793
46,6.193665,1786349488.932924,2631,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.098756,,,1,1.000000,SAFE,0,current,50000,132.7548,0.15793429,-0.16122451,1.39279795,-0.01682158,1.57079637,0.15789761,0.04262557,0.00894461,0.01090481,0.00193250,0.00000000,0.04273581
47,6.333289,1786349489.065700,2584,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.095758,,,1,1.000000,SAFE,0,current,50000,138.7796,0.16380313,-0.15996636,1.39427614,-0.01656115,1.57079637,0.16381413,0.04203316,0.00901099,0.01058697,0.00186522,0.00000000,0.04237468
48,6.461932,1786349489.204510,2625,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.092884,,,1,1.000000,SAFE,0,current,50000,130.5539,0.16925749,-0.15884762,1.39556730,-0.01633373,1.57079637,0.16930518,0.04239928,0.00869656,0.01003675,0.00176782,0.00000000,0.04268446
49,6.592559,1786349489.335095,2616,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.089160,,,1,1.000000,SAFE,0,current,50000,128.8778,0.17471552,-0.15776922,1.39695013,-0.01611365,1.57079637,0.17473753,0.04178313,0.00825551,0.01058604,0.00168480,0.00000000,0.04158658
50,6.723456,1786349489.463992,2510,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.086292,,,1,1.000000,SAFE,0,current,50000,130.8159,0.18017353,-0.15673850,1.39821923,-0.01590457,1.57079637,0.18019554,0.04169707,0.00787424,0.00969544,0.00159728,0.00000000,0.04169707
51,6.855376,1786349489.594841,2589,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.083284,,,1,1.000000,SAFE,0,current,50000,130.5082,0.18563890,-0.15574448,1.39937842,-0.01570283,1.57080007,0.18561323,0.04142949,0.00753508,0.00878708,0.00152927,0.00002801,0.04106803
52,6.982495,1786349489.725369,2552,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.079569,,,1,1.000000,SAFE,0,current,50000,139.6359,0.19110060,-0.15476511,1.40049720,-0.01550842,1.57080007,0.19106023,0.04296505,0.00770428,0.00880101,0.00152932,0.00000000,0.04284947
53,7.123550,1786349489.865025,2493,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.076687,,,1,1.000000,SAFE,0,current,50000,131.2840,0.19697678,-0.15376741,1.40173328,-0.01531035,1.57080007,0.19696577,0.04165905,0.00707322,0.00876317,0.00140424,0.00000000,0.04186717
54,7.252366,1786349489.996328,2507,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.073443,,,1,1.000000,SAFE,0,current,50000,128.8057,0.20244214,-0.15286507,1.40281904,-0.01513428,1.57080007,0.20243114,0.04242750,0.00700485,0.00842873,0.00136679,0.00000000,0.04242762
55,7.383423,1786349490.125153,2522,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.070436,,,1,1.000000,SAFE,0,current,50000,128.4925,0.20788915,-0.15199575,1.40389371,-0.01496922,1.57080007,0.20787449,0.04156219,0.00663314,0.00820003,0.00125945,0.00000000,0.04153422
56,7.524118,1786349490.253665,2479,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.067556,,,1,1.000000,SAFE,0,current,50000,128.8323,0.21375068,-0.15113376,1.40488040,-0.01479683,1.57080007,0.21371032,0.04166126,0.00612665,0.00701302,0.00122533,0.00000000,0.04147867
57,7.639127,1786349490.382517,2420,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.064563,,,1,1.000000,SAFE,0,current,50000,130.5444,0.21856312,-0.15045516,1.40568006,-0.01466111,1.57080007,0.21854845,0.04184389,0.00590037,0.00695295,0.00118005,0.00000000,0.04206713
58,7.778686,1786349490.513083,2432,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.061572,,,1,1.000000,SAFE,0,current,50000,122.2527,0.22441730,-0.14961886,1.40670335,-0.01450705,1.57080007,0.22439896,0.04194770,0.00599244,0.00733234,0.00110389,0.00000000,0.04192143
59,7.894056,1786349490.635355,2413,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.057972,,,1,1.000000,SAFE,0,current,50000,133.6731,0.22922975,-0.14899530,1.40742600,-0.01438601,1.57080007,0.22926643,0.04171335,0.00540497,0.00626376,0.00104919,0.00000000,0.04219034
60,8.033669,1786349490.769059,2419,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.054966,,,1,1.000000,SAFE,0,current,50000,125.8655,0.23509492,-0.14829472,1.40832102,-0.01424662,1.57080007,0.23510593,0.04201027,0.00501801,0.00641075,0.00099836,0.00000000,0.04182637
61,8.156970,1786349490.894945,2383,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.052086,,,1,1.000000,SAFE,0,current,50000,126.8455,0.24032553,-0.14766747,1.40908396,-0.01412924,1.57080364,0.24028517,0.04242136,0.00508713,0.00618761,0.00095196,0.00002900,0.04200478
62,8.278803,1786349491.021816,2410,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.049079,,,1,1.000000,SAFE,0,current,50000,129.7904,0.24533238,-0.14708425,1.40972221,-0.01402287,1.57080364,0.24529937,0.04109604,0.00478702,0.00523870,0.00087310,0.00000000,0.04115633
63,8.409635,1786349491.151625,2340,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.046197,,,1,1.000000,SAFE,0,current,50000,126.2379,0.25075006,-0.14653039,1.41037512,-0.01391283,1.57080364,0.25070971,0.04140951,0.00423338,0.00499044,0.00084110,0.00000000,0.04135336
64,8.547467,1786349491.277883,2380,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.042480,,,1,1.000000,SAFE,0,current,50000,129.2616,0.25657490,-0.14596552,1.41104639,-0.01381013,1.57080364,0.25657123,0.04226041,0.00409828,0.00487019,0.00074514,0.00000000,0.04252658
65,8.670857,1786349491.407164,2394,50000,1,0,0,0.473955,left_link,0,0.639197,-0.603476,0.354587,,,,SAFE,SAFE,,-0.039486,0.483254,,0,1.000000,SAFE,1,current,50000,145.6920,0.26156342,-0.14551434,1.41162229,-0.01372209,1.57080364,0.26159641,0.04042873,0.00365650,0.00466730,0.00071344,0.00000000,0.04072581
66,8.810070,1786349491.552879,2421,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.036608,,,1,1.000000,SAFE,0,current,50000,128.6238,0.26739192,-0.14501916,1.41220903,-0.01363406,1.57080364,0.26743960,0.04186763,0.00355701,0.00421476,0.00063236,0.00000000,0.04197317
67,8.939512,1786349491.681524,2373,50000,1,0,0,0.474991,left_link,0,0.637508,-0.603339,0.359405,,,,SAFE,SAFE,,-0.032892,0.485945,,0,1.000000,SAFE,1,current,50000,152.7449,0.27279857,-0.14458632,1.41268587,-0.01354970,1.57080734,0.27278757,0.04176894,0.00334385,0.00368380,0.00065176,0.00002855,0.04131561
68,9.092062,1786349491.834293,2348,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.029167,,,1,1.000000,SAFE,0,current,50000,128.4230,0.27923596,-0.14412783,1.41322517,-0.01346533,1.57080734,0.27922496,0.04219833,0.00300551,0.00353523,0.00055303,0.00000000,0.04219833
69,9.221866,1786349491.962746,2343,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.026289,,,1,1.000000,SAFE,0,current,50000,123.1421,0.28462797,-0.14379770,1.41363227,-0.01340297,1.57080734,0.28459129,0.04153965,0.00254334,0.00313626,0.00048039,0.00000000,0.04134174
70,9.343742,1786349492.085907,2346,50000,1,0,0,0.482162,left_link,0,0.639037,-0.601779,0.356569,,,,SAFE,SAFE,,-0.023284,0.483142,,0,1.000000,SAFE,1,current,50000,147.7782,0.28959447,-0.14352994,1.41396987,-0.01335529,1.57080734,0.28957981,0.04075048,0.00219698,0.00277004,0.00039126,0.00000000,0.04093119
71,9.492319,1786349492.233705,2396,50000,1,0,0,0.486824,left_link,0,0.634309,-0.599122,0.361901,,,,SAFE,SAFE,,-0.019682,0.487201,,0,1.000000,SAFE,1,current,50000,157.9287,0.29579711,-0.14322917,1.41432559,-0.01329660,1.57080734,0.29580081,0.04174700,0.00202431,0.00239419,0.00039500,0.00000000,0.04187056
72,9.655200,1786349492.391667,2323,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.016321,,,1,1.000000,SAFE,0,current,50000,132.3752,0.30239958,-0.14295407,1.41464841,-0.01324525,1.57080734,0.30235553,0.04053554,0.00168900,0.00198193,0.00031527,0.00000000,0.04024243
73,9.783635,1786349492.524076,2414,50000,1,0,0,0.493078,left_link,0,0.637856,-0.597760,0.366699,,,,SAFE,SAFE,,-0.012717,0.505539,,0,1.000000,SAFE,1,current,50000,162.5986,0.30775124,-0.14277065,1.41486847,-0.01321591,1.57081103,0.30772188,0.04166816,0.00142810,0.00171339,0.00022847,0.00002877,0.04178255
74,9.947082,1786349492.686707,2336,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.008999,,,1,1.000000,SAFE,0,current,50000,131.9250,0.31453708,-0.14259458,1.41507387,-0.01318289,1.57081103,0.31450039,0.04151717,0.00107725,0.00125666,0.00020198,0.00000000,0.04147231
75,10.085986,1786349492.818665,2405,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.005284,,,1,1.000000,SAFE,0,current,50000,138.3901,0.32006845,-0.14249189,1.41519487,-0.01315722,1.57081103,0.32005748,0.03982163,0.00073925,0.00087109,0.00018485,0.00000000,0.04000679
76,10.216145,1786349492.957077,2457,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.002397,,,1,1.000000,SAFE,0,current,50000,129.4241,0.32538342,-0.14243320,1.41526830,-0.01314621,1.57081103,0.32540175,0.04083434,0.00045095,0.00056418,0.00008454,0.00000000,0.04105942
77,10.345722,1786349493.086534,2285,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.000849,,,1,1.000000,SAFE,0,current,50000,129.8747,0.33069840,-0.14240751,1.41529763,-0.01314254,1.57081103,0.33074608,0.04101776,0.00019826,0.00022632,0.00002830,0.00000000,0.04124430
78,10.476975,1786349493.216439,2343,50000,1,0,0,0.502520,upperArm_Link,0,0.639510,-0.604094,0.351441,,,,SAFE,SAFE,,-0.000849,0.479562,,0,1.000000,SAFE,1,current,50000,147.4082,0.33610141,-0.14240386,1.41530132,-0.01314254,1.57081473,0.33611611,0.04116494,0.00002781,0.00002816,0.00000000,0.00002816,0.04091359
79,10.621387,1786349493.363867,2406,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.000849,,,1,1.000000,SAFE,0,current,50000,128.2777,0.34074879,-0.14241119,1.41529393,-0.01314254,1.57081473,0.34074149,0.03218145,-0.00005077,-0.00005118,0.00000000,0.00000000,0.03202914
80,10.746379,1786349493.492175,2413,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.000849,,,1,1.000000,SAFE,0,current,50000,128.8315,0.34330541,-0.14242953,1.41527927,-0.01314254,1.57081473,0.34327972,0.02045431,-0.00014676,-0.00011731,0.00000000,0.00000000,0.02030720
81,10.877410,1786349493.621026,2420,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.000849,,,1,1.000000,SAFE,0,current,50000,128.5202,0.34455988,-0.14246254,1.41525722,-0.01314621,1.57081473,0.34448284,0.00957384,-0.00025190,-0.00016831,-0.00002799,0.00000000,0.00918195
82,11.010193,1786349493.749581,2351,50000,1,0,0,0.511696,left_link,0,0.639821,-0.597447,0.364474,,,,SAFE,SAFE,,-0.000849,0.502370,,0,1.000000,SAFE,1,current,50000,150.1950,0.34471029,-0.14248823,1.41521323,-0.01314988,1.57081473,0.34470659,0.00113277,-0.00019347,-0.00033128,-0.00002762,0.00000000,0.00168512
83,11.159934,1786349493.899800,2448,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,0.008001,,,1,1.000000,SAFE,0,current,50000,128.6043,0.34471029,-0.14251022,1.41517293,-0.01315355,1.57081473,0.34472126,0.00000000,-0.00014688,-0.00026908,-0.00002450,0.00000000,0.00009792
