frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
35,6.119276,1,1,0.491949,-0.484228,0.366610,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.092550,0.107889,0.162889,0.092550,0.008850,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
36,6.310955,1,2,0.490390,-0.468709,0.362637,0.000000,0.054041,0.054041,0.079052,-0.005236,0.052107,-0.013339,0.083141,0.054041,-0.008056,0.080164,-0.020522,0.650,0.094201,0.114001,0.169001,0.094201,0.015502,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.489645,1,3,0.508073,-0.464983,0.365161,0.011119,0.058603,0.058603,0.113791,0.025850,0.052079,-0.007345,0.067524,0.058603,0.043293,0.051673,-0.003889,0.650,0.104377,0.110256,0.165256,0.104377,0.018206,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.678697,1,4,0.480124,-0.443618,0.357689,0.021002,0.063446,0.063446,0.148607,0.002772,0.062402,-0.011120,0.077615,0.063446,-0.021233,0.072916,-0.016017,0.650,0.101802,0.117490,0.172490,0.101802,0.022421,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.855404,1,5,0.487916,-0.440379,0.368756,0.027309,0.062760,0.062760,0.113320,-0.000421,0.062186,-0.008460,0.059888,0.062760,-0.005478,0.059565,0.002915,0.250,0.101958,0.113979,0.168979,0.101958,0.020786,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.035916,1,6,0.486929,-0.438044,0.363610,0.029294,0.058942,0.058942,0.052347,-0.004094,0.058534,-0.005590,0.042721,0.058942,-0.004789,0.042430,0.001346,0.250,0.103060,0.122898,0.177898,0.103060,0.030327,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.213106,1,7,0.496384,-0.422069,0.368530,0.035481,0.056892,0.056892,0.079157,-0.005419,0.056580,-0.002452,0.061736,0.056892,-0.016178,0.059396,0.004663,0.250,0.101147,0.126359,0.181359,0.101147,0.018839,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.384060,1,8,0.506349,-0.418878,0.372554,0.038714,0.052208,0.052208,0.047847,0.004483,0.051964,0.002306,0.054969,0.052208,0.036965,0.034873,0.020953,0.250,0.107519,0.126927,0.181927,0.107519,0.013901,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.558248,1,9,0.504002,-0.412513,0.363484,0.039655,0.050800,0.050800,0.083415,0.010698,0.049638,0.001506,0.046346,0.050800,0.022865,0.039610,-0.007494,0.250,0.113514,0.132737,0.187737,0.113514,0.017917,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.720358,1,10,0.505517,-0.407532,0.369136,0.040569,0.049838,0.049838,0.052110,0.014632,0.047599,0.002013,0.053038,0.049838,0.027269,0.044763,0.008108,0.250,0.109223,0.126023,0.181023,0.109223,0.018749,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.891132,1,11,0.509963,-0.409605,0.363925,0.000000,0.043743,0.043743,0.047699,0.014915,0.041120,-0.000397,0.028288,0.043743,0.020218,0.018558,-0.006857,0.250,0.116950,0.145335,0.200335,0.116950,0.021993,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.086744,1,12,0.501221,-0.381749,0.366340,0.017315,0.044572,0.044572,0.164910,0.003378,0.044197,-0.004675,0.054905,0.044572,-0.007410,0.053656,-0.008981,0.650,0.118603,0.134629,0.189629,0.118603,0.021940,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.259262,1,13,0.526940,-0.348941,0.366356,0.042036,0.074495,0.074495,0.130609,0.016654,0.072607,-0.000589,0.096079,0.074495,0.032580,0.090294,0.004081,0.650,0.110300,0.131615,0.186615,0.110300,0.020102,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.446992,1,14,0.504503,-0.319719,0.365140,0.062454,0.109764,0.109764,0.216699,0.011036,0.109188,-0.002096,0.120016,0.109764,-0.001383,0.119884,-0.005455,0.650,0.114124,0.141363,0.196363,0.114124,0.026598,1,1,1,0,valid_streak_not_ready
