frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
1,0.205086,0,1,0,106,0.620793,-0.632176,0.342730,0.117229,0.179378,0.066744,0.212199,
2,0.356605,0,1,0,111,0.623239,-0.630821,0.338259,0.123717,0.214898,0.062092,0.217600,0.030293
5,0.774241,0,1,0,103,0.617483,-0.632473,0.346358,0.115531,0.185782,0.066280,0.214858,
6,0.918524,0,1,0,108,0.611990,-0.630121,0.349529,0.112706,0.181875,0.059323,0.219021,0.047006
8,1.194097,0,1,0,133,0.614666,-0.630515,0.337548,0.118729,0.204042,0.076771,0.221298,
9,1.338278,0,1,0,113,0.615511,-0.628797,0.345322,0.112960,0.183434,0.060498,0.216256,0.057348
10,1.493035,0,1,0,109,0.616308,-0.629774,0.348351,0.114571,0.169547,0.058449,0.219881,0.020890
12,1.766919,0,1,0,121,0.612676,-0.631766,0.350792,0.117571,0.192271,0.073238,0.244224,
15,2.186553,0,1,0,100,0.615564,-0.631546,0.350823,0.110956,0.163096,0.064369,0.209191,
18,2.603887,0,1,0,114,0.608775,-0.633453,0.330969,0.129610,0.220113,0.062526,0.227567,
22,3.130886,0,1,0,110,0.618518,-0.631905,0.346321,0.111136,0.177850,0.071212,0.204255,
23,3.274266,0,1,0,114,0.613451,-0.630135,0.341281,0.117079,0.196267,0.081504,0.209085,0.050614
24,3.425070,0,1,0,140,0.607728,-0.628848,0.343018,0.120866,0.215623,0.105604,0.221375,0.041965
27,3.843410,0,1,0,110,0.617607,-0.631080,0.346516,0.115264,0.192965,0.084781,0.216253,
28,3.997007,0,1,0,119,0.610754,-0.630470,0.339833,0.117127,0.196179,0.077688,0.214834,0.059089
29,4.150647,0,1,0,117,0.619422,-0.630872,0.337816,0.115300,0.174046,0.064288,0.215923,0.056396
31,4.426346,0,1,0,110,0.616002,-0.629603,0.344544,0.111983,0.186100,0.072408,0.205301,
32,4.575955,0,1,0,107,0.621706,-0.630674,0.339788,0.113384,0.169095,0.070024,0.207420,0.050480
33,4.725597,0,1,0,123,0.616819,-0.629466,0.345712,0.112851,0.178469,0.075285,0.207221,0.052752
34,4.885178,0,1,0,108,0.613414,-0.629863,0.350468,0.109018,0.182619,0.068558,0.205694,0.036913
35,5.027957,0,1,0,108,0.617366,-0.630351,0.337377,0.115396,0.192270,0.069285,0.226095,0.091817
36,5.181547,0,1,0,118,0.615095,-0.630323,0.346694,0.115739,0.196221,0.073093,0.213304,0.064389
37,5.330763,0,1,0,103,0.617669,-0.629958,0.348878,0.108007,0.160697,0.070881,0.203427,0.022173
39,5.607737,0,1,0,104,0.613804,-0.630350,0.344719,0.113073,0.204084,0.085698,0.211550,
40,5.752495,0,1,0,106,0.615984,-0.630140,0.341232,0.115947,0.201830,0.073588,0.212540,0.028292
41,5.897229,0,1,0,111,0.620187,-0.629601,0.346326,0.112486,0.174099,0.075375,0.210298,0.044847
