frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
1,0.205086,1,1,0.594854,-0.635634,0.353769,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.117229,0.139612,0.194612,0.117229,0.028402,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
2,0.356605,1,2,0.597186,-0.629191,0.347274,0.000000,0.054243,0.054243,0.030293,0.013393,0.037017,-0.037319,0.123717,0.156137,0.211137,0.123717,0.027617,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
5,0.774241,1,3,0.597848,-0.640536,0.358876,0.000000,0.013181,0.013181,0.024625,0.005135,-0.008407,0.008758,0.115531,0.144426,0.199426,0.115531,0.024642,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
6,0.918524,1,4,0.591687,-0.631229,0.363090,0.000000,0.014834,0.014834,0.047006,-0.004357,0.006059,0.012820,0.112706,0.143813,0.198813,0.112706,0.024441,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
8,1.194097,1,5,0.595964,-0.633907,0.354368,0.000000,0.002115,0.002115,0.043251,0.001097,0.001708,0.000592,0.118729,0.149618,0.204618,0.118729,0.025380,0,0,0,0,"speed_ok,valid_streak_not_ready"
9,1.338278,1,6,0.604572,-0.627915,0.355330,0.000000,0.011269,0.011269,0.057348,0.007564,0.001306,0.008250,0.112960,0.145212,0.200212,0.112960,0.014852,0,0,0,0,"speed_ok,valid_streak_not_ready"
10,1.493035,1,7,0.592632,-0.635409,0.357168,0.000000,0.010367,0.010367,0.020890,-0.007200,0.007077,-0.002358,0.114571,0.141161,0.196161,0.114571,0.025885,0,0,0,0,"speed_ok,valid_streak_not_ready"
12,1.766919,1,8,0.596846,-0.643519,0.336954,0.000000,0.034244,0.034244,0.017412,0.006022,-0.014345,-0.030506,0.117571,0.141599,0.196599,0.117571,0.024088,0,0,0,0,"speed_ok,valid_streak_not_ready"
15,2.186553,1,9,0.592922,-0.644343,0.361785,0.000000,0.013295,0.013295,0.006945,-0.003073,-0.010543,0.007493,0.110956,0.137045,0.192045,0.110956,0.028224,0,0,0,0,"speed_ok,valid_streak_not_ready"
18,2.603887,1,10,0.603117,-0.639416,0.330011,0.000000,0.021972,0.021972,0.050512,-0.001148,-0.009074,-0.019977,0.129610,0.160803,0.215803,0.129610,0.008276,0,0,0,0,"speed_ok,valid_streak_not_ready"
