path,index,tcp_x,tcp_y,tcp_z,obstacle_clearance_m,table_clearance_m
reference,0,0.6874745357599888,0.4,0.5395627306833568,0.23634252647508125,0.11634852882315305
reference,1,0.6874745357599888,0.39333333333333337,0.5395627306833568,0.2296867868807122,0.11634852882315305
reference,2,0.6874745357599888,0.3866666666666667,0.5395627306833568,0.22303169999674,0.11634852882315305
reference,3,0.6874745357599888,0.38,0.5395627306833568,0.21637732604913762,0.11634852882315305
reference,4,0.6874745357599888,0.37333333333333335,0.5395627306833568,0.20972373290069654,0.11634852882315305
reference,5,0.6874745357599888,0.3666666666666667,0.5395627306833568,0.20307099729976086,0.11634852882315305
reference,6,0.6874745357599888,0.36,0.5395627306833568,0.19641920638197563,0.11634852882315305
reference,7,0.6874745357599888,0.35333333333333333,0.5395627306833568,0.18976845948686968,0.11634852882315305
reference,8,0.6874745357599888,0.3466666666666667,0.5395627306833568,0.18311887036895774,0.11634852882315305
reference,9,0.6874745357599888,0.34,0.5395627306833568,0.17647056990692667,0.11634852882315305
reference,10,0.6874745357599888,0.33333333333333337,0.5395627306833568,0.1698237094466986,0.11634852882315305
reference,11,0.6874745357599888,0.32666666666666666,0.5395627306833568,0.16317846495811514,0.11634852882315305
reference,12,0.6874745357599888,0.32,0.5395627306833568,0.15653504224558096,0.11634852882315305
reference,13,0.6874745357599888,0.31333333333333335,0.5395627306833568,0.14989368353754506,0.11634852882315305
reference,14,0.6874745357599888,0.3066666666666667,0.5395627306833568,0.14325467589914995,0.11634852882315305
reference,15,0.6874745357599888,0.30000000000000004,0.5395627306833568,0.13661836208349215,0.11634852882315305
reference,16,0.6874745357599888,0.29333333333333333,0.5395627306833568,0.12998515468572058,0.11634852882315305
reference,17,0.6874745357599888,0.2866666666666667,0.5395627306833568,0.12335555483177138,0.11634852882315305
reference,18,0.6874745357599888,0.28,0.5395627306833568,0.11673017718622077,0.11634852882315305
reference,19,0.6874745357599888,0.2733333333333333,0.5395627306833568,0.11010978391082106,0.11634852882315305
reference,20,0.6874745357599888,0.2666666666666667,0.5395627306833568,0.10349533153112674,0.11634852882315305
reference,21,0.6874745357599888,0.26,0.5395627306833568,0.09688803679235546,0.11634852882315305
reference,22,0.6874745357599888,0.25333333333333335,0.5395627306833568,0.09028947107556184,0.11634852882315305
reference,23,0.6874745357599888,0.2466666666666667,0.5395627306833568,0.08370169884549238,0.11634852882315305
reference,24,0.6874745357599888,0.24,0.5395627306833568,0.07712748589852492,0.11634852882315305
reference,25,0.6874745357599888,0.23333333333333334,0.5395627306833568,0.07057062180058865,0.11634852882315305
reference,26,0.6874745357599888,0.22666666666666668,0.5395627306833568,0.06403643596035904,0.11634852882315305
reference,27,0.6874745357599888,0.22,0.5395627306833568,0.057479914427747435,0.11634852882315305
reference,28,0.6874745357599888,0.21333333333333335,0.5395627306833568,0.050870520907476235,0.11634852882315305
reference,29,0.6874745357599888,0.20666666666666667,0.5395627306833568,0.04427830305085858,0.11634852882315305
reference,30,0.6874745357599888,0.2,0.5395627306833568,0.03771226900649519,0.11634852882315305
