frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927985.817699,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,107.6434,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927985.925427,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,95.6787,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927986.021177,2529,50000,2174,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,150.2326,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927986.171440,2567,50000,2147,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.1328,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927986.303605,2668,50000,2299,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,122.9786,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927986.426627,2709,50000,2274,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,117.7401,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927986.544398,2716,50000,2335,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.7309,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927986.683173,2547,50000,2163,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.2183,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927986.808425,2636,50000,2282,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.1868,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927986.943643,2666,50000,2313,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.7974,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927987.076485,2457,50000,2039,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.5029,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
11,pre_empty,1785927987.209022,2609,50000,2236,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,122.7653,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
12,pre_empty,1785927987.331818,2682,50000,2274,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.5048,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
13,pre_empty,1785927987.464355,2736,50000,2335,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.5044,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
14,pre_empty,1785927987.592890,2615,50000,2216,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.2791,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
