frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.111229,1786962559.282988,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,112.2422,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.211757,1786962559.395269,2337,50000,0,2337,29,1609,0.012409,0.224794,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590988,0.994821,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.380793,,0,1.000000,SAFE,1,current,50000,195.7973,0.00002568,-0.00003301,1.57079256,-0.00002568,1.57079637,0.00002201,0.00025541,-0.00032839,-0.00007471,-0.00025541,0.00000000,0.00021893
2,0.389871,1786962559.591094,2511,50000,0,2511,19,1642,0.007567,0.224307,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589038,0.990841,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376639,,0,1.000000,SAFE,1,current,50000,170.7257,0.00400915,-0.00399815,1.56683493,-0.00165061,1.57079637,0.00400182,0.02236479,-0.02226182,-0.02221966,-0.00912302,0.00000000,0.02234420
3,0.558854,1786962559.761837,2504,50000,0,2504,16,1596,0.006390,0.224444,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581706,0.976121,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.388427,,0,1.000000,SAFE,1,current,50000,162.3797,0.01872528,-0.01532869,1.55437088,-0.00363135,1.57079637,0.01887567,0.08708627,-0.06705121,-0.07375902,-0.01172148,0.00000000,0.08801964
4,0.719239,1786962559.924235,2477,50000,0,2477,17,1765,0.006863,0.225761,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.568886,0.951017,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.393129,,0,1.000000,SAFE,1,current,50000,183.3063,0.04382927,-0.02765326,1.54007292,-0.00537733,1.57079637,0.04404568,0.15652377,-0.07684393,-0.08914803,-0.01088622,0.00000000,0.15693542
5,0.907197,1786962560.107572,2479,50000,0,2479,23,1728,0.009278,0.224826,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.545706,0.906949,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.412899,,0,1.000000,SAFE,1,current,50000,176.2508,0.08789696,-0.04227035,1.52300191,-0.00743876,1.57079637,0.08827110,0.23445488,-0.07776783,-0.09082349,-0.01096751,0.00000000,0.23529405
6,1.079229,1786962560.283840,2382,50000,0,2382,9,1647,0.003778,0.224993,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.517186,0.854401,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.451130,,0,1.000000,SAFE,1,current,50000,138.5415,0.14044513,-0.05534688,1.50774288,-0.00934247,1.57079637,0.14096232,0.30545529,-0.07601202,-0.08869863,-0.01106598,0.00000000,0.30628683
7,1.226990,1786962560.422400,2443,50000,0,2443,26,1725,0.010643,0.223398,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.485640,0.799883,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.472462,,0,1.000000,SAFE,1,current,50000,174.1866,0.19496304,-0.06651969,1.49470305,-0.01094173,1.57079637,0.19565995,0.36896119,-0.07561429,-0.08824972,-0.01082333,0.00000000,0.37017750
8,1.398877,1786962560.596603,2529,50000,0,2529,31,1718,0.012258,0.224218,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.444312,0.725661,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.496607,,0,1.000000,SAFE,1,current,50000,172.9752,0.26918557,-0.07995567,1.47901857,-0.01281609,1.57079256,0.27005121,0.43180988,-0.07816754,-0.09124878,-0.01090462,-0.00002219,0.43279149
9,1.566268,1786962560.769596,2358,50000,0,2358,13,1638,0.005513,0.223704,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.400809,0.653767,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.480758,,0,1.000000,SAFE,1,current,50000,165.6280,0.34107894,-0.09267273,1.46418881,-0.01463910,1.57079637,0.34203994,0.42949304,-0.07597204,-0.08859339,-0.01089071,0.00002279,0.43006277
10,1.734994,1786962560.935241,2437,50000,0,2437,6,1671,0.002462,0.224293,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.357647,0.579497,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.486229,,0,1.000000,SAFE,1,current,50000,145.6097,0.41534916,-0.10573091,1.44896281,-0.01652080,1.57079256,0.41618547,0.44018192,-0.07739272,-0.09024092,-0.01115238,-0.00002261,0.43944290
