frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
1,0.203595,0,1,0,176,0.629611,-0.585294,0.365935,0.116915,0.174118,0.134737,0.207945,
2,0.354901,0,1,0,190,0.635308,-0.586723,0.361732,0.120847,0.139230,0.157287,0.216312,0.044576
3,0.492598,0,1,0,164,0.633183,-0.583778,0.363866,0.116382,0.165549,0.167363,0.209213,0.029865
3,0.492598,1,1,1,53,0.510825,-0.466464,0.178447,0.079115,0.120437,0.147488,0.094981,
4,0.616666,0,1,0,172,0.629013,-0.583038,0.375777,0.117805,0.136055,0.159440,0.201805,0.101491
5,0.741777,0,1,0,189,0.630515,-0.588627,0.377498,0.123925,0.142743,0.199788,0.207662,0.049068
6,0.883692,0,1,0,197,0.628757,-0.587076,0.366833,0.121935,0.154363,0.187075,0.204948,0.077248
7,1.020570,0,1,0,198,0.633644,-0.588815,0.365730,0.121819,0.154341,0.175760,0.204947,0.038549
8,1.159906,0,1,0,181,0.631017,-0.589021,0.373928,0.115924,0.135008,0.173031,0.203235,0.063223
9,1.296476,0,1,0,192,0.628399,-0.591637,0.370993,0.120382,0.146636,0.185417,0.205281,0.034384
10,1.436365,0,1,0,171,0.633804,-0.588277,0.376611,0.115487,0.149664,0.171643,0.209905,0.059757
11,1.570469,0,1,0,199,0.622186,-0.590329,0.370671,0.131450,0.174913,0.200784,0.216364,0.097505
12,1.703992,0,1,0,213,0.625717,-0.584904,0.369337,0.135436,0.174221,0.207039,0.219599,0.048678
13,1.839230,0,1,0,218,0.631233,-0.580051,0.375806,0.125330,0.136758,0.209299,0.201441,0.073841
14,1.975462,0,1,0,236,0.628819,-0.579522,0.370464,0.128972,0.162451,0.218296,0.201766,0.043096
15,2.110843,0,1,0,233,0.628263,-0.576946,0.380200,0.130708,0.177624,0.218483,0.202470,0.075036
16,2.249156,0,1,0,232,0.633322,-0.567956,0.380356,0.123749,0.169338,0.204073,0.193862,0.074707
17,2.384185,0,1,0,257,0.634875,-0.560536,0.372967,0.133639,0.149864,0.234395,0.209996,0.077342
18,2.523995,0,1,0,287,0.627601,-0.550891,0.370214,0.136297,0.196369,0.225746,0.222634,0.088659
19,2.667803,0,1,0,267,0.624628,-0.538565,0.377731,0.135153,0.202014,0.239539,0.196385,0.103183
20,2.804579,0,1,0,284,0.624825,-0.526698,0.370884,0.138613,0.170802,0.271413,0.212970,0.100280
21,2.936611,0,1,0,248,0.632339,-0.500359,0.372227,0.130411,0.160129,0.229980,0.209900,0.206361
22,3.073411,0,1,0,279,0.630658,-0.488592,0.369884,0.131638,0.179766,0.246387,0.206716,0.087947
23,3.211040,0,1,0,276,0.627216,-0.477361,0.367187,0.136484,0.161656,0.275391,0.210499,0.088645
24,3.350960,0,1,0,241,0.633234,-0.460810,0.367020,0.131362,0.152912,0.238030,0.209193,0.127104
25,3.488881,0,1,0,285,0.627035,-0.441287,0.377672,0.130077,0.153603,0.228176,0.207187,0.163874
26,3.641670,0,1,0,252,0.629284,-0.429419,0.375511,0.129937,0.172627,0.216565,0.199941,0.083071
27,3.791317,0,1,0,260,0.628223,-0.416473,0.367831,0.133325,0.160195,0.239221,0.211111,0.106370
28,3.930202,0,1,0,273,0.625316,-0.397129,0.373894,0.133919,0.188472,0.227281,0.206765,0.143180
29,4.062814,0,1,0,257,0.628348,-0.392381,0.366484,0.130078,0.154858,0.236620,0.216303,0.067347
30,4.199056,0,1,0,262,0.629217,-0.389457,0.372752,0.132945,0.187221,0.217145,0.199756,0.049883
31,4.342356,0,1,0,230,0.633432,-0.388172,0.373274,0.125736,0.163586,0.210519,0.191885,0.031678
