frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.093479,1787109701.571571,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,94.6225,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.199310,1787109701.666230,3045,50000,0,3045,32,1721,0.010509,0.224438,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590993,0.994832,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376816,,0,1.000000,SAFE,1,current,50000,216.8468,0.00001467,-0.00001100,1.57079637,-0.00000734,1.57079637,0.00001467,0.00013864,-0.00010398,-0.00003492,-0.00006932,0.00000000,0.00013864
2,0.399159,1787109701.883105,3281,50000,0,3281,21,1782,0.006400,0.224279,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588642,0.990034,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.375073,,0,1.000000,SAFE,1,current,50000,171.9196,0.00481245,-0.00475743,1.56600952,-0.00189637,1.57079637,0.00480878,0.02400708,-0.02375012,-0.02395238,-0.00945233,0.00000000,0.02398872
3,0.566440,1787109702.055055,3354,50000,0,3354,20,1758,0.005963,0.225771,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581079,0.974878,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.380439,,0,1.000000,SAFE,1,current,50000,180.5406,0.01996874,-0.01610264,1.55348325,-0.00376340,1.57079637,0.02009713,0.09060387,-0.06782134,-0.07488170,-0.01116103,0.00000000,0.09139326
4,0.745696,1787109702.235611,3356,50000,0,3356,21,1723,0.006257,0.222382,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.565810,0.945082,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.398300,,0,1.000000,SAFE,1,current,50000,178.5285,0.04976414,-0.02997146,1.53734028,-0.00568911,1.57079637,0.04998789,0.16621668,-0.07736860,-0.09005519,-0.01074280,0.00000000,0.16674869
5,0.925598,1787109702.414156,3404,50000,0,3404,32,1729,0.009401,0.224180,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.542740,0.901407,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.420133,,0,1.000000,SAFE,1,current,50000,170.3059,0.09343935,-0.04381093,1.52120459,-0.00766985,1.57079256,0.09374746,0.24277152,-0.07692760,-0.08969131,-0.01101005,-0.00002120,0.24324046
6,1.094059,1787109702.584481,3279,50000,0,3279,48,1707,0.014639,0.223906,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.513322,0.847395,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.450399,,0,1.000000,SAFE,1,current,50000,178.3822,0.14745106,-0.05689478,1.50593090,-0.00956255,1.57079637,0.14793158,0.32061863,-0.07766701,-0.09066607,-0.01123526,0.00002264,0.32164205
7,1.277120,1787109702.762903,3212,50000,0,3212,38,1817,0.011831,0.223355,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.473922,0.777178,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.444938,,0,1.000000,SAFE,1,current,50000,168.6833,0.21766812,-0.07074159,1.48978794,-0.01153962,1.57079637,0.21832469,0.38357358,-0.07564071,-0.08818391,-0.01080009,0.00000000,0.38453532
8,1.444823,1787109702.931603,2949,50000,0,2949,26,1694,0.008817,0.222186,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.431669,0.703953,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.440925,,0,1.000000,SAFE,1,current,50000,177.7340,0.29089296,-0.08380344,1.47451055,-0.01336996,1.57079637,0.29171827,0.43663188,-0.07788642,-0.09109741,-0.01091416,0.00000000,0.43763806
9,1.625764,1787109703.109355,2826,50000,0,2826,19,1771,0.006723,0.223515,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.385226,0.625421,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.449107,,0,1.000000,SAFE,1,current,50000,177.7557,0.36942545,-0.09765392,1.45836031,-0.01535437,1.57079637,0.37030211,0.43402456,-0.07654729,-0.08925732,-0.01096718,0.00000000,0.43430836
