frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.097002,1786975585.599588,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,98.1915,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.198870,1786975585.697848,2548,50000,0,2548,32,1634,0.012559,0.224046,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.344105,,0,1.000000,SAFE,1,current,50000,211.4141,0.00000367,-0.00000367,1.57079637,-0.00000367,1.57079637,0.00000367,0.00003601,-0.00003601,-0.00003628,-0.00003601,0.00000000,0.00003601
2,0.389823,1786975585.909280,2563,50000,0,2563,24,1669,0.009364,0.224130,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589274,0.991329,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.364210,,0,1.000000,SAFE,1,current,50000,171.4903,0.00352864,-0.00348096,1.56729710,-0.00157358,1.57079256,0.00351397,0.01845995,-0.01821023,-0.01832533,-0.00822150,-0.00001998,0.01838311
3,0.561377,1786975586.080786,2553,50000,0,2553,21,1719,0.008226,0.223199,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582013,0.977328,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.366019,,0,1.000000,SAFE,1,current,50000,174.7493,0.01751850,-0.01454006,1.55518889,-0.00352864,1.57079256,0.01766889,0.08154771,-0.06446417,-0.07057945,-0.01139615,0.00000000,0.08250987
4,0.736424,1786975586.255552,2588,50000,0,2588,40,1694,0.015456,0.223372,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567881,0.950045,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379794,,0,1.000000,SAFE,1,current,50000,174.2781,0.04480129,-0.02802740,1.53959250,-0.00543235,1.57079256,0.04502137,0.15585941,-0.07704962,-0.08909807,-0.01087537,0.00000000,0.15625753
5,0.913890,1786975586.429847,2604,50000,0,2604,37,1750,0.014209,0.223416,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.546426,0.908295,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.403643,,0,1.000000,SAFE,1,current,50000,167.6777,0.08655079,-0.04186320,1.52341640,-0.00738374,1.57078898,0.08692493,0.23525405,-0.07796330,-0.09115067,-0.01099589,-0.00002015,0.23612215
6,1.077437,1786975586.597544,2588,50000,0,2588,45,1717,0.017388,0.222848,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.519075,0.857831,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.419153,,0,1.000000,SAFE,1,current,50000,182.2175,0.13701552,-0.05454724,1.50862694,-0.00922876,1.57078898,0.13751437,0.30856453,-0.07755604,-0.09042955,-0.01128129,0.00000000,0.30932705
7,1.262791,1786975586.779788,2415,50000,0,2415,22,1644,0.009110,0.224768,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.479848,0.787606,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458845,,0,1.000000,SAFE,1,current,50000,178.3060,0.20723993,-0.06878287,1.49195945,-0.01124251,1.57078898,0.20797719,0.37886662,-0.07680239,-0.08992250,-0.01086434,0.00000000,0.38015290
8,1.441510,1786975586.958112,2528,50000,0,2528,26,1734,0.010285,0.223475,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.435470,0.712625,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.455011,,0,1.000000,SAFE,1,current,50000,163.0361,0.28222173,-0.08224452,1.47630787,-0.01314988,1.57078528,0.28313142,0.41955096,-0.07532295,-0.08757640,-0.01067246,-0.00002068,0.42051572
9,1.604048,1786975587.121164,2404,50000,0,2404,10,1668,0.004160,0.222977,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.394336,0.640691,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.460864,,0,1.000000,SAFE,1,current,50000,150.7617,0.35415545,-0.09493957,1.46143770,-0.01495088,1.57078528,0.35510546,0.44256434,-0.07810487,-0.09148708,-0.01108047,0.00000000,0.44281242
