frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
41,7.121284,1,1,0.497505,-0.470696,0.364443,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.089386,0.108090,0.163090,0.089386,0.021727,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
42,7.295229,1,2,0.509850,-0.456691,0.367484,0.000000,0.069827,0.069827,0.143457,0.045573,0.051700,0.011226,0.107426,0.069827,0.070113,0.079538,0.017271,0.650,0.102342,0.112040,0.167040,0.102342,0.010636,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
43,7.474691,1,3,0.501111,-0.451642,0.365106,0.000000,0.064444,0.064444,0.063127,0.036702,0.052222,0.008881,0.054820,0.064444,0.010188,0.053832,0.001871,0.250,0.098860,0.114117,0.169117,0.098860,0.017676,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
44,7.655961,1,4,0.495883,-0.449660,0.355342,0.000000,0.055100,0.055100,0.036914,0.025590,0.048735,0.002470,0.043084,0.055100,-0.003040,0.039443,-0.017065,0.250,0.104719,0.118866,0.173866,0.104719,0.023009,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
45,7.854085,1,5,0.511440,-0.442928,0.365982,0.000000,0.049900,0.049900,0.073309,0.021166,0.045184,0.000637,0.042908,0.049900,0.019223,0.038303,0.002123,0.250,0.105142,0.118146,0.173146,0.105142,0.015542,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.036999,1,6,0.505865,-0.441278,0.367250,0.000000,0.042451,0.042451,0.018900,0.016266,0.039207,0.000609,0.021426,0.042451,-0.005363,0.020742,-0.000316,0.250,0.103422,0.115651,0.170651,0.103422,0.021186,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.220929,1,7,0.512085,-0.435975,0.368635,0.000000,0.038519,0.038519,0.022362,0.016462,0.034693,0.003020,0.026076,0.038519,0.014712,0.021003,0.004732,0.250,0.102287,0.115607,0.170607,0.102287,0.015057,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.382783,1,8,0.508223,-0.434874,0.369192,0.000000,0.035451,0.035451,0.049727,0.015882,0.031027,0.006468,0.032587,0.035451,0.016952,0.020312,0.019026,0.250,0.103125,0.120076,0.175076,0.103125,0.023788,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.558039,1,9,0.506876,-0.430463,0.365386,0.000000,0.030207,0.030207,0.069074,0.010954,0.027707,0.004982,0.018682,0.030207,-0.006418,0.017525,-0.000839,0.250,0.114189,0.134464,0.189464,0.114189,0.024847,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.735912,1,10,0.506220,-0.413030,0.369739,0.013020,0.033277,0.033277,0.051437,0.002199,0.033116,0.002424,0.040664,0.033277,0.000509,0.040504,0.003569,0.650,0.114427,0.137580,0.192580,0.114427,0.023177,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,8.920880,1,11,0.516562,-0.415846,0.374013,0.017827,0.035275,0.035275,0.075140,0.003526,0.034721,0.005134,0.030531,0.035275,0.006414,0.028838,0.007705,0.650,0.115101,0.136272,0.191272,0.115101,0.015629,0,0,0,0,"speed_ok,valid_streak_not_ready"
52,9.104295,1,12,0.526476,-0.401507,0.372404,0.026474,0.045614,0.045614,0.049433,0.017918,0.041324,0.007201,0.052570,0.045614,0.025140,0.045957,0.004424,0.650,0.117257,0.139620,0.194620,0.117257,0.015900,0,0,0,0,"speed_ok,valid_streak_not_ready"
53,9.298991,1,13,0.528923,-0.387166,0.359582,0.034843,0.056826,0.056826,0.113839,0.028866,0.048942,-0.000763,0.066040,0.056826,0.029755,0.058434,-0.007833,0.650,0.114144,0.142624,0.197624,0.114144,0.018628,0,0,0,0,"speed_ok,valid_streak_not_ready"
54,9.462864,1,14,0.523365,-0.376880,0.366101,0.042262,0.060120,0.060120,0.063156,0.026986,0.053099,-0.008163,0.055638,0.060120,0.023745,0.050064,-0.005038,0.650,0.113112,0.134071,0.189071,0.113112,0.019296,0,0,0,0,"speed_ok,valid_streak_not_ready"
55,9.633758,1,15,0.518306,-0.354468,0.361275,0.052280,0.074407,0.074407,0.120696,0.009945,0.072265,-0.014675,0.087679,0.074407,0.002438,0.085816,-0.017811,0.650,0.123003,0.145000,0.200000,0.123003,0.025758,0,0,0,0,"speed_ok,valid_streak_not_ready"
56,9.814559,1,16,0.519415,-0.341093,0.356755,0.059188,0.084137,0.084137,0.102098,-0.005602,0.082344,-0.016341,0.088920,0.084137,-0.009998,0.085534,-0.022155,0.650,0.118071,0.136161,0.191161,0.118071,0.029813,1,1,1,0,valid_streak_not_ready
