frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
1,0.192689,0,1,0,153,0.655889,-0.578862,0.354080,0.121066,0.187620,0.115468,0.208080,
2,0.345257,0,1,0,144,0.654959,-0.579099,0.368168,0.114792,0.156556,0.119410,0.198740,0.080887
3,0.482106,0,1,0,152,0.652091,-0.576819,0.366816,0.115700,0.169001,0.112841,0.203614,0.027954
4,0.630103,0,1,0,128,0.656224,-0.576772,0.365491,0.116308,0.170177,0.105127,0.210593,0.029129
5,0.775793,0,1,0,139,0.656949,-0.579245,0.355742,0.124787,0.189164,0.108445,0.214613,0.069948
7,1.058338,0,1,0,155,0.652615,-0.576839,0.349387,0.129217,0.222216,0.116889,0.221502,
8,1.205749,0,1,0,128,0.656397,-0.577278,0.358301,0.118561,0.182963,0.103648,0.205522,0.065036
9,1.351159,0,1,0,135,0.658726,-0.576767,0.359430,0.117965,0.174899,0.098365,0.215666,0.018173
10,1.498945,0,1,0,147,0.656197,-0.580357,0.362031,0.122156,0.174162,0.125757,0.209809,0.034913
11,1.645726,0,1,0,135,0.656051,-0.577634,0.363498,0.117455,0.177522,0.113045,0.208653,0.020990
12,1.788459,0,1,0,142,0.657571,-0.577420,0.361258,0.118285,0.179475,0.112742,0.202602,0.018712
13,1.952587,0,1,0,144,0.651707,-0.579458,0.360206,0.123924,0.200364,0.128889,0.221622,0.040555
15,2.229883,0,1,0,151,0.648109,-0.572976,0.353905,0.120457,0.194909,0.093667,0.227471,
17,2.509664,0,1,0,129,0.655970,-0.577334,0.359527,0.115964,0.175507,0.103247,0.212293,
18,2.656161,0,1,0,150,0.655036,-0.580012,0.366676,0.116724,0.183673,0.125409,0.204250,0.050624
19,2.803948,0,1,0,137,0.658892,-0.577162,0.365477,0.115477,0.165449,0.108199,0.205245,0.034050
20,2.963090,0,1,0,143,0.653146,-0.580125,0.361206,0.123841,0.181301,0.131395,0.214279,0.048765
21,3.115421,0,1,0,135,0.657259,-0.578607,0.364521,0.115497,0.175407,0.120906,0.198128,0.036836
22,3.265121,0,1,0,136,0.657018,-0.579128,0.366058,0.117344,0.176843,0.116243,0.200219,0.010752
23,3.402868,0,1,0,148,0.648333,-0.577241,0.362717,0.123946,0.197812,0.113253,0.213127,0.069016
24,3.546760,0,1,0,152,0.660819,-0.578463,0.358864,0.119718,0.203527,0.131271,0.211657,0.091232
25,3.693164,0,1,0,155,0.652908,-0.575794,0.355817,0.120664,0.200976,0.090677,0.218346,0.060382
26,3.842927,0,1,0,143,0.651944,-0.575293,0.353090,0.119052,0.187281,0.101085,0.215685,0.019522
