frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919277.859854,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,102.3313,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919277.962259,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,93.7046,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919278.056034,2675,50000,2254,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,147.3746,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919278.203439,2711,50000,2259,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,114.7856,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919278.318290,2642,50000,2204,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,118.4337,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919278.436753,2708,50000,2313,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.3324,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785919278.565117,2567,50000,2185,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.4111,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919278.692579,2670,50000,2232,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.6525,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919278.830262,2702,50000,2309,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.1570,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919278.961450,2571,50000,2173,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,113.7918,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919279.075305,2659,50000,2238,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.5618,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919279.206910,2645,50000,2231,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.7486,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785919279.340690,2670,50000,2265,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.5327,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
13,pre_empty,1785919279.468254,2635,50000,2220,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.5289,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
14,pre_empty,1785919279.600829,2776,50000,2384,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.7027,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
15,pre_empty,1785919279.732563,2740,50000,2299,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,116.2695,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
16,pre_empty,1785919279.848896,2649,50000,2211,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,126.3950,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
17,pre_empty,1785919279.975335,2658,50000,2247,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.6006,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
18,pre_empty,1785919280.100966,2693,50000,2265,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.2903,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
19,pre_empty,1785919280.233287,2618,50000,2220,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.9719,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
20,pre_empty,1785919280.361309,2620,50000,2268,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.3802,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
21,pre_empty,1785919280.492733,2665,50000,2270,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.1981,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
22,pre_empty,1785919280.623961,2727,50000,2280,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.6388,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
23,pre_empty,1785919280.749645,2636,50000,2257,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.0840,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
24,obstacle,1785919288.277731,2610,50000,2205,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.4276,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
25,obstacle,1785919288.413183,2624,50000,2193,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.9520,0.01449971,0.00617329,1.57995534,0.00561942,1.57080007,-0.00811735
26,obstacle,1785919288.543166,2782,50000,2152,1,0,0,0.049606,right_link,0,202,0.527361,-0.010023,0.370823,,,,,STOP,SAFE,,,130.9569,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
27,obstacle,1785919288.674162,2909,50000,2306,1,0,0,0.050012,right_link,0,210,0.523830,-0.004107,0.377734,,,,,SLOW,SAFE,,,133.8274,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
28,obstacle,1785919288.808026,2840,50000,2208,1,1,1,0.048435,right_link,0,194,0.518584,-0.009503,0.376271,-0.056379,right_link,1,0.000,STOP,STOP,0.000000,0.000000,131.4574,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
