frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
68,10.245237,0,1,1,49,0.701624,-0.481672,0.349319,0.096467,0.113101,0.041509,0.185191,
69,10.401496,0,1,0,107,0.688210,-0.470213,0.380423,0.102031,0.142612,0.054651,0.195669,0.228538
70,10.577230,0,1,0,106,0.687873,-0.458646,0.383401,0.101786,0.141433,0.067331,0.183183,0.068349
71,10.742186,0,1,0,115,0.692783,-0.460113,0.385089,0.104068,0.135426,0.089862,0.197506,0.031985
72,10.930727,0,1,0,136,0.689940,-0.451581,0.376797,0.106513,0.155972,0.094709,0.196789,0.065499
73,11.099815,0,1,0,147,0.683345,-0.448867,0.388091,0.105371,0.148360,0.093861,0.191671,0.078978
74,11.277526,0,1,0,149,0.693354,-0.444310,0.387328,0.109106,0.144785,0.111712,0.194758,0.062001
75,11.453942,0,1,0,157,0.694984,-0.437101,0.386582,0.110374,0.135862,0.110434,0.184323,0.042045
76,11.656839,0,1,0,133,0.703709,-0.438373,0.392316,0.113325,0.135253,0.135741,0.190499,0.053636
77,11.825748,0,1,0,182,0.693620,-0.415898,0.385739,0.114858,0.135937,0.154727,0.191776,0.145171
78,11.994584,0,1,0,210,0.696087,-0.414446,0.391673,0.122313,0.151611,0.173192,0.195274,0.039766
79,12.175437,0,1,0,223,0.693057,-0.404564,0.390931,0.121225,0.174299,0.173517,0.193838,0.056125
80,12.347512,0,1,0,232,0.696659,-0.395396,0.392482,0.123104,0.143238,0.198666,0.196298,0.058969
81,12.521383,0,1,0,229,0.696560,-0.370352,0.382595,0.123190,0.133061,0.216241,0.195429,0.154214
82,12.693152,0,1,0,252,0.690401,-0.357660,0.393351,0.124912,0.156770,0.203086,0.192442,0.101127
83,12.869327,0,1,0,231,0.693365,-0.360387,0.388730,0.125834,0.191411,0.228476,0.187465,0.035012
84,13.044309,0,1,0,257,0.695664,-0.339836,0.384512,0.125628,0.164368,0.220587,0.195343,0.120915
85,13.222362,0,1,0,220,0.694798,-0.325555,0.386345,0.125557,0.144869,0.199596,0.195132,0.081515
86,13.393254,0,1,0,230,0.691475,-0.324201,0.388127,0.127210,0.159144,0.203448,0.198302,0.023628
87,13.571554,0,1,0,241,0.697407,-0.323545,0.376649,0.134959,0.150095,0.286335,0.193864,0.075382
88,13.766203,0,1,0,248,0.691271,-0.300326,0.386518,0.123643,0.151223,0.205408,0.194456,0.127636
89,13.935362,0,1,0,223,0.691674,-0.298247,0.391601,0.122603,0.167101,0.186387,0.199394,0.032975
90,14.125439,0,1,0,232,0.693966,-0.288268,0.384006,0.122599,0.150671,0.193121,0.198052,0.069389
91,14.302597,0,1,0,232,0.691478,-0.279756,0.383188,0.126724,0.158136,0.232779,0.194728,0.049483
92,14.475102,0,1,0,203,0.695620,-0.276569,0.376839,0.124555,0.145147,0.200788,0.192404,0.045830
93,14.656329,0,1,0,224,0.689894,-0.268156,0.389202,0.120635,0.153822,0.181272,0.194876,0.089980
94,14.831886,0,1,0,239,0.692837,-0.261274,0.389928,0.118718,0.139693,0.189633,0.192763,0.042858
95,15.011278,0,1,0,216,0.694146,-0.248699,0.386585,0.122207,0.141913,0.191330,0.190894,0.072066
96,15.183854,0,1,0,213,0.693388,-0.247706,0.388842,0.122737,0.151250,0.192746,0.197160,0.014922
97,15.370590,0,1,0,223,0.691112,-0.243749,0.386529,0.123439,0.153514,0.219342,0.186093,0.028889
98,15.543177,0,1,0,224,0.697162,-0.233948,0.384422,0.123072,0.173966,0.213745,0.192165,0.065133
99,15.719485,0,1,0,235,0.692665,-0.223272,0.388593,0.126883,0.158381,0.217127,0.192933,0.071605
100,15.897134,0,1,0,209,0.691264,-0.213010,0.384962,0.124430,0.154290,0.233141,0.195522,0.058988
101,16.065529,0,1,0,206,0.692970,-0.206763,0.388913,0.121730,0.138825,0.211830,0.188684,0.046522
102,16.259630,0,1,0,221,0.694976,-0.197141,0.382355,0.126470,0.138203,0.235327,0.190601,0.063066
103,16.424971,0,1,0,210,0.694834,-0.187320,0.374018,0.124739,0.118473,0.217340,0.195001,0.073700
104,16.598860,0,1,0,215,0.695580,-0.178759,0.386895,0.123378,0.150190,0.216887,0.192536,0.088573
105,16.789159,0,1,0,215,0.694591,-0.172344,0.373964,0.128964,0.147063,0.246150,0.189895,0.076650
106,16.965956,0,1,0,241,0.690166,-0.169220,0.387086,0.129441,0.156827,0.234890,0.192599,0.080798
107,17.144283,0,1,0,204,0.695131,-0.165830,0.380101,0.126995,0.147992,0.234814,0.189800,0.050459
108,17.322135,0,1,0,210,0.693852,-0.162994,0.379040,0.124561,0.150378,0.222876,0.192722,0.018693
109,17.500990,0,1,0,208,0.695049,-0.154141,0.380744,0.121968,0.132622,0.210234,0.187397,0.051216
110,17.677162,0,1,0,215,0.690029,-0.152399,0.384255,0.127024,0.149401,0.252815,0.188115,0.035889
111,17.860317,0,1,0,217,0.692209,-0.132370,0.391295,0.128319,0.131145,0.268317,0.196986,0.116375
112,18.055302,0,1,0,226,0.691954,-0.132875,0.390455,0.129812,0.148880,0.260118,0.192084,0.005225
113,18.230359,0,1,0,184,0.695180,-0.122792,0.376927,0.124992,0.130969,0.255661,0.195351,0.098764
114,18.384599,0,1,0,205,0.692297,-0.100365,0.392920,0.121872,0.143800,0.182379,0.194330,0.175587
115,18.562784,0,1,0,210,0.692780,-0.101088,0.389203,0.124846,0.138935,0.230392,0.194156,0.021822
116,18.753440,0,1,0,210,0.695797,-0.095230,0.376401,0.124862,0.138042,0.225974,0.195527,0.075398
