frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.122224,1786961806.053597,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,123.2337,0.00000000,0.00000000,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.220035,1786961806.176850,2459,50000,0,2459,26,1666,0.010573,0.222971,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590992,0.994828,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.368190,,0,1.000000,SAFE,1,current,50000,195.5458,0.00001834,-0.00001467,1.57079637,-0.00001834,1.57079637,0.00001467,0.00018751,-0.00015000,0.00000000,-0.00018751,0.00000000,0.00015000
2,0.413217,1786961806.372414,2386,50000,0,2386,21,1625,0.008801,0.223757,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588642,0.990313,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.369312,,0,1.000000,SAFE,1,current,50000,191.1824,0.00453368,-0.00449333,1.56629932,-0.00177533,1.57079256,0.00453001,0.02337354,-0.02318366,-0.02327885,-0.00909498,-0.00001975,0.02337354
3,0.588282,1786961806.563612,2330,50000,0,2330,27,1611,0.011588,0.223860,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.580422,0.973575,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.375223,,0,1.000000,SAFE,1,current,50000,162.0105,0.02127089,-0.01686192,1.55261028,-0.00386243,1.57079637,0.02140661,0.09560576,-0.07065146,-0.07819410,-0.01192191,0.00002179,0.09640195
4,0.753399,1786961806.725639,2428,50000,0,2428,24,1668,0.009885,0.224858,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.566338,0.946098,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.382545,,0,1.000000,SAFE,1,current,50000,160.5211,0.04874809,-0.02958631,1.53778410,-0.00564143,1.57079637,0.04899752,0.16641004,-0.07706265,-0.08979171,-0.01077411,0.00000000,0.16709869
5,0.911828,1786961806.886177,2347,50000,0,2347,21,1670,0.008948,0.223457,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.547143,0.909642,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.400165,,0,1.000000,SAFE,1,current,50000,170.4267,0.08520462,-0.04148906,1.52384186,-0.00732872,1.57079637,0.08556408,0.23011271,-0.07512987,-0.08800309,-0.01065015,0.00000000,0.23080725
6,1.091849,1786961807.056636,2422,50000,0,2422,32,1720,0.013212,0.223179,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.517185,0.854401,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.431523,,0,1.000000,SAFE,1,current,50000,166.8720,0.14044513,-0.05535788,1.50770986,-0.00934247,1.57079637,0.14095865,0.30685598,-0.07704001,-0.08961178,-0.01118618,0.00000000,0.30771178
7,1.249073,1786961807.223524,2273,50000,0,2273,30,1657,0.013198,0.223710,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.483342,0.793783,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458714,,0,1.000000,SAFE,1,current,50000,179.3235,0.20106295,-0.06766044,1.49328732,-0.01109578,1.57079637,0.20175621,0.38555092,-0.07824868,-0.09173246,-0.01115173,0.00000000,0.38669411
8,1.430373,1786961807.402864,2401,50000,0,2401,16,1701,0.006664,0.223880,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.439261,0.716971,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.510902,,0,1.000000,SAFE,1,current,50000,162.2119,0.27787513,-0.08150358,1.47720289,-0.01304351,1.57079637,0.27877378,0.42367405,-0.07635482,-0.08871714,-0.01074309,0.00000000,0.42480696
9,1.593999,1786961807.565094,2246,50000,0,2246,23,1622,0.010240,0.224119,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.396922,0.645045,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.513309,,0,1.000000,SAFE,1,current,50000,178.0999,0.34980148,-0.09420230,1.46232176,-0.01484818,1.57079256,0.35073686,0.43957895,-0.07760839,-0.09094626,-0.01102927,-0.00002331,0.43980334
