frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.093018,1787040466.519582,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,94.1683,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.200602,1787040466.613792,2618,50000,0,2618,30,1670,0.011459,0.224688,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.374230,,0,1.000000,SAFE,1,current,50000,214.6745,0.00000367,0.00000734,1.57080007,-0.00000367,1.57079637,0.00000000,0.00003409,0.00006819,0.00000000,-0.00003409,0.00000000,0.00000000
2,0.396713,1787040466.828493,2497,50000,0,2497,42,1728,0.016820,0.222853,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589153,0.991097,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376357,,0,1.000000,SAFE,1,current,50000,187.2972,0.00377440,-0.00374506,1.56709158,-0.00159559,1.57079637,0.00374506,0.01922752,-0.01913400,-0.01891010,-0.00811746,0.00000000,0.01909660
3,0.580884,1787040467.015817,2371,50000,0,2371,22,1578,0.009279,0.224413,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581061,0.974841,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385963,,0,1.000000,SAFE,1,current,50000,159.6933,0.02000543,-0.01609898,1.55351627,-0.00375239,1.57079637,0.02013014,0.08813042,-0.06707871,-0.07371058,-0.01171089,0.00000000,0.08896691
4,0.734686,1787040467.175526,2523,50000,0,2523,23,1640,0.009116,0.225507,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.568860,0.950966,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.393851,,0,1.000000,SAFE,1,current,50000,159.9032,0.04388062,-0.02764226,1.54006934,-0.00538100,1.57079637,0.04404201,0.15523298,-0.07505272,-0.08742993,-0.01058894,0.00000000,0.15547149
5,0.897390,1787040467.335447,2612,50000,0,2612,28,1721,0.010720,0.225548,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549233,0.913563,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.418087,,0,1.000000,SAFE,1,current,50000,161.9808,0.08128350,-0.04032630,1.52520275,-0.00716733,1.57079637,0.08156594,0.22988297,-0.07795777,-0.09137199,-0.01097901,0.00000000,0.23062692
6,1.067391,1787040467.497444,2480,50000,0,2480,27,1660,0.010887,0.224604,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.521817,0.866143,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.435082,,0,1.000000,SAFE,1,current,50000,175.0441,0.12870377,-0.05263254,1.51087546,-0.00894632,1.57079637,0.12908891,0.27894161,-0.07238932,-0.08427781,-0.01046463,0.00000000,0.27954572
7,1.234524,1787040467.672506,2448,50000,0,2448,23,1696,0.009395,0.223835,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.487874,0.801802,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.475226,,0,1.000000,SAFE,1,current,50000,167.7775,0.19304465,-0.06610154,1.49513221,-0.01088671,1.57079637,0.19365354,0.38496646,-0.08058817,-0.09419557,-0.01160978,0.00000000,0.38630524
8,1.403910,1787040467.840300,2454,50000,0,2454,11,1674,0.004482,0.224634,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.446769,0.729894,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.481730,,0,1.000000,SAFE,1,current,50000,144.1455,0.26495266,-0.07917805,1.47990263,-0.01271705,1.57079637,0.26567528,0.42452249,-0.07719966,-0.08991071,-0.01080579,0.00000000,0.42519389
9,1.545338,1787040467.984463,2406,50000,0,2406,9,1681,0.003741,0.224164,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.411097,0.668942,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.479168,,0,1.000000,SAFE,1,current,50000,156.5751,0.32590431,-0.08993638,1.46729195,-0.01425396,1.57079637,0.32674426,0.43097147,-0.07606906,-0.08916642,-0.01086700,0.00000000,0.43180108
