frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
36,6.116403,1,1,0.524498,-0.465861,0.362406,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.097188,0.108925,0.163925,0.097188,0.014867,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.297373,1,2,0.513564,-0.466917,0.366016,0.000000,0.041843,0.041843,0.049140,-0.039567,-0.003820,0.013065,0.064374,0.041843,-0.060873,-0.005878,0.020100,0.650,0.098487,0.108861,0.163861,0.098487,0.023038,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.477817,1,3,0.534515,-0.451385,0.369200,0.010384,0.030354,0.030354,0.081435,0.004275,0.024867,0.016875,0.052563,0.030354,0.027903,0.040324,0.018927,0.650,0.092769,0.109421,0.164421,0.092769,0.017646,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.657043,1,4,0.518346,-0.434744,0.361993,0.018446,0.048398,0.048398,0.091898,0.002301,0.047898,0.006547,0.058413,0.048398,-0.011328,0.057299,-0.000760,0.650,0.109204,0.124573,0.179573,0.109204,0.026859,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,6.846720,1,5,0.546717,-0.440866,0.375803,0.023368,0.050637,0.050637,0.098165,0.018439,0.045991,0.010440,0.049331,0.050637,0.030424,0.034226,0.018345,0.650,0.109433,0.124791,0.179791,0.109433,0.014105,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.023004,1,6,0.544932,-0.426888,0.370232,0.030244,0.059284,0.059284,0.112813,0.033179,0.048288,0.009061,0.070217,0.059284,0.043163,0.055080,0.005801,0.650,0.105150,0.122430,0.177430,0.105150,0.017251,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.204188,1,7,0.549385,-0.429276,0.383906,0.032938,0.055629,0.055629,0.048268,0.032675,0.043398,0.011981,0.042000,0.055629,0.020522,0.030512,0.020295,0.250,0.107713,0.130882,0.185882,0.107713,0.008748,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.390867,1,8,0.539064,-0.416669,0.366845,0.031066,0.050967,0.050967,0.075998,0.030600,0.039128,0.011413,0.038274,0.050967,0.028402,0.024778,0.006651,0.250,0.115064,0.141933,0.196933,0.115064,0.020350,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.567129,1,9,0.544415,-0.401286,0.370566,0.037252,0.047400,0.047400,0.064614,0.021468,0.041743,0.006590,0.055649,0.047400,-0.003204,0.055077,-0.007288,0.250,0.115776,0.134050,0.189050,0.115776,0.013604,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.754240,1,10,0.545875,-0.402658,0.369498,0.036007,0.044700,0.044700,0.041475,0.015658,0.041770,0.002871,0.033210,0.044700,0.001291,0.033170,-0.001005,0.250,0.113625,0.132902,0.187902,0.113625,0.017405,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,7.913927,1,11,0.538587,-0.390758,0.365403,0.038888,0.048925,0.048925,0.100094,0.000156,0.047546,-0.011533,0.061572,0.048925,-0.015085,0.053809,-0.025848,0.650,0.115999,0.140873,0.195873,0.115999,0.020156,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.087588,1,12,0.547280,-0.377106,0.365273,0.044701,0.050591,0.050591,0.121341,0.004061,0.049930,-0.007068,0.058187,0.050591,0.011823,0.056929,-0.002261,0.650,0.118297,0.143639,0.198639,0.118297,0.023982,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.267155,1,13,0.551320,-0.368840,0.368915,0.046820,0.051965,0.051965,0.034339,0.007174,0.051200,-0.005242,0.047370,0.051965,0.009848,0.046275,-0.002354,0.650,0.116994,0.136798,0.191798,0.116994,0.020344,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.439265,1,14,0.535293,-0.342304,0.359774,0.057551,0.072239,0.072239,0.177573,-0.000662,0.071812,-0.007807,0.090584,0.072239,-0.015451,0.088120,-0.014197,0.650,0.117532,0.133966,0.188966,0.117532,0.029892,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.622373,1,15,0.558666,-0.321317,0.361956,0.067884,0.090063,0.090063,0.079761,0.010243,0.089182,-0.007272,0.102753,0.090063,0.028510,0.098597,-0.004894,0.650,0.109012,0.131182,0.186182,0.109012,0.015780,1,1,1,0,valid_streak_not_ready
51,8.808149,1,16,0.551850,-0.316698,0.367334,0.068052,0.092357,0.092357,0.150061,0.009647,0.091787,-0.003450,0.083746,0.092357,0.006314,0.083459,0.002846,0.650,0.114364,0.146656,0.201656,0.114364,0.033153,2,1,1,1,
52,8.970932,1,17,0.555566,-0.281871,0.367277,0.083467,0.105468,0.105468,0.073651,0.012633,0.104707,0.000442,0.123578,0.105468,0.006025,0.123409,-0.002325,0.650,0.113596,0.135361,0.190361,0.113596,0.019200,3,1,1,1,
53,9.149428,1,18,0.555217,-0.280604,0.362203,0.082032,0.102449,0.102449,0.049876,0.014689,0.101374,0.001800,0.091142,0.102449,0.027987,0.086672,0.003412,0.250,0.116013,0.144305,0.199305,0.116013,0.019643,4,1,1,1,
54,9.341826,1,19,0.563014,-0.257530,0.367502,0.083603,0.099626,0.099626,0.163915,0.012721,0.098786,0.002215,0.088590,0.099626,0.006003,0.088055,0.007656,0.250,0.113100,0.136074,0.191074,0.113100,0.016751,5,1,1,1,
55,9.559821,1,20,0.558249,-0.254143,0.368990,0.076317,0.094518,0.094518,0.018878,0.012175,0.093705,0.002211,0.083717,0.094518,0.008516,0.083254,0.002205,0.250,0.114937,0.138616,0.193616,0.114937,0.018617,6,1,1,1,
56,9.737077,1,21,0.556575,-0.232150,0.366939,0.079196,0.087028,0.087028,0.079386,0.009761,0.086443,0.002484,0.064799,0.087028,0.001315,0.064784,-0.000440,0.250,0.117095,0.137082,0.192082,0.117095,0.026695,7,1,1,1,
