frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
37,6.482541,1,1,0.521834,-0.459655,0.364935,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.102684,0.114965,0.169965,0.102684,0.024937,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.658749,1,2,0.545206,-0.462829,0.367104,0.012091,0.087327,0.087327,0.153947,0.086169,-0.011700,0.008000,0.134349,0.087327,0.132567,-0.017999,0.012307,0.650,0.101573,0.112919,0.167919,0.101573,0.024814,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.836996,1,3,0.525147,-0.442488,0.359279,0.010596,0.067030,0.067030,0.128816,0.066915,0.003365,0.001998,0.051866,0.067030,0.009351,0.048454,-0.015962,0.250,0.104774,0.119162,0.174162,0.104774,0.035213,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,7.025888,1,4,0.539707,-0.440363,0.366781,0.016401,0.056471,0.056471,0.029359,0.054851,0.013377,0.001217,0.048726,0.056471,0.033033,0.035657,0.003413,0.250,0.105288,0.121709,0.176709,0.105288,0.019411,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
41,7.211397,1,5,0.543250,-0.442089,0.370826,0.000000,0.049681,0.049681,0.024057,0.046272,0.017910,0.002523,0.038902,0.049681,0.029420,0.024132,0.008094,0.250,0.104809,0.118684,0.173684,0.104809,0.017062,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.389345,1,6,0.538117,-0.425066,0.368458,0.011715,0.042701,0.042701,0.045017,0.035294,0.023724,0.003861,0.052578,0.042701,-0.009696,0.051643,0.001851,0.250,0.106779,0.133498,0.188498,0.106779,0.024050,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.553922,1,7,0.551163,-0.419798,0.374098,0.022633,0.044714,0.044714,0.068851,0.030569,0.030057,0.012707,0.052504,0.044714,0.036361,0.031711,0.020711,0.650,0.109210,0.128627,0.183627,0.109210,0.016199,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.724257,1,8,0.569377,-0.424729,0.369920,0.029314,0.047437,0.047437,0.073505,0.035417,0.030525,0.008014,0.048043,0.047437,0.042318,0.022298,0.004476,0.650,0.110747,0.127987,0.182987,0.110747,0.012012,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.907729,1,9,0.562659,-0.418497,0.362963,0.029776,0.048099,0.048099,0.036284,0.038559,0.028626,-0.002691,0.045361,0.048099,0.027909,0.033924,-0.011307,0.650,0.113672,0.138582,0.193582,0.113672,0.018357,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.092462,1,10,0.556318,-0.401515,0.366393,0.031720,0.045720,0.045720,0.095049,0.035535,0.028457,-0.004223,0.042564,0.045720,0.025965,0.033597,-0.002946,0.250,0.117435,0.143265,0.198265,0.117435,0.022637,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.267700,1,11,0.549599,-0.380398,0.366366,0.040016,0.048139,0.048139,0.119439,0.006413,0.046982,-0.008299,0.056136,0.048139,-0.002184,0.055044,-0.010802,0.650,0.117477,0.142198,0.197198,0.117477,0.025139,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.445583,1,12,0.572066,-0.361544,0.372111,0.053578,0.075712,0.075712,0.134632,-0.000684,0.075708,-0.000135,0.087915,0.075712,0.003736,0.087783,0.003044,0.650,0.105081,0.133074,0.188074,0.105081,0.017413,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.628633,1,13,0.575266,-0.324585,0.366393,0.072414,0.109900,0.109900,0.247851,0.014480,0.108850,0.004478,0.131235,0.109900,0.017449,0.129983,0.004747,0.650,0.109741,0.140518,0.195518,0.109741,0.020656,1,1,1,0,valid_streak_not_ready
50,8.808774,1,14,0.578596,-0.281947,0.367779,0.096677,0.148168,0.148168,0.212857,0.030462,0.144981,0.002542,0.169444,0.148168,0.031035,0.166566,0.001931,0.650,0.116829,0.134865,0.189865,0.116829,0.017983,2,1,1,1,
51,8.997280,1,15,0.571288,-0.255255,0.369221,0.111013,0.171077,0.171077,0.130615,0.028343,0.168707,0.001360,0.174742,0.171077,0.029833,0.172131,0.003927,0.650,0.113257,0.134555,0.189555,0.113257,0.021159,3,1,1,1,
