frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.108134,1787147949.639597,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,109.4025,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.215566,1787147949.749055,2716,50000,0,2716,29,1703,0.010677,0.224084,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590993,0.994839,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.372532,,0,1.000000,SAFE,1,current,50000,204.9000,0.00001467,0.00000000,1.57080364,-0.00000734,1.57079637,0.00000367,0.00013657,0.00000000,0.00003329,-0.00006829,0.00000000,0.00003414
2,0.391704,1787147949.953971,2588,50000,0,2588,39,1623,0.015070,0.224802,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589445,0.991688,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.371902,,0,1.000000,SAFE,1,current,50000,178.3506,0.00318018,-0.00308848,1.56776285,-0.00141586,1.57079637,0.00315450,0.01797170,-0.01753439,-0.01726364,-0.00799668,0.00000000,0.01788841
3,0.579016,1787147950.132349,2623,50000,0,2623,28,1711,0.010675,0.223350,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581675,0.976059,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379444,,0,1.000000,SAFE,1,current,50000,168.6149,0.01878764,-0.01534336,1.55434895,-0.00363868,1.57079637,0.01886100,0.08332325,-0.06542490,-0.07161256,-0.01186695,0.00000000,0.08385196
4,0.750225,1787147950.300993,2759,50000,0,2759,30,1641,0.010874,0.224660,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567851,0.949014,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.394752,,0,1.000000,SAFE,1,current,50000,166.8823,0.04583201,-0.02841988,1.53913760,-0.00548737,1.57079637,0.04596039,0.15796100,-0.07637745,-0.08884655,-0.01079782,0.00000000,0.15828237
5,0.908410,1787147950.467894,2456,50000,0,2456,28,1594,0.011401,0.224320,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.548493,0.912173,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.414621,,0,1.000000,SAFE,1,current,50000,177.3323,0.08267368,-0.04072978,1.52473700,-0.00721501,1.57079637,0.08282407,0.23290363,-0.07782005,-0.09103692,-0.01092170,0.00000000,0.23304276
6,1.086555,1787147950.645242,2498,50000,0,2498,20,1704,0.008006,0.223962,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.519963,0.859448,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.443027,,0,1.000000,SAFE,1,current,50000,172.6280,0.13539793,-0.05418778,1.50908542,-0.00917374,1.57079637,0.13571337,0.29596113,-0.07554482,-0.08785826,-0.01099508,0.00000000,0.29688763
7,1.260703,1787147950.817888,2513,50000,0,2513,11,1628,0.004377,0.224851,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.483308,0.793721,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.476286,,0,1.000000,SAFE,1,current,50000,163.1803,0.20112532,-0.06765678,1.49329817,-0.01109578,1.57079637,0.20166451,0.37742355,-0.07734244,-0.09065440,-0.01103688,0.00000000,0.37870832
8,1.427031,1787147950.981088,2492,50000,0,2492,30,1710,0.012039,0.223312,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.443027,0.723449,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.479628,,0,1.000000,SAFE,1,current,50000,181.0359,0.27139738,-0.08035550,1.47854531,-0.01287111,1.57079637,0.27212733,0.42249054,-0.07634739,-0.08869736,-0.01067364,0.00000000,0.42363746
9,1.606848,1787147951.162144,2360,50000,0,2360,11,1681,0.004661,0.223624,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.396803,0.644832,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.480040,,0,1.000000,SAFE,1,current,50000,155.7747,0.35001424,-0.09419496,1.46231806,-0.01484451,1.57079256,0.35062680,0.43720598,-0.07696435,-0.09024335,-0.01097451,-0.00002121,0.43655314
