frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
45,7.742966,1786965042.680361,2654,50000,1,2654,235,1846,0.088546,0.226738,1,1,0,0.322261,upperArm_Link,0,0.573374,-0.410485,0.382919,,,,,predicted_track_not_dynamic,RUNNING,1,99,4,0,4.069530,0.325528,0.000409,0.000572,5.106797,124,0.028585,0.040728,0.026379,0.029246,0.010374,0.030314,0.040728,0.026054,0.011012,0.010903,0.250,0.117916,10,0.017885,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.324227,0.317533,,0,1.000000,SAFE,1,current,50000,170.1604,0.92018354,-0.13899258,1.41929579,-0.01251164,1.57079256,0.92021656,-0.02225071,0.02521898,0.03009349,0.00456025,0.00000000,-0.02205427
46,7.913977,1786965042.850540,2527,50000,1,2527,243,1759,0.096161,0.226404,1,1,0,0.289150,upperArm_Link,0,0.576540,-0.402955,0.379062,,,,,predicted_track_not_dynamic,RUNNING,1,104,5,0,4.277571,0.321436,0.000304,0.000649,5.314900,129,0.029300,0.038112,-0.009151,0.036498,-0.006059,0.067911,0.038112,-0.038766,0.052072,-0.019940,0.650,0.117464,11,0.024613,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.010612,0.320530,0.263709,,0,1.000000,SAFE,1,current,50000,200.0521,0.91647518,-0.13482571,1.42420733,-0.01175603,1.57079256,0.91646415,-0.02168503,0.02436621,0.02872075,0.00441853,0.00000000,-0.02194261
47,8.116342,1786965043.050623,2402,50000,1,2402,205,1699,0.085346,0.226004,1,1,0,0.333407,upperArm_Link,0,0.578661,-0.403610,0.386906,,,,,predicted_track_not_dynamic,RUNNING,1,108,4,0,4.443751,0.318030,0.000394,0.000393,5.480817,133,0.027855,0.033138,-0.004916,0.032336,-0.005326,0.023648,0.033138,0.015834,0.017454,0.001961,0.250,0.112782,12,0.016470,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.014830,0.316848,0.332850,,0,1.000000,SAFE,1,current,50000,179.4902,0.91203314,-0.12993255,1.42994773,-0.01090505,1.57079637,0.91201115,-0.02195061,0.02417984,0.02836659,0.00420518,0.00001885,-0.02200481
48,8.301000,1786965043.230142,2565,50000,1,2565,262,1767,0.102144,0.224593,1,1,0,0.322396,upperArm_Link,0,0.576358,-0.380856,0.384184,,,,,predicted_track_not_dynamic,RUNNING,1,113,5,0,4.649933,0.313926,0.000095,0.000180,5.688621,138,0.028112,0.043799,0.004813,0.043017,-0.006688,0.053670,0.043799,0.006373,0.052406,-0.009670,0.650,0.118959,13,0.016985,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.028945,0.312540,0.298140,,0,1.000000,SAFE,1,current,50000,184.0089,0.90787727,-0.12543555,1.43517828,-0.01015677,1.57079637,0.90789199,-0.02250575,0.02435312,0.02832554,0.00405223,0.00000000,-0.02230692
49,8.478004,1786965043.414170,2511,50000,1,2511,242,1771,0.096376,0.224089,1,1,0,0.299440,upperArm_Link,0,0.581153,-0.367766,0.373874,,,,,predicted_track_not_dynamic,RUNNING,1,117,4,0,4.816150,0.310644,0.000209,0.000260,5.855102,142,0.027426,0.063771,0.003575,0.063078,-0.008669,0.075595,0.063771,-0.006529,0.074066,-0.013650,0.650,0.119175,14,0.024939,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.040698,0.309530,0.288512,,0,1.000000,SAFE,1,current,50000,176.0787,0.90383148,-0.12111828,1.44015586,-0.00946351,1.57079637,0.90384978,-0.02285707,0.02439081,0.02812137,0.00391663,0.00000000,-0.02283687
50,8.656353,1786965043.590266,2425,50000,1,2425,186,1711,0.076701,0.225501,1,1,0,0.320196,upperArm_Link,0,0.589126,-0.362956,0.385369,,,,,predicted_track_not_dynamic,RUNNING,1,121,4,0,4.982175,0.307336,0.000493,0.000517,6.020928,146,0.026901,0.069382,0.014986,0.067742,-0.000570,0.070222,0.069382,0.035285,0.059576,0.011697,0.650,0.110245,15,0.012676,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.044140,0.305836,0.320093,,0,1.000000,SAFE,1,current,50000,174.0738,0.89984429,-0.11696975,1.44495726,-0.00881794,1.57079637,0.89984429,-0.02235609,0.02326073,0.02692129,0.00361971,0.00000000,-0.02245869
51,8.829923,1786965043.764357,2448,50000,1,2448,229,1707,0.093546,0.226776,1,1,5,0.279041,upperArm_Link,0,0.583234,-0.330931,0.381053,0.183738,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,126,5,0,5.190214,0.303118,0.000303,0.000451,6.229055,151,0.027353,0.086812,0.004816,0.086657,0.001907,0.110523,0.086812,-0.009004,0.110154,-0.000673,0.650,0.115574,16,0.019445,1,0,valid_streak_not_ready,SAFE,SAFE,0.060272,0.302033,0.250635,,0,1.000000,SAFE,1,current,50000,187.8110,0.89579844,-0.11281020,1.44971836,-0.00820538,1.57079637,0.89585352,-0.02330963,0.02396472,0.02743049,0.00352920,0.00000000,-0.02299232
52,9.027674,1786965043.952187,2398,50000,1,2398,217,1704,0.090492,0.226242,1,1,5,0.296292,upperArm_Link,0,0.588040,-0.316539,0.381638,0.180178,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,130,4,0,5.356456,0.299848,0.000408,0.000495,6.395192,155,0.026098,0.096402,0.005183,0.096159,0.004467,0.100152,0.096402,0.001911,0.100131,0.000632,0.650,0.112765,17,0.020577,1,1,,SAFE,SAFE,0.070502,0.298327,0.283911,,0,1.000000,SAFE,1,current,50000,185.2294,0.89119142,-0.10814814,1.45507371,-0.00754513,1.57079637,0.89119875,-0.02329699,0.02357531,0.02708121,0.00333876,0.00000000,-0.02353842
53,9.199760,1786965044.137434,2351,50000,1,2351,254,1755,0.108039,0.225798,1,1,5,0.290893,upperArm_Link,0,0.585187,-0.298313,0.379603,0.183051,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,134,4,0,5.522393,0.296531,0.000492,0.000495,6.560545,159,0.025673,0.095740,0.005784,0.095514,0.003148,0.080213,0.095740,0.016754,0.078354,0.003744,0.250,0.115114,18,0.023507,1,1,,SAFE,SAFE,0.070013,0.294635,0.253653,,0,1.000000,SAFE,1,current,50000,184.1159,0.88720793,-0.10420500,1.45952666,-0.00700960,1.57079637,0.88717860,-0.02314834,0.02291381,0.02587632,0.00311201,0.00000000,-0.02336135
54,9.387402,1786965044.321569,2481,50000,1,2481,236,1783,0.095123,0.224523,1,1,5,0.301860,upperArm_Link,0,0.592751,-0.280050,0.377856,0.159381,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,139,5,0,5.730123,0.292327,0.000102,0.000143,6.768938,164,0.025775,0.109933,0.003304,0.109456,-0.009676,0.134774,0.109933,-0.001406,0.133816,-0.015975,0.650,0.117330,19,0.020574,1,1,,SAFE,SAFE,0.083746,0.290942,0.300636,,0,1.000000,SAFE,1,current,50000,179.3436,0.88269627,-0.09981071,1.46440887,-0.00643005,1.57079637,0.88270360,-0.02404394,0.02341849,0.02601878,0.00308859,0.00000000,-0.02384859
55,9.564805,1786965044.500930,2408,50000,1,2408,246,1747,0.102159,0.224314,1,1,5,0.325833,upperArm_Link,0,0.592821,-0.277724,0.384269,0.179845,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,143,4,0,5.896559,0.289044,0.000303,0.000381,6.934691,168,0.025155,0.104539,0.008272,0.103895,-0.008109,0.083915,0.104539,0.022613,0.080808,-0.000606,0.250,0.114533,20,0.017977,1,1,,SAFE,SAFE,0.083330,0.287230,0.279826,,0,1.000000,SAFE,1,current,50000,188.2080,0.87855142,-0.09584557,1.46892416,-0.00592387,1.57079637,0.87856609,-0.02336400,0.02235100,0.02545214,0.00285332,0.00000000,-0.02332267
56,9.751610,1786965044.689155,2422,50000,1,2422,247,1726,0.101982,0.225938,1,1,5,0.302976,upperArm_Link,0,0.587784,-0.260013,0.378152,0.177504,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,148,5,0,6.104530,0.284842,0.000104,0.000301,7.142485,173,0.025871,0.095537,0.008095,0.094964,-0.006603,0.058319,0.095537,0.001709,0.057871,-0.007004,0.250,0.116848,21,0.021798,1,1,,SAFE,SAFE,0.075159,0.283536,0.270126,,0,1.000000,SAFE,1,current,50000,192.3270,0.87410939,-0.09167503,1.47363400,-0.00541401,1.57079637,0.87408739,-0.02377902,0.02232567,0.02521262,0.00272935,0.00000000,-0.02397525
57,9.948938,1786965044.881515,2437,50000,1,2437,229,1719,0.093968,0.226994,1,1,5,0.286888,upperArm_Link,0,0.587280,-0.263872,0.378040,0.168948,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,153,5,0,6.312146,0.280730,0.000303,0.000440,7.349843,178,0.026406,0.083168,0.003078,0.082837,-0.006735,0.058932,0.083168,-0.009177,0.057559,-0.008700,0.250,0.116150,22,0.030345,1,1,,SAFE,SAFE,0.064939,0.279843,0.255422,,0,1.000000,SAFE,1,current,50000,199.3591,0.86924195,-0.08720370,1.47863352,-0.00488948,1.57079637,0.86926031,-0.02466669,0.02265936,0.02533605,0.00265815,0.00000000,-0.02446219
58,10.147434,1786965045.080906,2292,50000,1,2292,216,1650,0.094241,0.225359,1,1,5,0.311990,upperArm_Link,0,0.594288,-0.259653,0.384151,0.190852,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,157,4,0,6.477931,0.277331,0.000297,0.000392,7.515262,182,0.025764,0.065970,0.002388,0.065745,-0.004886,0.022051,0.065970,0.011903,0.016031,0.009360,0.250,0.119048,23,0.014126,1,1,,SAFE,SAFE,0.058507,0.275529,0.285458,,0,1.000000,SAFE,1,current,50000,183.0090,0.86432678,-0.08279473,1.48348987,-0.00440163,1.57079637,0.86437082,-0.02476214,0.02221188,0.02446576,0.00245773,0.00000000,-0.02463272
59,10.329761,1786965045.263932,2381,50000,1,2381,246,1721,0.103318,0.226085,1,1,5,0.303040,upperArm_Link,0,0.591288,-0.242448,0.378754,0.162864,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,162,5,0,6.685585,0.273236,0.000201,0.000268,7.722705,187,0.026758,0.059206,0.001051,0.058793,-0.006905,0.048236,0.059206,-0.015427,0.040480,-0.021214,0.250,0.122390,24,0.031212,1,1,,SAFE,SAFE,0.059623,0.272541,0.287257,1,1,1.000000,FOLLOWING,1,current,50000,167.5911,0.85989219,-0.07885160,1.48788786,-0.00398348,1.57079637,0.85989583,-0.02432221,0.02162678,0.02412148,0.00229344,0.00000000,-0.02454385
60,10.494395,1786965045.431543,2313,50000,1,2313,218,1627,0.094250,0.225516,1,1,5,0.318313,upperArm_Link,0,0.595127,-0.227867,0.377308,0.179660,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,166,4,0,6.852089,0.269937,0.000201,0.000301,7.888622,191,0.026953,0.057514,0.003513,0.056738,-0.008735,0.048572,0.057514,0.008927,0.044834,-0.016415,0.250,0.116067,25,0.030657,1,1,,SAFE,SAFE,0.058941,0.268840,0.256068,,0,1.000000,SAFE,1,current,50000,180.8014,0.85578400,-0.07527527,1.49185300,-0.00362034,1.57079637,0.85575831,-0.02495347,0.02172287,0.02408457,0.00220571,0.00000000,-0.02513159
61,10.679958,1786965045.612363,2355,50000,1,2355,233,1708,0.098938,0.226667,1,1,5,0.313659,upperArm_Link,0,0.598271,-0.213480,0.378176,0.180182,upperArm_Link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,170,4,0,7.017725,0.266634,0.000199,0.000147,8.054891,195,0.026663,0.067104,0.007425,0.066608,-0.003338,0.077303,0.067104,0.018403,0.074045,0.012426,0.650,0.117765,26,0.023015,1,1,,SAFE,SAFE,0.062306,0.265135,0.267233,,0,1.000000,SAFE,1,current,50000,175.5049,0.85110718,-0.07131013,1.49611151,-0.00324254,1.57080007,0.85109258,-0.02520338,0.02136814,0.02294913,0.00203600,0.00001991,-0.02514363
62,10.852877,1786965045.787886,2286,50000,1,2286,204,1584,0.089239,0.226384,1,1,5,0.311211,upperArm_Link,0,0.601867,-0.197899,0.381828,0.176589,left_link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,174,4,0,7.183951,0.263242,0.000302,0.000414,8.220874,199,0.026648,0.074468,0.000510,0.074462,0.000802,0.080109,0.074468,-0.008613,0.079500,-0.004804,0.650,0.111098,27,0.022419,1,1,,SAFE,SAFE,0.065469,0.261438,0.290110,,0,1.000000,SAFE,1,current,50000,173.6442,0.84666890,-0.06761276,1.50017941,-0.00290141,1.57080007,0.84667993,-0.02566678,0.02138208,0.02352484,0.00197275,0.00000000,-0.02551856
63,11.027755,1786965045.961549,2359,50000,1,2359,206,1674,0.087325,0.225397,1,1,5,0.324290,left_link,0,0.601447,-0.194374,0.375633,0.179238,left_link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,179,5,0,7.391296,0.259140,0.000302,0.000367,8.428370,204,0.027807,0.072233,0.007596,0.071725,0.003932,0.064573,0.072233,0.033167,0.055162,0.005175,0.250,0.115159,28,0.019397,1,1,,SAFE,SAFE,0.062413,0.258337,0.288884,,0,1.000000,SAFE,1,current,50000,177.1232,0.84221590,-0.06390805,1.50419962,-0.00259330,1.57080007,0.84220493,-0.02546354,0.02118460,0.02298873,0.00176189,0.00000000,-0.02558931
64,11.201350,1786965046.138690,2366,50000,1,2366,194,1641,0.081995,0.226598,1,1,5,0.312125,wrist1_Link,0,0.604308,-0.179046,0.377486,0.159263,left_link,0.500,1,future_reference_clearance_above_threshold,RUNNING,1,183,4,0,7.557553,0.255842,0.000100,0.000279,8.594299,208,0.027870,0.071223,0.009852,0.070435,0.003816,0.075330,0.071223,0.009326,0.074055,0.010172,0.250,0.117131,29,0.025734,1,1,,SAFE,SAFE,0.063503,0.254639,0.293534,,0,1.000000,SAFE,1,current,50000,179.2568,0.83781064,-0.06039408,1.50803268,-0.00231086,1.57080007,0.83780700,-0.02537668,0.02024235,0.02208048,0.00162700,0.00000000,-0.02533445
65,11.383963,1786965046.317969,2322,50000,1,2322,204,1629,0.087855,0.226510,1,1,5,0.282334,wrist1_Link,0,0.601268,-0.162694,0.386612,0.128242,left_link,0.500,1,,RUNNING,1,187,4,0,7.722705,0.252531,0.000208,0.000161,8.759997,212,0.027591,0.070936,0.010758,0.070014,0.003762,0.075046,0.070936,0.015388,0.072702,0.010470,0.250,0.116055,30,0.017211,1,1,,SAFE,WARNING,0.068828,0.250940,0.266400,,0,1.000000,SAFE,1,current,50000,189.1276,0.83297247,-0.05657199,1.51212990,-0.00201742,1.57080007,0.83302385,-0.02649401,0.02092991,0.02243656,0.00160690,0.00000000,-0.02619274
