frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.089935,1786672863.088714,0,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,90.8724,0.00000000,0.00000000,1.57080007,0.00000000,1.57079256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.187847,1786672863.179623,2635,50000,1,0,0,0.339789,left_link,0,0.655520,-0.589907,0.350661,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,0.000000,0.000000,0.000000,0.000000,0.119217,1,0.031211,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.349316,,0,1.000000,SAFE,1,current,50000,172.2165,0.00000000,0.00001100,1.57080364,0.00000000,1.57079637,0.00000000,0.00000000,0.00011239,0.00003653,0.00000000,0.00003896,0.00000000
2,0.342381,1786672863.351855,2698,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.7612,0.00000000,-0.00183035,1.56914937,-0.00135350,1.57079256,0.00000000,0.00000000,-0.01191553,-0.01070490,-0.00875863,-0.00002469,0.00000000
3,0.473845,1786672863.481643,2582,50000,1,0,0,0.343403,left_link,0,0.652790,-0.590730,0.351818,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,0.047589,-0.032391,-0.025050,0.024249,0.120391,2,0.036544,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.351785,,0,1.000000,SAFE,1,current,50000,155.8937,0.00000000,-0.00899767,1.56176925,-0.00392479,1.57079637,0.00000000,0.00000000,-0.05451946,-0.05613817,-0.01955892,0.00002902,0.00000000
4,0.629330,1786672863.637553,2662,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.6613,0.00000000,-0.02690865,1.54386938,-0.00677485,1.57079256,0.00000000,0.00000000,-0.11519378,-0.11512232,-0.01833004,-0.00002453,0.00000000
5,0.761327,1786672863.769230,2690,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590999,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.6568,-0.00000367,-0.05010526,1.51983643,-0.00929845,1.57079637,0.00000000,-0.00002779,-0.17573656,-0.18207266,-0.01911872,0.00002890,0.00000000
6,0.895492,1786672863.899901,2642,50000,1,1,0,0.332020,left_link,0,0.652880,-0.587593,0.355593,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,0.013380,-0.003978,0.003756,0.012210,0.111875,3,0.031354,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.341988,,0,1.000000,SAFE,1,current,50000,148.7806,0.00000000,-0.07598320,1.48968518,-0.01171935,1.57079637,0.00000000,0.00002734,-0.19288126,-0.22473242,-0.01804417,0.00000000,0.00000000
7,1.043746,1786672864.048698,2600,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.4483,0.00000000,-0.10540812,1.45111227,-0.01435299,1.57079637,0.00000000,0.00000000,-0.19847651,-0.26018130,-0.01776440,0.00000000,0.00000000
8,1.168317,1786672864.179162,2633,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,120.3410,0.00000000,-0.13182159,1.41637599,-0.01681057,1.57079637,0.00000000,0.00000000,-0.21203563,-0.27884749,-0.01972837,0.00000000,0.00000000
9,1.290075,1786672864.299547,2676,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.7897,0.00000000,-0.15598290,1.38750136,-0.01899305,1.57079637,0.00000000,0.00000000,-0.19843607,-0.23714648,-0.01792461,0.00000000,0.00000000
10,1.416961,1786672864.428337,2629,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,124.3826,0.00000000,-0.17948028,1.36272740,-0.02136260,1.57079637,0.00000000,0.00000000,-0.18518612,-0.19524692,-0.01867471,0.00000000,0.00000000
11,1.541572,1786672864.552745,2697,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.6604,0.00000000,-0.19622116,1.34603059,-0.02373581,1.57079637,0.00000000,0.00000000,-0.13434407,-0.13399047,-0.01904484,0.00000000,0.00000000
12,1.677398,1786672864.682421,2704,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.5804,0.00000000,-0.20654298,1.33571970,-0.02615671,1.57079637,0.00000000,0.00000000,-0.07599306,-0.07591253,-0.01782354,0.00000000,0.00000000
13,1.798795,1786672864.811017,2663,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.0334,0.00000000,-0.20976719,1.33246255,-0.02816312,1.57079637,0.00000000,0.00000000,-0.02655922,-0.02683061,-0.01652769,0.00000000,0.00000000
14,1.929894,1786672864.941066,2502,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.8857,0.00000000,-0.21020369,1.33208466,-0.02858127,1.57079637,0.00000000,0.00000000,-0.00332955,-0.00288251,-0.00318960,0.00000000,0.00000000
15,2.069053,1786672865.070979,2670,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,139.1853,0.00000000,-0.21022204,1.33204079,-0.02858494,1.57079637,0.00000000,0.00000000,-0.00013182,-0.00031524,-0.00002637,0.00000000,0.00000000
16,2.196403,1786672865.210179,2725,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590340,0.868860,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.2482,0.00111875,-0.21142147,1.33080459,-0.02980273,1.57079637,0.00099404,0.00878487,-0.00941849,-0.00970715,-0.00956256,0.00000000,0.00780558
17,2.330300,1786672865.339454,2522,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.586816,0.862757,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.4894,0.00707563,-0.21704088,1.32493937,-0.03326901,1.57079637,0.00711231,0.04448852,-0.04196814,-0.04380395,-0.02588771,0.00000000,0.04569387
18,2.459339,1786672865.469959,2546,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.579057,0.849809,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.6904,0.02002377,-0.22638336,1.31323469,-0.03720848,1.57079637,0.02007512,0.10034289,-0.07240046,-0.09070661,-0.03052925,0.00000000,0.10045661
19,2.589319,1786672865.598680,2767,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.566810,0.829708,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.5512,0.04012456,-0.23646677,1.29884875,-0.04112226,1.57079637,0.04020892,0.15464526,-0.07757660,-0.11067808,-0.03011068,0.00000000,0.15489922
20,2.716847,1786672865.728246,2703,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.549856,0.802366,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.4531,0.06746604,-0.24655384,1.28425741,-0.04502505,1.57079637,0.06765678,0.21439546,-0.07909677,-0.11441651,-0.03060330,0.00000000,0.21522963
21,2.848952,1786672865.858716,2486,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.527998,0.767759,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.0040,0.10207389,-0.25660789,1.26955950,-0.04896084,1.57079637,0.10237100,0.26197163,-0.07610633,-0.11125901,-0.02979283,0.00000000,0.26277684
