frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927951.018952,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,158.2052,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927951.177207,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,111.1832,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927951.288461,2726,50000,2334,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,170.9520,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927951.459457,2710,50000,2321,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.0053,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927951.599492,2719,50000,2321,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.4401,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927951.738963,2643,50000,2241,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.4515,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927951.874444,2624,50000,2232,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,142.8480,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927952.017338,2649,50000,2275,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.9616,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927952.157332,2679,50000,2306,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.4501,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927952.295838,2661,50000,2279,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.5745,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927952.431442,2554,50000,2139,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.5848,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
11,pre_empty,1785927952.561059,2747,50000,2298,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.7017,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
12,pre_empty,1785927952.696792,2722,50000,2344,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.6813,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
13,pre_empty,1785927952.833504,2667,50000,2268,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.0239,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
14,pre_empty,1785927952.960560,2737,50000,2305,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.1443,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
