frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.105795,1786963827.283589,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,106.8629,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.221880,1786963827.390504,2514,50000,0,2514,29,1714,0.011535,0.223873,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590988,0.994821,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.329540,,0,1.000000,SAFE,1,current,50000,202.8594,0.00002568,-0.00003301,1.57077432,-0.00002568,1.57079637,0.00002201,0.00022118,-0.00031598,-0.00022181,-0.00022118,0.00000000,0.00018959
2,0.395096,1786963827.593381,2532,50000,0,2532,18,1673,0.007109,0.225116,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589158,0.991094,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.328551,,0,1.000000,SAFE,1,current,50000,180.9235,0.00376340,-0.00374139,1.56705856,-0.00161393,1.57079637,0.00374872,0.02157836,-0.02140895,-0.02145154,-0.00916921,0.00000000,0.02151483
3,0.576912,1786963827.774321,2474,50000,0,2474,37,1657,0.014956,0.224120,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581080,0.974878,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.333822,,0,1.000000,SAFE,1,current,50000,166.9276,0.01996874,-0.01607697,1.55352724,-0.00375606,1.57079637,0.02012280,0.08913073,-0.06784668,-0.07442340,-0.01178188,0.00000000,0.09005875
4,0.737784,1786963827.941267,2364,50000,0,2364,26,1679,0.010998,0.226063,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567883,0.949077,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.349376,,0,1.000000,SAFE,1,current,50000,171.6411,0.04576965,-0.02841255,1.53915954,-0.00548737,1.57079637,0.04600441,0.16038141,-0.07667937,-0.08931127,-0.01076202,0.00000000,0.16088303
5,0.913611,1786963828.112927,2526,50000,0,2526,35,1687,0.013856,0.224971,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.546426,0.908295,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.371182,,0,1.000000,SAFE,1,current,50000,177.6707,0.08655079,-0.04185220,1.52343476,-0.00738374,1.57079637,0.08691393,0.23193943,-0.07643697,-0.08943342,-0.01078545,0.00000000,0.23266963
6,1.095377,1786963828.290615,2428,50000,0,2428,27,1766,0.011120,0.225070,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.516231,0.852666,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.397902,,0,1.000000,SAFE,1,current,50000,165.5994,0.14218010,-0.05572468,1.50728810,-0.00939382,1.57079637,0.14270830,0.30604893,-0.07632050,-0.08883209,-0.01105861,0.00000000,0.30695702
7,1.251616,1786963828.456235,2219,50000,0,2219,17,1658,0.007661,0.225784,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.482184,0.791733,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.428197,,0,1.000000,SAFE,1,current,50000,170.4606,0.20311339,-0.06802724,1.49286175,-0.01113980,1.57079637,0.20381765,0.38999973,-0.07874178,-0.09233496,-0.01117504,0.00000000,0.39112658
8,1.426106,1786963828.626712,2285,50000,0,2285,56,1660,0.024508,0.224373,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.439265,0.716971,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.469164,,0,1.000000,SAFE,1,current,50000,171.9714,0.27787513,-0.08147424,1.47722495,-0.01304718,1.57079637,0.27877012,0.42845814,-0.07706448,-0.08961423,-0.01093113,0.00000000,0.42955124
9,1.603940,1786963828.798702,2395,50000,0,2395,27,1758,0.011273,0.222356,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.394336,0.640691,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.469411,,0,1.000000,SAFE,1,current,50000,186.6118,0.35415545,-0.09494324,1.46146345,-0.01496189,1.57079256,0.35510179,0.42894093,-0.07573915,-0.08863033,-0.01076684,-0.00002145,0.42922968
