frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.172840,1786362066.545763,0,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,173.7827,0.00000000,0.00001100,1.57080734,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.260497,1786362066.719583,2795,50000,1,0,0,0.350800,left_link,0,0.618563,-0.622225,0.346131,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,0.364367,,0,1.000000,SAFE,1,current,50000,208.0377,0.00000000,-0.00013205,1.57074130,-0.00006236,1.57079637,0.00000000,0.00000000,-0.00163197,-0.00075342,-0.00071137,0.00000000,0.00000000
2,0.459544,1786362066.927640,2699,50000,1,0,0,0.348175,left_link,0,0.621185,-0.619396,0.360135,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,0.360733,,0,1.000000,SAFE,1,current,50000,157.2379,0.00000000,-0.00673083,1.56406188,-0.00333791,1.57079637,0.00000000,0.00000000,-0.03315188,-0.03355698,-0.01645616,0.00000000,0.00000000
3,0.619914,1786362067.084908,2654,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.5907,0.00000000,-0.02328097,1.54744565,-0.00629800,1.57079637,0.00000000,0.00000000,-0.10319985,-0.10361192,-0.01845795,0.00000000,0.00000000
4,0.758812,1786362067.215515,2805,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.2424,0.00000000,-0.04630152,1.52382362,-0.00891698,1.57079637,0.00000000,0.00000000,-0.16573677,-0.17006721,-0.01885533,0.00000000,0.00000000
5,0.883255,1786362067.346786,2712,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,122.4260,0.00000000,-0.07088464,1.49595022,-0.01126818,1.57079256,0.00000000,0.00000000,-0.19754549,-0.22398549,-0.01889386,-0.00003065,0.00000000
6,1.001374,1786362067.469229,2748,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.2463,0.00000000,-0.09418762,1.46599710,-0.01334429,1.57079637,0.00000000,0.00000000,-0.19728327,-0.25358345,-0.01757632,0.00003230,0.00000000
7,1.134765,1786362067.598505,2748,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,133.0882,0.00000000,-0.12160613,1.42940855,-0.01585322,1.57079637,0.00000000,0.00000000,-0.20555055,-0.27429634,-0.01880890,0.00000000,0.00000000
8,1.269053,1786362067.731629,2657,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,133.7962,0.00000000,-0.14897329,1.39527392,-0.01837315,1.57079637,0.00000000,0.00000000,-0.20379494,-0.25419028,-0.01876520,0.00000000,0.00000000
9,1.400662,1786362067.865440,2658,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.4740,0.00000000,-0.17360410,1.36864030,-0.02070969,1.57079637,0.00000000,0.00000000,-0.18715158,-0.20236943,-0.01775363,0.00000000,0.00000000
10,1.529646,1786362067.996932,2749,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.2674,0.00000000,-0.19282456,1.34940886,-0.02319661,1.57079637,0.00000000,0.00000000,-0.14901323,-0.14909837,-0.01928072,0.00000000,0.00000000
11,1.662391,1786362068.127228,2632,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869851,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,132.0806,0.00000000,-0.20494007,1.33726764,-0.02561384,1.57079637,0.00000367,0.00000000,-0.09126970,-0.09146345,-0.01820971,0.00000000,0.00002763
12,1.791036,1786362068.259336,2707,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.6509,0.00000000,-0.20941871,1.33276701,-0.02783666,1.57079637,0.00000000,0.00000000,-0.03481393,-0.03498478,-0.01727870,0.00000000,-0.00002851
13,1.923632,1786362068.388004,2695,50000,2,0,0,0.340874,left_link,0,0.623161,-0.617377,0.364450,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,0.352541,,0,1.000000,SAFE,1,current,50000,158.7796,0.00000000,-0.21020001,1.33210683,-0.02857394,1.57079637,0.00000000,0.00000000,-0.00589231,-0.00497889,-0.00556030,0.00000000,0.00000000
14,2.095849,1786362068.546813,2608,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590993,0.869851,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,138.7309,0.00000734,-0.21022569,1.33204079,-0.02858494,1.57079637,0.00000367,0.00004260,-0.00014908,-0.00038348,-0.00006390,0.00000000,0.00002130
15,2.223738,1786362068.685572,2744,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590126,0.868398,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.7656,0.00148188,-0.21163788,1.33054781,-0.03003015,1.57079256,0.00145621,0.01152987,-0.01104234,-0.01167397,-0.01130042,-0.00002983,0.01135778
16,2.347662,1786362068.815366,2692,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.586568,0.862339,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,111.6566,0.00749378,-0.21732700,1.32456899,-0.03342674,1.57079637,0.00755247,0.04851303,-0.04590833,-0.04824613,-0.02740882,0.00003078,0.04919381
17,2.464559,1786362068.927046,2674,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.579810,0.851056,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.2545,0.01877664,-0.22559106,1.31429112,-0.03690770,1.57079637,0.01887200,0.09651971,-0.07069533,-0.08792249,-0.02977800,0.00000000,0.09683348
18,2.594121,1786362069.058318,2718,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.567901,0.831483,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,135.9358,0.03834923,-0.23566714,1.29995286,-0.04082148,1.57079637,0.03843727,0.15106752,-0.07777035,-0.11066721,-0.03020785,0.00000000,0.15101091
19,2.730336,1786362069.194271,2730,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.550556,0.803485,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,133.0711,0.06634729,-0.24613935,1.28477812,-0.04488199,1.57079637,0.06652702,0.20554325,-0.07688003,-0.11140296,-0.02980958,0.00000000,0.20621644
20,2.861370,1786362069.327363,2704,50000,1,0,0,0.389233,left_link,0,0.620740,-0.620631,0.355652,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.527948,0.769149,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,0.399263,,0,1.000000,SAFE,1,current,50000,147.1364,0.10068370,-0.25621176,1.27008402,-0.04880311,1.57079637,0.10096247,0.26204177,-0.07686861,-0.11213946,-0.02992443,0.00000000,0.26279755
21,3.007838,1786362069.474518,2649,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.497576,0.720518,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,127.8614,0.14931442,-0.26785776,1.25326622,-0.05324142,1.57080007,0.14980227,0.33202145,-0.07951194,-0.11482194,-0.03030213,0.00002523,0.33344896
22,3.138479,1786362069.602396,2581,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.464914,0.670721,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.0774,0.19911157,-0.27792650,1.23858666,-0.05711854,1.57080007,0.19971313,0.38117720,-0.07707220,-0.11236608,-0.02967773,0.00000000,0.38204761
23,3.267156,1786362069.732502,2432,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.428232,0.615682,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.8096,0.25415033,-0.28800622,1.22393668,-0.06107633,1.57080364,0.25479591,0.42772867,-0.07833355,-0.11385102,-0.03075765,0.00002779,0.42807075
24,3.397307,1786362069.862339,2328,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.390024,0.559195,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,129.9486,0.31063798,-0.29810065,1.20928645,-0.06488008,1.57080734,0.31151095,0.43401404,-0.07755901,-0.11256272,-0.02922551,0.00002839,0.43576117
25,3.528204,1786362069.992316,2387,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.351211,0.502469,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.7259,0.36736399,-0.30816203,1.19466567,-0.06876452,1.57080734,0.36823332,0.43336592,-0.07686528,-0.11169741,-0.02967571,0.00000000,0.43333815
26,3.655241,1786362070.121060,2405,50000,1,0,0,0.515787,upperArm_Link,0,0.622693,-0.619977,0.355964,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.313596,0.447936,0.000000,0,,,,,,0,,SAFE,SAFE,,0.000000,0.497571,,0,1.000000,SAFE,1,current,50000,146.7994,0.42189658,-0.31785664,1.18055487,-0.07257560,1.57081103,0.42274389,0.42926397,-0.07631300,-0.11107596,-0.02999964,0.00002909,0.42909061
