frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,1786022604.043100,0,50000,0,,,,0,,,,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
1,1786022604.133412,2152,50000,1,0.260202,upperArm_Link,0,246,0.717142,-0.088102,0.422472,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
2,1786022604.291448,2130,50000,1,0.265239,upperArm_Link,0,278,0.715150,-0.085852,0.425319,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
3,1786022604.427984,2256,50000,1,0.264478,upperArm_Link,0,265,0.708919,-0.087069,0.429240,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
4,1786022604.564460,2187,50000,1,0.266469,upperArm_Link,0,248,0.714119,-0.094082,0.421241,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
5,1786022604.696938,2214,50000,1,0.252594,upperArm_Link,0,244,0.717251,-0.087659,0.417037,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
6,1786022604.828735,2325,50000,1,0.262918,upperArm_Link,0,257,0.716953,-0.086582,0.419833,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
7,1786022604.963406,2332,50000,1,0.266349,upperArm_Link,0,250,0.715832,-0.087921,0.416130,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
8,1786022605.096803,2316,50000,1,0.258880,upperArm_Link,0,252,0.716923,-0.082024,0.430687,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
9,1786022605.230971,2402,50000,1,0.256727,upperArm_Link,0,280,0.711548,-0.082723,0.430691,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
10,1786022605.364921,2346,50000,1,0.268603,upperArm_Link,0,255,0.718931,-0.081167,0.418254,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
11,1786022605.506069,2254,50000,1,0.257039,upperArm_Link,0,233,0.716110,-0.088242,0.421982,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
12,1786022605.633223,2339,50000,1,0.262020,upperArm_Link,0,250,0.715185,-0.083788,0.425393,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
13,1786022605.763256,2247,50000,1,0.268903,upperArm_Link,0,254,0.718732,-0.084537,0.422905,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
14,1786022605.893569,2346,50000,1,0.261401,upperArm_Link,0,258,0.713987,-0.084903,0.426152,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
15,1786022606.022042,2292,50000,1,0.261454,upperArm_Link,0,248,0.717168,-0.083584,0.418330,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
16,1786022606.150918,2299,50000,1,0.273161,upperArm_Link,0,266,0.717038,-0.086755,0.416185,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
17,1786022606.278523,2323,50000,1,0.252095,upperArm_Link,0,256,0.713081,-0.088060,0.425334,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
18,1786022606.429938,2361,50000,1,0.260966,upperArm_Link,0,249,0.717377,-0.087674,0.428334,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
19,1786022606.573261,2334,50000,1,0.256552,upperArm_Link,0,254,0.715655,-0.085197,0.431117,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985451
20,1786022606.709982,2448,50000,1,0.250688,upperArm_Link,0,261,0.714883,-0.080688,0.422781,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
