frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
21,1786022606.854680,2390,50000,1,0.261495,upperArm_Link,0,258,0.718410,-0.084291,0.421451,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
22,1786022606.996965,2433,50000,1,0.267229,upperArm_Link,0,265,0.714122,-0.082987,0.431961,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
23,1786022607.133271,2334,50000,1,0.258446,upperArm_Link,0,253,0.715839,-0.087856,0.424970,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
24,1786022607.265544,2442,50000,1,0.269228,upperArm_Link,0,276,0.715082,-0.087956,0.423435,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
25,1786022607.399036,2418,50000,1,0.260517,upperArm_Link,0,283,0.711411,-0.089343,0.427361,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
26,1786022607.537461,2347,50000,1,0.256298,upperArm_Link,0,254,0.716873,-0.088881,0.418463,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
27,1786022607.671148,2419,50000,1,0.253258,upperArm_Link,0,262,0.709455,-0.086252,0.438274,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
28,1786022607.796911,2402,50000,1,0.256409,upperArm_Link,0,268,0.714356,-0.087063,0.422594,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
29,1786022607.932544,2423,50000,1,0.268379,upperArm_Link,0,255,0.710419,-0.088123,0.437323,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
30,1786022608.068536,2387,50000,1,0.266865,upperArm_Link,0,250,0.717427,-0.083053,0.424622,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57080007,0.86985087
31,1786022608.197878,2444,50000,1,0.258527,upperArm_Link,0,280,0.713550,-0.085744,0.426241,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
32,1786022608.328840,2391,50000,1,0.259617,upperArm_Link,0,265,0.716169,-0.090038,0.424911,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
33,1786022608.465619,2497,50000,1,0.259904,upperArm_Link,0,271,0.713274,-0.086061,0.422670,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
34,1786022608.596822,2337,50000,1,0.260748,upperArm_Link,0,278,0.713872,-0.085447,0.418184,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
35,1786022608.728187,2317,50000,1,0.258154,upperArm_Link,0,259,0.711182,-0.086311,0.428544,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
36,1786022608.859035,2316,50000,1,0.256980,upperArm_Link,0,271,0.713621,-0.087928,0.427463,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
37,1786022608.988579,2353,50000,1,0.259131,upperArm_Link,0,255,0.715919,-0.087869,0.425573,SAFE,0.86983252,-0.42899421,1.02398133,-0.11781339,1.57079637,0.86985087
