frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
54,7.159147,0,0,275,0.710028,-0.415723,0.402463,0.145357,0.109566,0.233075,0.258117,0.084377
55,7.304205,0,0,289,0.710954,-0.407820,0.410242,0.136398,0.129230,0.228028,0.251514,0.084582
56,7.425906,0,0,306,0.708318,-0.389498,0.403969,0.141681,0.123236,0.215191,0.250714,0.146279
57,7.545576,0,0,301,0.708195,-0.372669,0.401736,0.144820,0.144623,0.228749,0.262236,0.140827
58,7.679221,0,0,293,0.710474,-0.373397,0.407940,0.140064,0.119383,0.222696,0.253578,0.049998
59,7.813944,0,0,261,0.713449,-0.373901,0.406793,0.141696,0.127801,0.242564,0.256077,0.024323
60,7.943843,0,0,287,0.707019,-0.352954,0.407505,0.141352,0.111625,0.219251,0.243565,0.164462
61,8.076351,0,0,292,0.709011,-0.344200,0.407486,0.142923,0.119724,0.212936,0.243827,0.069091
62,8.208659,0,0,304,0.711840,-0.345675,0.404152,0.146276,0.106804,0.231552,0.252380,0.036516
63,8.335347,0,0,288,0.707177,-0.338366,0.411169,0.141403,0.142208,0.228370,0.254037,0.082166
64,8.474020,0,0,277,0.711209,-0.336802,0.404583,0.144453,0.113246,0.225678,0.245898,0.060575
65,8.599070,0,0,275,0.711892,-0.323153,0.403935,0.139588,0.106391,0.224542,0.246205,0.104658
66,8.728440,0,1,58,0.404214,0.382072,0.249437,0.081691,0.118703,0.194455,0.040786,
66,8.728440,1,0,271,0.710560,-0.313342,0.404274,0.141082,0.120518,0.233347,0.248282,0.075280
67,8.880756,0,0,298,0.713711,-0.300130,0.393949,0.145056,0.137864,0.235221,0.265559,0.122106
68,9.006655,0,0,255,0.714472,-0.300761,0.413237,0.140965,0.139003,0.220524,0.254649,0.144783
69,9.134169,0,0,277,0.715736,-0.281242,0.401468,0.143676,0.113526,0.222351,0.254663,0.172666
70,9.257709,0,0,287,0.713165,-0.274842,0.404417,0.145557,0.132988,0.232909,0.251297,0.060724
71,9.387543,0,0,290,0.713721,-0.261524,0.409463,0.142125,0.115052,0.222703,0.258842,0.110507
71,9.387543,1,1,36,0.728085,0.373505,0.230774,0.079544,0.077985,0.179433,0.047227,
72,9.520367,0,0,272,0.713870,-0.255972,0.408591,0.145643,0.131601,0.231958,0.279783,0.041710
73,9.655696,0,0,261,0.718686,-0.241549,0.396394,0.145178,0.124062,0.220994,0.256415,0.148821
74,9.782577,0,0,266,0.721921,-0.227947,0.401658,0.139092,0.120438,0.220388,0.246598,0.115409
75,9.915506,0,0,259,0.720290,-0.219077,0.409196,0.138376,0.109044,0.222452,0.249171,0.088236
76,10.036578,0,0,278,0.717285,-0.215056,0.394633,0.149626,0.134974,0.232171,0.250001,0.128067
77,10.165311,0,0,274,0.719871,-0.200864,0.407827,0.139926,0.126892,0.209543,0.250678,0.147755
78,10.295725,0,0,260,0.720276,-0.194222,0.405023,0.139649,0.112014,0.213486,0.249808,0.056114
79,10.428821,0,0,256,0.719577,-0.181833,0.411291,0.140270,0.149857,0.212830,0.243134,0.106309
80,10.558648,0,0,252,0.722007,-0.167997,0.406189,0.142862,0.110499,0.214084,0.249480,0.112391
81,10.691561,0,0,260,0.720782,-0.158612,0.407382,0.136033,0.111869,0.215733,0.243348,0.073024
82,10.819345,0,0,279,0.722482,-0.146145,0.406897,0.141756,0.116081,0.217861,0.262887,0.096767
83,10.953858,0,0,245,0.724264,-0.130633,0.409789,0.141232,0.110513,0.212952,0.245498,0.122871
84,11.083571,0,0,261,0.720242,-0.134336,0.408221,0.144122,0.138719,0.219620,0.257439,0.043601
85,11.211674,0,0,259,0.724121,-0.114025,0.417650,0.136248,0.119358,0.217597,0.244890,0.175779
86,11.343902,0,0,235,0.727024,-0.104166,0.412050,0.136698,0.120345,0.198964,0.253158,0.088588
87,11.472114,0,0,239,0.729633,-0.097918,0.406236,0.136217,0.120260,0.206435,0.236975,0.067580
88,11.603423,0,0,238,0.727838,-0.090292,0.408635,0.138985,0.114185,0.204256,0.249933,0.063460
89,11.725652,0,0,246,0.726979,-0.078367,0.404066,0.141968,0.135520,0.209871,0.250564,0.107738
90,11.857631,0,0,228,0.725548,-0.068757,0.413717,0.139859,0.153858,0.222915,0.235195,0.101870
91,11.987602,0,0,257,0.727183,-0.052878,0.416367,0.143825,0.147178,0.221725,0.242459,0.122984
92,12.121702,0,0,230,0.728584,-0.055568,0.411270,0.136575,0.113248,0.202354,0.245402,0.045208
93,12.252902,0,0,251,0.733859,-0.030163,0.408721,0.138771,0.132337,0.208720,0.248537,0.195800
94,12.382695,0,0,232,0.733298,-0.019874,0.407774,0.134363,0.130495,0.204591,0.242348,0.080127
95,12.505373,0,0,243,0.733480,-0.003644,0.410751,0.136773,0.109151,0.217356,0.240609,0.133871
96,12.635816,0,0,233,0.734375,0.004680,0.409372,0.133621,0.108264,0.205813,0.237707,0.064901
97,12.769298,0,0,227,0.734665,0.019172,0.412106,0.136145,0.104303,0.226076,0.250872,0.111588
98,12.893961,0,0,243,0.735430,0.021351,0.406153,0.138227,0.133674,0.210490,0.257773,0.050017
99,13.021873,0,0,234,0.733621,0.032508,0.410934,0.138868,0.125308,0.219909,0.251239,0.096179
100,13.149544,0,0,249,0.735162,0.045519,0.414441,0.136398,0.122920,0.224377,0.240582,0.108936
101,13.268530,0,0,246,0.737295,0.050715,0.407512,0.136547,0.130245,0.211183,0.258216,0.073021
102,13.401141,0,0,224,0.737750,0.065072,0.413704,0.130491,0.109930,0.203181,0.251438,0.119583
103,13.539470,0,0,237,0.738216,0.071186,0.410573,0.140388,0.137568,0.199253,0.264457,0.051517
104,13.671733,0,0,232,0.741673,0.087696,0.419310,0.133902,0.113603,0.211549,0.239248,0.138914
105,13.801134,0,0,250,0.736102,0.092478,0.409524,0.142546,0.146925,0.218922,0.260914,0.096936
106,13.931441,0,0,254,0.733684,0.096435,0.407459,0.132333,0.146700,0.202535,0.258363,0.038202
107,14.058814,0,0,230,0.743150,0.115014,0.407976,0.131452,0.104418,0.237055,0.242330,0.159682
108,14.183992,0,0,233,0.738168,0.126643,0.408961,0.138513,0.174310,0.208114,0.261738,0.102349
109,14.313436,0,0,233,0.742822,0.142324,0.407960,0.135434,0.121080,0.221892,0.243518,0.127055
110,14.442082,0,0,241,0.740705,0.144577,0.415848,0.129778,0.120737,0.205962,0.236705,0.064811
111,14.576762,0,0,225,0.740760,0.145428,0.412747,0.133053,0.107687,0.215398,0.245595,0.024091
112,14.709687,0,0,228,0.740719,0.160349,0.420209,0.129793,0.099180,0.223770,0.239053,0.126995
113,14.841578,0,0,258,0.740567,0.165711,0.413341,0.133384,0.115441,0.202441,0.240810,0.066958
114,14.971451,0,0,242,0.739420,0.174432,0.417228,0.131440,0.113098,0.208882,0.241033,0.071547
