frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
45,5.910892,0,0,291,0.702651,-0.323296,0.400854,0.143858,0.105521,0.224314,0.263251,0.064789
46,6.039898,0,0,250,0.701935,-0.320057,0.402073,0.141727,0.114755,0.222251,0.254145,0.027325
47,6.175389,0,0,259,0.701097,-0.317091,0.407931,0.139191,0.113188,0.218843,0.247765,0.050494
48,6.314495,0,0,283,0.698972,-0.316260,0.401501,0.139990,0.107119,0.227450,0.247346,0.050623
49,6.442382,0,0,294,0.697155,-0.312129,0.403580,0.144073,0.145989,0.219224,0.264769,0.036580
50,6.579636,0,0,274,0.700587,-0.309491,0.400449,0.144118,0.102019,0.226766,0.257473,0.040397
51,6.712690,0,0,253,0.703044,-0.300087,0.409903,0.138070,0.098443,0.210697,0.248904,0.100304
52,6.842206,0,0,244,0.699498,-0.289381,0.408809,0.134791,0.102590,0.226214,0.240848,0.085158
53,6.979014,0,0,272,0.696915,-0.264874,0.407022,0.144514,0.123217,0.220344,0.244310,0.187255
54,7.110997,0,0,237,0.699005,-0.254885,0.405508,0.141239,0.104218,0.217103,0.250157,0.077553
55,7.244026,0,0,264,0.698392,-0.241945,0.406247,0.141433,0.108969,0.220425,0.259274,0.096260
56,7.379286,0,0,236,0.700351,-0.242062,0.408167,0.137036,0.103332,0.221140,0.253225,0.020705
57,7.507981,0,0,244,0.694486,-0.235114,0.404178,0.146387,0.126207,0.229302,0.258674,0.074347
58,7.640706,0,0,279,0.695119,-0.225208,0.399749,0.147405,0.156310,0.226275,0.262344,0.083297
59,7.772191,0,0,233,0.698337,-0.210041,0.396991,0.139564,0.101227,0.220133,0.249346,0.117971
60,7.905419,0,0,259,0.696630,-0.176438,0.404126,0.141293,0.102739,0.214816,0.252996,0.263461
61,8.035683,0,0,267,0.693306,-0.167583,0.400001,0.147417,0.136557,0.228503,0.258291,0.078357
62,8.166800,0,0,240,0.694110,-0.150456,0.405382,0.138885,0.107198,0.215072,0.253545,0.136663
63,8.293532,0,0,247,0.695724,-0.148624,0.409805,0.138166,0.106870,0.210700,0.240883,0.040466
64,8.424684,0,0,249,0.696361,-0.149689,0.405193,0.139777,0.086477,0.222843,0.255200,0.035956
65,8.560309,0,0,275,0.696822,-0.140988,0.404102,0.136619,0.096867,0.211914,0.244432,0.065908
66,8.680711,0,0,251,0.694380,-0.144695,0.406321,0.135357,0.106995,0.214978,0.255536,0.040492
67,8.813360,0,0,259,0.693884,-0.138715,0.401979,0.141298,0.112566,0.216382,0.251237,0.055833
68,8.954822,0,0,237,0.697854,-0.134331,0.408633,0.132504,0.092146,0.206874,0.248038,0.066825
69,9.080361,0,0,247,0.691714,-0.135123,0.402812,0.139025,0.100415,0.223917,0.256214,0.063921
70,9.210044,0,0,240,0.695612,-0.125000,0.403462,0.137266,0.110916,0.219959,0.253503,0.082209
71,9.338175,0,0,273,0.693303,-0.118123,0.409988,0.138457,0.107415,0.219938,0.244559,0.076527
72,9.465491,0,0,244,0.694814,-0.102261,0.403200,0.136698,0.124269,0.210139,0.245680,0.138101
73,9.604651,0,0,213,0.698774,-0.082294,0.399320,0.133232,0.101129,0.206272,0.241561,0.154486
74,9.736701,0,0,220,0.697993,-0.067529,0.403157,0.133320,0.124961,0.205020,0.241199,0.110351
75,9.869635,0,0,197,0.699984,-0.051151,0.409761,0.127644,0.097143,0.196651,0.225593,0.134244
76,10.002841,0,0,237,0.702066,-0.037664,0.393506,0.137561,0.110660,0.210769,0.244461,0.161696
77,10.134018,0,0,203,0.701854,-0.019588,0.394325,0.138278,0.128127,0.214092,0.248294,0.134639
78,10.268312,0,0,223,0.705700,0.004641,0.400440,0.136920,0.097775,0.211489,0.240546,0.190983
79,10.400714,0,0,233,0.705389,-0.003337,0.398602,0.135221,0.114297,0.214111,0.241656,0.061715
80,10.533223,0,0,212,0.704399,-0.000856,0.398692,0.133969,0.107338,0.214935,0.241385,0.020164
81,10.663644,0,0,234,0.704422,0.001475,0.400122,0.139166,0.102161,0.224084,0.241977,0.020979
82,10.796896,0,0,230,0.707134,0.019882,0.405282,0.130777,0.095469,0.212933,0.243939,0.147846
83,10.929476,0,0,203,0.699387,0.027702,0.394948,0.132633,0.131799,0.197588,0.244048,0.112426
84,11.047382,0,0,219,0.704570,0.046489,0.393556,0.131396,0.110950,0.204040,0.245020,0.161603
85,11.177915,0,0,220,0.701775,0.050178,0.393266,0.139194,0.121921,0.235670,0.249694,0.035570
86,11.308889,0,0,212,0.696350,0.053624,0.391081,0.139711,0.161097,0.213161,0.252763,0.051696
87,11.438325,0,0,237,0.692474,0.066813,0.391061,0.145349,0.188657,0.214116,0.257985,0.106435
88,11.572294,0,0,201,0.703402,0.082330,0.406374,0.129706,0.062922,0.204443,0.252776,0.184725
89,11.694978,0,0,226,0.697635,0.105671,0.389637,0.141846,0.170593,0.209683,0.264517,0.221114
90,11.843194,0,0,190,0.707571,0.152249,0.407107,0.121194,0.086178,0.169208,0.234844,0.386830
91,11.967353,0,0,220,0.699932,0.163430,0.400644,0.131283,0.086699,0.214626,0.247349,0.115323
92,12.096171,0,0,226,0.702077,0.163583,0.400498,0.135485,0.109633,0.229583,0.248708,0.016627
93,12.225855,0,0,243,0.702547,0.166992,0.400478,0.135578,0.103598,0.232873,0.242293,0.026237
94,12.344089,0,0,236,0.701334,0.163477,0.392268,0.137446,0.116873,0.231319,0.247789,0.075733
95,12.476777,0,0,255,0.696664,0.161894,0.395330,0.142176,0.172723,0.229957,0.267172,0.044686
96,12.606201,0,0,238,0.700521,0.161700,0.399074,0.133595,0.113738,0.221996,0.247205,0.040737
97,12.731105,0,0,249,0.695773,0.159914,0.399237,0.138513,0.175700,0.229490,0.259430,0.040488
98,12.867315,0,0,237,0.700058,0.161372,0.401782,0.132655,0.132751,0.226242,0.235477,0.039978
99,12.996495,0,0,221,0.701373,0.168113,0.394414,0.135582,0.117760,0.218944,0.248408,0.074187
100,13.134902,0,0,224,0.702292,0.167536,0.400452,0.133280,0.102843,0.223791,0.242415,0.047013
101,13.258044,0,0,238,0.699638,0.171013,0.399158,0.138307,0.130073,0.237527,0.262921,0.035238
102,13.391902,0,0,225,0.701378,0.184509,0.402001,0.130025,0.100911,0.220500,0.243163,0.105394
103,13.522623,0,0,255,0.699196,0.194609,0.405670,0.135287,0.119926,0.228722,0.244088,0.082929
104,13.650127,0,0,243,0.699649,0.201773,0.404801,0.140494,0.115310,0.232527,0.246186,0.055630
105,13.782641,0,0,230,0.701779,0.203956,0.404454,0.133736,0.108266,0.222148,0.244677,0.023634
106,13.913901,0,0,229,0.702399,0.207835,0.403372,0.135586,0.126276,0.222433,0.241143,0.031143
107,14.031926,0,0,226,0.700150,0.204285,0.407711,0.136583,0.112078,0.202290,0.245557,0.050585
108,14.163100,0,0,247,0.696734,0.209659,0.401730,0.135170,0.134025,0.227530,0.250271,0.065977
109,14.292200,0,0,256,0.694153,0.213611,0.405307,0.136808,0.135152,0.225968,0.241650,0.046063
110,14.423110,0,0,252,0.696594,0.208290,0.404991,0.138331,0.131017,0.223475,0.254588,0.044987
111,14.544058,0,0,262,0.696503,0.213452,0.397273,0.140028,0.156699,0.220045,0.245687,0.075969
112,14.661970,0,0,273,0.696565,0.211179,0.402956,0.137801,0.130669,0.231458,0.256209,0.052113
113,14.795281,0,0,264,0.696302,0.217905,0.404513,0.135993,0.113361,0.241262,0.244173,0.052495
114,14.927170,0,0,264,0.695761,0.219058,0.392542,0.141286,0.174541,0.230399,0.257898,0.097604
115,15.053404,0,0,259,0.695079,0.216112,0.404526,0.140588,0.153489,0.230396,0.253373,0.095040
