frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,1786022121.254932,0,50000,0,,,,0,,,,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
1,1786022121.382336,2393,50000,1,0.164501,upperArm_Link,0,161,0.589538,-0.136453,0.350676,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
2,1786022121.549081,2370,50000,1,0.142169,upperArm_Link,0,168,0.574779,-0.139451,0.352929,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
3,1786022121.684492,2461,50000,1,0.176239,upperArm_Link,0,183,0.583822,-0.138930,0.345398,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
4,1786022121.818326,2429,50000,1,0.175007,upperArm_Link,0,184,0.586258,-0.138920,0.349024,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
5,1786022121.949204,2553,50000,1,0.149438,upperArm_Link,0,172,0.585699,-0.136994,0.353532,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
6,1786022122.083963,2600,50000,1,0.167116,upperArm_Link,0,167,0.591065,-0.137989,0.352531,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
7,1786022122.217210,2649,50000,2,0.159119,upperArm_Link,1,173,0.590975,-0.144526,0.350972,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
8,1786022122.348786,2448,50000,1,0.173063,upperArm_Link,0,162,0.590576,-0.139169,0.349677,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
9,1786022122.477822,2564,50000,1,0.142900,upperArm_Link,0,188,0.578124,-0.140039,0.352647,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57077789,0.86982149
10,1786022122.606941,2472,50000,1,0.126491,upperArm_Link,0,194,0.583149,-0.138889,0.349484,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
11,1786022122.735850,2631,50000,1,0.156997,upperArm_Link,0,164,0.593645,-0.140179,0.345952,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
12,1786022122.856361,2588,50000,2,0.178028,upperArm_Link,0,172,0.588539,-0.141069,0.353952,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
13,1786022122.987308,2628,50000,1,0.128549,upperArm_Link,0,163,0.583363,-0.137513,0.351532,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
14,1786022123.122813,2567,50000,1,0.155377,upperArm_Link,0,177,0.586411,-0.144784,0.345660,SAFE,0.86983252,-0.42900157,1.02395570,-0.11783173,1.57078171,0.86982149
15,1786022123.241244,2690,50000,1,0.166077,upperArm_Link,0,169,0.586841,-0.142570,0.351691,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
16,1786022123.374362,2604,50000,1,0.176864,upperArm_Link,0,171,0.589001,-0.140698,0.352496,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
17,1786022123.514446,2703,50000,1,0.177312,upperArm_Link,0,163,0.586467,-0.140951,0.353403,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
18,1786022123.651205,2591,50000,2,0.167153,upperArm_Link,0,157,0.593303,-0.142433,0.346768,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
19,1786022123.784733,2638,50000,1,0.145952,upperArm_Link,0,156,0.592068,-0.144804,0.345004,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
20,1786022123.919930,2623,50000,1,0.168040,upperArm_Link,0,172,0.583949,-0.141652,0.347486,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
21,1786022124.049510,2579,50000,2,0.144522,upperArm_Link,0,169,0.589078,-0.139966,0.348994,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
22,1786022124.170643,2594,50000,2,0.172157,upperArm_Link,1,184,0.589643,-0.138203,0.347659,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
23,1786022124.294068,2594,50000,1,0.162414,upperArm_Link,0,187,0.585696,-0.139570,0.353046,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
24,1786022124.423452,2641,50000,1,0.165097,upperArm_Link,0,162,0.589857,-0.139947,0.353101,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
25,1786022124.552195,2536,50000,2,0.137829,upperArm_Link,1,175,0.579737,-0.141846,0.344723,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
26,1786022124.680840,2678,50000,2,0.190895,upperArm_Link,0,167,0.593793,-0.140753,0.348783,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
27,1786022124.815555,2665,50000,2,0.161340,upperArm_Link,1,171,0.588038,-0.139712,0.351962,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
28,1786022124.959521,2596,50000,1,0.117111,upperArm_Link,0,192,0.578096,-0.140100,0.350384,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
29,1786022125.079071,2642,50000,1,0.165097,upperArm_Link,0,154,0.594584,-0.140009,0.348845,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
30,1786022125.211080,2651,50000,1,0.171801,upperArm_Link,0,169,0.593486,-0.141260,0.354706,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
31,1786022125.344305,2700,50000,1,0.170998,upperArm_Link,0,170,0.588871,-0.138969,0.354790,SAFE,0.86983252,-0.42900157,1.02395570,-0.11783173,1.57078171,0.86982149
32,1786022125.477114,2654,50000,1,0.138070,upperArm_Link,0,173,0.574152,-0.143217,0.349968,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
33,1786022125.607246,2626,50000,1,0.163027,upperArm_Link,0,182,0.589848,-0.142189,0.349870,SAFE,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
34,1786022125.737553,2654,50000,2,0.113552,upperArm_Link,1,176,0.583208,-0.137515,0.348995,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
35,1786022125.867969,2696,50000,2,0.136647,upperArm_Link,0,174,0.587475,-0.141367,0.347985,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
36,1786022125.997651,2593,50000,1,0.139218,upperArm_Link,0,177,0.579389,-0.138665,0.354811,WARNING,0.86983252,-0.42900157,1.02395940,-0.11783173,1.57078171,0.86982149
