frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
35,6.001195,1,1,0.511272,-0.473097,0.360887,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.092380,0.100994,0.155994,0.092380,0.016334,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
36,6.176403,1,2,0.508154,-0.465024,0.362338,0.000000,0.032351,0.032351,0.155902,-0.011498,0.029762,0.005351,0.049771,0.032351,-0.017689,0.045787,0.008232,0.650,0.091632,0.108055,0.163055,0.091632,0.012876,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.356846,1,3,0.493906,-0.455843,0.358630,0.011292,0.055397,0.055397,0.063768,-0.035937,0.042097,-0.002282,0.069442,0.055397,-0.049055,0.048735,-0.006373,0.650,0.101698,0.120619,0.175619,0.101698,0.023037,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.545766,1,4,0.503327,-0.455672,0.367292,0.000000,0.051327,0.051327,0.085655,-0.032130,0.040024,0.000482,0.037172,0.051327,-0.014625,0.032075,0.011791,0.250,0.095957,0.110007,0.165007,0.095957,0.021502,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.713959,1,5,0.509456,-0.433779,0.362760,0.015631,0.049226,0.049226,0.113529,-0.025259,0.042221,0.001605,0.055189,0.049226,-0.002544,0.055068,0.002623,0.250,0.104283,0.123130,0.178130,0.104283,0.017756,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,6.911583,1,6,0.513358,-0.431954,0.369522,0.021911,0.046568,0.046568,0.067669,0.000463,0.045997,0.007260,0.046695,0.046568,0.007098,0.045101,0.009797,0.650,0.100123,0.124779,0.179779,0.100123,0.021139,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.081817,1,7,0.512493,-0.419348,0.368521,0.030329,0.054225,0.054225,0.081791,0.017031,0.050397,0.010504,0.057871,0.054225,0.025531,0.050127,0.013585,0.650,0.117554,0.133398,0.188398,0.117554,0.016425,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.258936,1,8,0.516272,-0.415483,0.362567,0.033561,0.054387,0.054387,0.063310,0.016427,0.051787,0.002478,0.059424,0.054387,0.018106,0.056211,-0.006608,0.650,0.115218,0.145665,0.200665,0.115218,0.023305,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.427471,1,9,0.519008,-0.400123,0.364773,0.040832,0.052876,0.052876,0.092221,0.015421,0.050555,0.001502,0.049070,0.052876,0.013376,0.047127,0.002819,0.250,0.115567,0.132182,0.187182,0.115567,0.020473,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.606949,1,10,0.524405,-0.368941,0.362999,0.056068,0.074003,0.074003,0.175187,0.016097,0.072001,-0.005759,0.092246,0.074003,0.015847,0.090392,-0.009357,0.650,0.114845,0.136301,0.191301,0.114845,0.020043,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.778892,1,11,0.522375,-0.358518,0.364849,0.064115,0.089449,0.089449,0.120050,0.016027,0.087882,-0.004601,0.088391,0.089449,0.014147,0.087093,-0.005257,0.650,0.110443,0.132006,0.187006,0.110443,0.023976,1,1,1,0,valid_streak_not_ready
46,7.988135,1,12,0.526585,-0.332744,0.371163,0.070754,0.106021,0.106021,0.137996,0.014202,0.104959,0.004722,0.114698,0.106021,0.014112,0.113217,0.011762,0.650,0.109070,0.130669,0.185669,0.109070,0.021818,2,1,1,1,
