frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
37,6.290887,1,1,0.542194,-0.486003,0.358984,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.090650,0.103795,0.158795,0.090650,0.010849,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.635414,1,2,0.578236,-0.478428,0.365475,0.000000,0.069855,0.069855,0.094971,0.067323,0.014150,0.012125,0.107469,0.069855,0.103575,0.021769,0.018654,0.650,0.093878,0.110036,0.165036,0.093878,0.007446,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
40,6.823994,1,3,0.569944,-0.481966,0.366505,0.000000,0.067706,0.067706,0.043564,0.065211,0.012972,0.012776,0.054585,0.067706,0.052173,0.007591,0.014141,0.250,0.097528,0.108283,0.163283,0.097528,0.009554,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
41,6.995492,1,4,0.563382,-0.480213,0.371165,0.000000,0.059464,0.059464,0.055701,0.056714,0.011527,0.013664,0.035513,0.059464,0.029958,0.008186,0.017224,0.250,0.098388,0.111960,0.166960,0.098388,0.020871,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
42,7.172570,1,5,0.570875,-0.464506,0.364513,0.011183,0.052063,0.052063,0.074214,0.048762,0.013308,0.012478,0.041374,0.052063,0.032719,0.024524,0.006308,0.250,0.101693,0.109762,0.164762,0.101693,0.016537,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.331631,1,6,0.592892,-0.463497,0.375173,0.025131,0.045621,0.045621,0.112183,0.040754,0.016730,0.011853,0.033160,0.045621,0.021075,0.021470,0.013946,0.250,0.108870,0.120896,0.175896,0.108870,0.016039,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.508326,1,7,0.559113,-0.447802,0.363212,0.023862,0.041914,0.041914,0.102675,0.017007,0.038181,0.003118,0.052370,0.041914,-0.015760,0.049712,-0.004792,0.650,0.106298,0.122172,0.177172,0.106298,0.031595,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.688633,1,8,0.564435,-0.440008,0.365213,0.028612,0.050081,0.050081,0.068773,0.001983,0.049886,-0.003939,0.058638,0.050081,0.001519,0.057987,-0.008584,0.650,0.102849,0.120715,0.175715,0.102849,0.026287,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,7.864932,1,9,0.576672,-0.447504,0.368256,0.000000,0.045763,0.045763,0.077181,-0.000969,0.045631,-0.003335,0.026313,0.045763,0.008313,0.024382,0.005369,0.250,0.109624,0.123955,0.178955,0.109624,0.024680,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.054122,1,10,0.590483,-0.431122,0.378144,0.015884,0.043346,0.043346,0.025317,0.001132,0.043321,-0.000923,0.045339,0.043346,-0.003350,0.045026,0.004133,0.250,0.113796,0.125470,0.180470,0.113796,0.012028,0,0,0,0,"speed_ok,valid_streak_not_ready"
