frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.105130,1786950838.228144,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,106.7485,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.204575,1786950838.334930,2318,50000,0,2318,26,1591,0.011217,0.224919,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590997,0.994843,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379652,,0,1.000000,SAFE,1,current,50000,201.5692,0.00000367,-0.00000367,1.57080007,-0.00000367,1.57079637,0.00000367,0.00003689,-0.00003689,0.00000000,-0.00003689,0.00000000,0.00003689
2,0.388620,1786950838.536515,2272,50000,0,2272,19,1559,0.008363,0.224900,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589385,0.991589,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.378222,,0,1.000000,SAFE,1,current,50000,182.6102,0.00330123,-0.00330123,1.56753910,-0.00144887,1.57079637,0.00325354,0.01791715,-0.01791715,-0.01771835,-0.00785245,0.00000000,0.01765806
3,0.570161,1786950838.719144,2425,50000,0,2425,17,1670,0.007010,0.224573,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581706,0.976121,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.386276,,0,1.000000,SAFE,1,current,50000,168.0031,0.01872528,-0.01531035,1.55435622,-0.00363502,1.57079637,0.01884266,0.08496205,-0.06615119,-0.07261671,-0.01204218,0.00000000,0.08587127
4,0.742450,1786950838.887164,2477,50000,0,2477,15,1674,0.006056,0.225380,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567880,0.949073,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.398346,,0,1.000000,SAFE,1,current,50000,179.1999,0.04577332,-0.02842355,1.53915954,-0.00548370,1.57079637,0.04594939,0.15699182,-0.07611144,-0.08820434,-0.01073012,0.00000000,0.15733246
5,0.917389,1786950839.066380,2511,50000,0,2511,20,1734,0.007965,0.224487,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.546427,0.908299,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.418288,,0,1.000000,SAFE,1,current,50000,167.1580,0.08654712,-0.04188155,1.52343845,-0.00738741,1.57079637,0.08685157,0.23307492,-0.07692984,-0.08986630,-0.01088214,0.00000000,0.23380879
6,1.082672,1786950839.233555,2245,50000,0,2245,24,1609,0.010690,0.222632,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.519071,0.857827,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.443099,,0,1.000000,SAFE,1,current,50000,173.3067,0.13701919,-0.05457292,1.50864899,-0.00923243,1.57079637,0.13743001,0.30536759,-0.07678573,-0.08947964,-0.01116278,0.00000000,0.30601121
7,1.261181,1786950839.406890,2425,50000,0,2425,22,1706,0.009072,0.223906,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.481017,0.789675,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.476620,,0,1.000000,SAFE,1,current,50000,174.8093,0.20517114,-0.06843073,1.49241054,-0.01118749,1.57079637,0.20579104,0.38178306,-0.07763059,-0.09096681,-0.01095212,0.00000000,0.38295430
8,1.434243,1786950839.581722,2340,50000,0,2340,20,1588,0.008547,0.224800,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.437996,0.716971,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.518045,,0,1.000000,SAFE,1,current,50000,168.2183,0.27787513,-0.08149991,1.47723234,-0.01304351,1.57079637,0.27866375,0.42010375,-0.07551735,-0.08770386,-0.01072461,0.00000000,0.42107870
9,1.602490,1786950839.749955,2224,50000,0,2224,23,1681,0.010342,0.222984,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.395632,0.642873,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.516442,,0,1.000000,SAFE,1,current,50000,183.6104,0.35197297,-0.09457643,1.46188152,-0.01489586,1.57079256,0.35280558,0.44041234,-0.07772239,-0.09124004,-0.01100976,-0.00002267,0.44067379
