frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919351.515508,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,88.0553,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919351.603628,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,93.9360,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919351.697637,2559,50000,2167,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,153.2097,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919351.850890,2680,50000,2254,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.3432,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919351.982284,2562,50000,2110,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.0846,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919352.115414,2625,50000,2203,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.5096,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785919352.246969,2620,50000,2237,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.0687,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919352.377069,2694,50000,2283,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.4873,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919352.505589,2643,50000,2216,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.4936,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919352.641114,2687,50000,2314,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.5018,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919352.773647,2730,50000,2354,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.6067,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919352.902303,2623,50000,2250,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.8502,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785919353.034197,2742,50000,2324,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.2114,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
13,pre_empty,1785919353.163441,2654,50000,2233,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.2253,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
