frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.091836,1786697845.520722,0,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,92.6916,0.00000000,0.00000000,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.192563,1786697845.613447,2609,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,155.7498,0.00000000,0.00001100,1.57080364,-0.00000367,1.57079637,0.00000000,0.00000000,0.00010925,0.00007219,-0.00003642,0.00000000,0.00000000
2,0.327707,1786697845.769212,2600,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.3998,0.00000000,-0.00155158,1.56957483,-0.00107473,1.57079637,0.00000000,0.00000000,-0.01156236,-0.00909261,-0.00792537,0.00000000,0.00000000
3,0.459470,1786697845.900644,2530,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,133.9242,0.00000000,-0.00820171,1.56257617,-0.00374139,1.57079637,0.00000000,0.00000000,-0.05047022,-0.05311529,-0.02023820,0.00000000,0.00000000
4,0.595190,1786697846.034592,2622,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.6030,0.00000000,-0.02264640,1.54810596,-0.00621364,1.57079637,0.00000000,0.00000000,-0.10643024,-0.10661832,-0.01821584,0.00000000,0.00000000
5,0.723828,1786697846.166209,2572,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.4596,0.00000000,-0.04357984,1.52676535,-0.00863087,1.57079637,0.00000000,0.00000000,-0.16273139,-0.16589666,-0.01879096,0.00000000,0.00000000
6,0.855141,1786697846.294684,2686,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.6410,0.00000000,-0.06893692,1.49833083,-0.01108845,1.57079256,0.00000000,0.00000000,-0.19310475,-0.21654068,-0.01871549,-0.00002905,0.00000000
7,0.991171,1786697846.426341,2530,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.7300,0.00000000,-0.09628207,1.46326816,-0.01352769,1.57079637,0.00000000,0.00000000,-0.20102248,-0.25775631,-0.01793158,0.00002804,0.00000000
8,1.114155,1786697846.558087,2601,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,127.8962,0.00000000,-0.12166849,1.42942321,-0.01586789,1.57079637,0.00000000,0.00000000,-0.20642092,-0.27519857,-0.01902855,0.00000000,0.00000000
9,1.244720,1786697846.685999,2788,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.4530,0.00000000,-0.14801961,1.39649165,-0.01827778,1.57079637,0.00000000,0.00000000,-0.20182274,-0.25222222,-0.01845735,0.00000000,0.00000000
10,1.375968,1786697846.817480,2676,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.5562,0.00000000,-0.17276779,1.36950970,-0.02061798,1.57079637,0.00000000,0.00000000,-0.18856108,-0.20558063,-0.01783043,0.00000000,0.00000000
11,1.506487,1786697846.949052,2560,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.6892,0.00000000,-0.19224869,1.34998834,-0.02309757,1.57079637,0.00000000,0.00000000,-0.14925710,-0.14956707,-0.01899790,0.00000000,0.00000000
12,1.637545,1786697847.079767,2547,50000,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.9702,0.00000000,-0.20432751,1.33785820,-0.02543044,1.57079637,0.00000000,0.00000000,-0.09216374,-0.09255532,-0.01780020,0.00000000,0.00000000
13,1.770935,1786697847.210766,2646,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,132.5299,0.00000000,-0.20942239,1.33275962,-0.02782933,1.57079637,0.00000000,0.00000000,-0.03819560,-0.03822330,-0.01798413,0.00000000,0.00000000
14,1.901293,1786697847.343338,2567,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,132.5193,0.00000000,-0.21019635,1.33210683,-0.02857027,1.57079256,0.00000000,0.00000000,-0.00593711,-0.00500766,-0.00568389,-0.00002926,0.00000000
15,2.030612,1786697847.475880,2683,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.7157,0.00000000,-0.21020369,1.33205914,-0.02858494,1.57079637,0.00000000,0.00000000,-0.00005681,-0.00036873,-0.00011346,0.00002950,0.00000000
16,2.162347,1786697847.604613,2619,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590862,0.869704,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,133.5874,0.00023109,-0.21054849,1.33168495,-0.02890773,1.57079637,0.00015039,0.00175418,-0.00261737,-0.00284055,-0.00245029,0.00000000,0.00114161
17,2.295321,1786697847.738217,2580,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.588634,0.865853,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.7827,0.00400915,-0.21425319,1.32787383,-0.03179447,1.57079637,0.00400182,0.02841209,-0.02786031,-0.02866065,-0.02170903,0.00000000,0.02896378
18,2.431150,1786697847.869025,2535,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.582279,0.855160,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,135.0925,0.01467211,-0.22294642,1.31773901,-0.03588065,1.57079637,0.01482984,0.07850258,-0.06400112,-0.07461431,-0.03008319,0.00000000,0.07971780
19,2.562992,1786697848.004133,2633,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.571093,0.836699,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,130.9931,0.03313330,-0.23335260,1.30330908,-0.03988247,1.57079637,0.03327635,0.14002492,-0.07892909,-0.10944851,-0.03035313,0.00000000,0.13991362
20,2.702546,1786697848.135143,2559,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.554900,0.810451,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,134.3882,0.05938170,-0.24383950,1.28812706,-0.04399800,1.57079637,0.05966415,0.18808770,-0.07514578,-0.10878950,-0.02949054,0.00000000,0.18908652
21,2.827267,1786697848.269557,2515,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.534377,0.779185,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.4760,0.09064798,-0.25351942,1.27404916,-0.04773205,1.57079637,0.09095243,0.25069015,-0.07761267,-0.11287533,-0.02993929,0.00000000,0.25086659
22,2.953692,1786697848.398047,2627,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.509917,0.739570,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,128.9851,0.13026269,-0.26358449,1.25943208,-0.05157247,1.57079637,0.13073952,0.31334481,-0.07961286,-0.11561837,-0.03037702,0.00000000,0.31470839
23,3.085583,1786697848.527048,2483,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.479379,0.692678,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,119.9721,0.17715476,-0.27370092,1.24472702,-0.05553395,1.57080007,0.17771596,0.35553753,-0.07670315,-0.11149435,-0.03003605,0.00002802,0.35617712
