frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
32,5.674249,1,1,0.472930,-0.482837,0.356384,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.086372,0.100649,0.155649,0.086372,0.010361,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
33,5.874721,1,2,0.498247,-0.474799,0.367272,0.012759,0.092148,0.092148,0.138948,0.081265,0.025803,0.034951,0.141767,0.092148,0.125022,0.039697,0.053771,0.650,0.084603,0.099645,0.154645,0.084603,0.012827,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
34,6.052986,1,3,0.505457,-0.468599,0.363285,0.022559,0.093671,0.093671,0.069409,0.084120,0.033209,0.024398,0.094366,0.093671,0.084859,0.037146,0.018004,0.650,0.089157,0.105714,0.160714,0.089157,0.008034,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
35,6.234858,1,4,0.504723,-0.452337,0.366770,0.029896,0.088697,0.088697,0.112264,0.077084,0.037942,0.022036,0.080693,0.088697,0.056676,0.054372,0.018515,0.250,0.103314,0.114350,0.169350,0.103314,0.017190,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
36,6.416705,1,5,0.504030,-0.461202,0.362179,0.000000,0.079031,0.079031,0.050821,0.067259,0.037348,0.018092,0.051443,0.079031,0.041744,0.029040,0.007778,0.250,0.105781,0.117854,0.172854,0.105781,0.018739,0,0,0,0,"speed_ok,valid_streak_not_ready"
37,6.590276,1,6,0.507572,-0.445676,0.362941,0.012606,0.065732,0.065732,0.075951,0.052845,0.037139,0.012198,0.043205,0.065732,0.013045,0.040741,-0.006059,0.250,0.102320,0.118940,0.173940,0.102320,0.015471,0,0,0,0,"speed_ok,valid_streak_not_ready"
38,6.798845,1,7,0.511428,-0.431061,0.365207,0.023433,0.057891,0.057891,0.042001,0.041682,0.039117,0.009157,0.052133,0.057891,0.008179,0.051420,0.002633,0.250,0.107183,0.125975,0.180975,0.107183,0.020836,0,0,0,0,"speed_ok,valid_streak_not_ready"
39,6.990649,1,8,0.509547,-0.434290,0.366497,0.000000,0.051239,0.051239,0.061626,0.033502,0.038089,0.007230,0.024666,0.051239,0.006369,0.023827,-0.000361,0.250,0.112674,0.134636,0.189636,0.112674,0.021996,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.173659,1,9,0.515563,-0.418801,0.368040,0.014784,0.050605,0.050605,0.055662,0.020160,0.045767,0.007733,0.058709,0.050605,0.015273,0.056154,0.007762,0.650,0.118348,0.149989,0.204989,0.118348,0.012999,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.360012,1,10,0.512423,-0.415341,0.366276,0.021337,0.047415,0.047415,0.031598,0.016905,0.043736,0.007043,0.040059,0.047415,0.006290,0.039325,0.004323,0.250,0.115010,0.138914,0.193914,0.115010,0.019634,0,0,0,0,"speed_ok,valid_streak_not_ready"
