frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
32,5.674249,0,1,1,48,0.476148,-0.492404,0.358724,0.086372,0.114920,0.035499,0.170471,
33,5.874721,0,1,1,46,0.502210,-0.486985,0.367837,0.084603,0.096508,0.045312,0.177422,0.138948
34,6.052986,0,1,1,76,0.504615,-0.476396,0.361543,0.089157,0.117602,0.062240,0.169503,0.069409
35,6.234858,0,1,0,116,0.517011,-0.463710,0.370661,0.103314,0.153229,0.089912,0.177430,0.112264
36,6.416705,0,1,0,123,0.515639,-0.456147,0.375993,0.105781,0.150649,0.075886,0.181274,0.050821
37,6.590276,0,1,0,154,0.517972,-0.443401,0.374167,0.102320,0.164618,0.096034,0.180318,0.075951
38,6.798845,0,1,0,137,0.521764,-0.440280,0.380774,0.107183,0.163545,0.130264,0.177453,0.042001
39,6.990649,0,1,0,191,0.523664,-0.427856,0.382090,0.112674,0.184358,0.155196,0.197228,0.061626
40,7.173659,0,1,0,194,0.521148,-0.418339,0.379769,0.118348,0.184468,0.170631,0.184950,0.055662
41,7.360012,0,1,0,218,0.520928,-0.414076,0.383928,0.115010,0.185986,0.158287,0.178981,0.031598
42,7.544206,0,1,0,243,0.523670,-0.407782,0.381723,0.119073,0.199574,0.199179,0.180182,0.039196
43,7.724837,0,1,0,248,0.521350,-0.399130,0.382158,0.125392,0.240470,0.206758,0.200977,0.050453
44,7.902995,0,1,0,241,0.526439,-0.386816,0.379463,0.121870,0.166675,0.209064,0.179524,0.075354
45,8.074797,0,1,0,250,0.528574,-0.381919,0.376480,0.119531,0.163643,0.205435,0.183127,0.035119
46,8.262331,0,1,0,250,0.528961,-0.372215,0.383908,0.115607,0.176552,0.187309,0.193477,0.065984
47,8.433366,0,1,0,228,0.535361,-0.350752,0.370654,0.120128,0.173953,0.208372,0.187145,0.151636
48,8.627131,0,1,0,225,0.538243,-0.334053,0.370409,0.118141,0.191111,0.200571,0.189334,0.087741
49,8.798258,0,1,0,224,0.538629,-0.315851,0.367228,0.122989,0.175225,0.219907,0.181423,0.106280
50,8.969907,0,1,0,208,0.542612,-0.293454,0.374740,0.118176,0.150507,0.228634,0.183095,0.142690
