axis,offset_m,predicted_clearance_m,predicted_tau_s,predicted_nearest_link,current_clearance_m,reference_clearance_m,candidate_clearance_m,clearance_improvement_m,fast_ms,accepted_steps,max_delta_q_rad,local_repair_ready,formal_scene_feasible,rejection_reasons
z,1.6653345369377348e-16,0.08789890357738475,0.5,upperArm_Link,0.11524186917069856,0.06453539481747839,0.06453539481747839,0.0,28.30400798120536,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.010000000000000175,0.091422909631979,0.5,upperArm_Link,0.11914668521595789,0.06756947797868662,0.06756947797868662,0.0,28.209680021973327,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.020000000000000184,0.09520546997495963,0.5,upperArm_Link,0.12328519569126378,0.0708885683181541,0.0708885683181541,0.0,28.61040600691922,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.030000000000000193,0.09923802822764868,0.5,upperArm_Link,0.12688959001471728,0.07448386100005727,0.07448386100005727,0.0,28.919877018779516,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.0400000000000002,0.10351187295265404,0.5,upperArm_Link,0.12981074210558596,0.07834622258365886,0.07834622258365886,0.0,29.075090016704053,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.05000000000000021,0.10715185654389905,0.5,upperArm_Link,0.1329775419263407,0.0779734735508949,0.0779734735508949,0.0,29.668882983969525,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.06000000000000022,0.11015094604383277,0.5,upperArm_Link,0.13638378074103574,0.07772230942799307,0.07772230942799307,0.0,28.453651000745595,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
z,0.07000000000000023,0.1134049982962291,0.5,upperArm_Link,0.13937299726427677,0.07782399361597375,0.08588944139907223,0.008065447783098478,54.85000001499429,1,0.02294160871580897,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.08000000000000024,0.11451284364781508,0.5,left_link,0.1386852413480985,0.07827814692324697,0.08552538723972758,0.007247240316480608,54.89429400768131,1,0.027373376153919958,False,False,online_clearance_failed;verification_checks_failed:distance_ok
z,0.09000000000000025,0.11259828295716809,0.5,left_link,0.13744936737350022,0.07908308236951994,0.08318187306508368,0.0040987906955637365,54.79186400771141,1,0.027580931966836975,False,False,online_clearance_failed;verification_checks_failed:distance_ok
