axis,offset_m,predicted_clearance_m,predicted_tau_s,predicted_nearest_link,current_clearance_m,reference_clearance_m,candidate_clearance_m,clearance_improvement_m,fast_ms,accepted_steps,max_delta_q_rad,local_repair_ready,formal_scene_feasible,rejection_reasons
x,-0.2,-0.011852749817746921,0.5,upperArm_Link,0.01365554027932453,-0.0290433358358044,-0.027554722104197682,0.0014886137316067194,51.98682099580765,1,0.030876232204584075,False,False,online_clearance_failed;verification_checks_failed:distance_ok;insufficient_clearance_improvement
x,-0.19,-0.0020690444948138487,0.5,upperArm_Link,0.023274603466771515,-0.019359289416451292,-0.018308650374555674,0.001050639041895618,59.35177599894814,1,0.03135188450493623,False,False,online_clearance_failed;verification_checks_failed:distance_ok;insufficient_clearance_improvement
x,-0.18,0.007734365894893541,0.5,upperArm_Link,0.03292508984967035,-0.009644798030109064,-0.00901455049639846,0.0006302475337106039,52.584506978746504,1,0.03183090839730704,False,False,online_clearance_failed;verification_checks_failed:distance_ok;insufficient_clearance_improvement
x,-0.16999999999999998,0.017554928235769235,0.5,upperArm_Link,0.04260332417968071,9.599289598122285e-05,0.00032839264159348347,0.00023239974561226062,49.56814498291351,1,0.032322090294060885,False,False,online_clearance_failed;verification_checks_failed:distance_ok;insufficient_clearance_improvement
x,-0.15999999999999998,0.027390508776813288,0.5,upperArm_Link,0.05230617449656877,0.00985964933072167,0.00985964933072167,0.0,23.972568014869466,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
x,-0.14999999999999997,0.0372393110621862,0.5,upperArm_Link,0.062030956751045585,0.01964330397275113,0.01964330397275113,0.0,23.729303007712588,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
x,-0.13999999999999996,0.04709981227168908,0.5,upperArm_Link,0.07177535855222617,0.029444545132806643,0.029444545132806643,0.0,24.749092001002282,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
x,-0.12999999999999995,0.0569707133600994,0.5,upperArm_Link,0.08153737777541292,0.03926133052092953,0.03926133052092953,0.0,27.961430983850732,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
x,-0.11999999999999994,0.06685089964965435,0.5,upperArm_Link,0.09131527280265678,0.04909191972277119,0.04909191972277119,0.0,28.66742099286057,0,0.0,False,False,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference
x,-0.10999999999999993,0.07673940942026775,0.5,upperArm_Link,0.10110752193462147,0.0589348208443041,0.065555858334201,0.006621037489896897,54.1869190055877,1,0.02851573973005772,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.09999999999999992,0.08538852922739754,0.5,left_link,0.1055246638268651,0.061487060902067375,0.07143881760917994,0.009951756707112569,54.25950398785062,1,0.026608398116124754,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.08999999999999991,0.08215196880922637,0.5,left_link,0.10300713334168554,0.05701886687373145,0.07558482713664968,0.018565960262918235,54.45606101420708,1,0.033766265252696215,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.0799999999999999,0.07922571502372494,0.5,left_link,0.1007961174033094,0.05285083610349747,0.08502791497914117,0.032177078875643694,54.59998801234178,1,0.033751168502244244,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.0699999999999999,0.0766192911293827,0.5,left_link,0.09889830781300601,0.04899724346334214,0.08724052470571989,0.03824328124237775,54.7113630163949,1,0.034349879342650436,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.05999999999999989,0.07434151001281147,0.5,left_link,0.09731960447858462,0.04547210245383901,0.08403417948710859,0.03856207703326958,54.7854510077741,1,0.034734782180262824,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.04999999999999988,0.0724003400638259,0.5,left_link,0.09606502855575372,0.04228896981728417,0.0811360882727413,0.03884711845545713,55.515802989248186,1,0.03499389826732502,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.03999999999999987,0.07080277639385474,0.5,left_link,0.09513864558776286,0.03946073454251728,0.0785680623257439,0.03910732778322662,55.01346100936644,1,0.03513149075719557,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.02999999999999986,0.06955472182214212,0.5,left_link,0.09454350127501271,0.03699939670749017,0.07634756426604397,0.039348167558553804,59.74678200436756,1,0.03520317206244572,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.01999999999999985,0.06839432979407783,0.5,left_link,0.09428157217707162,0.034915843151642284,0.07448937709819123,0.039573533946548944,54.59074201644398,1,0.03525546848130923,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.009999999999999842,0.06749321317045759,0.5,left_link,0.09435373317628093,0.033219628280774405,0.07283875976852769,0.039619131487753284,54.47596899466589,1,0.03520810541361663,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,1.6653345369377348e-16,0.0669512065885503,0.5,left_link,0.09475974293912376,0.03191876919683495,0.06537655995375699,0.03345779075692204,54.23085199436173,1,0.02922205041124548,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.010000000000000175,0.06677042414784623,0.5,left_link,0.09549824793507478,0.031019564642054437,0.06457519646826862,0.03355563182621418,54.693276004400104,1,0.02894090262243665,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.020000000000000184,0.06695157467571256,0.5,left_link,0.09656680485775893,0.03052644682459099,0.06419118342461319,0.0336647366000222,58.32207799539901,1,0.028938756580320635,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.030000000000000193,0.06749394790344049,0.5,left_link,0.09796192058905501,0.030441873999838748,0.06422328920063683,0.03378141520079808,54.52065900317393,1,0.02897463744786688,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.0400000000000002,0.0683954283182473,0.5,left_link,0.0996791082012527,0.030766269762295267,0.0646681224297607,0.033901852667465426,54.085005016531795,1,0.029033341801965373,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.05000000000000021,0.0696525360657601,0.5,left_link,0.10171295694727855,0.03149801250291964,0.06551202902946127,0.034014016526541624,54.43454900523648,1,0.02905474909928263,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.06000000000000022,0.07126049307815052,0.5,left_link,0.10405721377575095,0.03263347563847033,0.06676534026097239,0.03413186462250206,53.93556799390353,1,0.029575036201782146,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.07000000000000023,0.07321331154829402,0.5,left_link,0.10670487364465447,0.034167116308854106,0.06838400212467585,0.034216885815821746,53.911900002276525,1,0.028292689006200855,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.08000000000000024,0.07550390103664872,0.5,left_link,0.10962603126692061,0.03609160756231902,0.07025697210386853,0.0341653645415495,56.2153669889085,1,0.02733369128188698,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.09000000000000025,0.07812418993544346,0.5,left_link,0.1125392984740951,0.03839800686584541,0.07846198983015693,0.04006398296431152,54.69793200609274,1,0.03229696924388453,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.10000000000000026,0.08106525674461396,0.5,left_link,0.11573807612726766,0.041075952273569,0.08094632432924756,0.03987037205567856,54.274487018119544,1,0.03194065232012111,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.11000000000000026,0.08431746662659628,0.5,left_link,0.11921391171230161,0.04411387684623572,0.08369961022010833,0.03958573337387261,54.55907798022963,1,0.03132271893731384,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.12000000000000027,0.0878706089685436,0.5,left_link,0.12295799429779908,0.047499231926002056,0.08670236109272103,0.039203129166718975,54.64517802465707,1,0.030729154609624887,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.13000000000000028,0.09171403213912133,0.5,left_link,0.12696124563897365,0.05121871053455376,0.09000987237695454,0.03879116184240078,62.989764992380515,1,0.031050098365324796,True,True,
x,0.1400000000000003,0.09583677222189813,0.5,left_link,0.13121440624860659,0.055258463321528645,0.09282944025406945,0.0375709769325408,54.0598819789011,1,0.031131515213433936,True,True,
x,0.1500000000000003,0.10022767317647202,0.5,left_link,0.13570811521354376,0.05960430096110139,0.09600841522709849,0.0364041142659971,53.6856499966234,1,0.03032995065975197,True,True,
x,0.1600000000000003,0.10487549656524764,0.5,left_link,0.14043298289481732,0.06424187849670002,0.09986502298478686,0.035623144488086844,54.04945800546557,1,0.030769834489835723,True,True,
x,0.17000000000000032,0.10976901964150648,0.5,left_link,0.14537965598431535,0.06915685871163293,0.10109334415291674,0.0319364854412838,54.278490017168224,1,0.029997050824728422,True,True,
x,0.18000000000000033,0.11489712118853856,0.5,left_link,0.15053887468859029,0.07433505303943497,0.10124313517768649,0.02690808213825152,54.13426901213825,1,0.030000000000000138,True,True,
x,0.19000000000000034,0.12024885500810606,0.5,left_link,0.15590152206346414,0.0797625397466297,0.10124322780107489,0.021480688054445196,48.22032400988974,1,0.027426207887150444,True,True,
x,0.20000000000000034,0.1258135113687342,0.5,left_link,0.16145866572846646,0.08542576008625155,0.10098920440920992,0.015563444322958364,51.434593013254926,1,0.02042968200155415,True,True,
