frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.091297,1787043613.335549,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,92.1884,0.00000000,0.00000000,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.188560,1787043613.427774,2622,50000,0,2622,22,1664,0.008391,0.223802,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.363979,,0,1.000000,SAFE,1,current,50000,194.4305,0.00000000,0.00000734,1.57079637,-0.00000367,1.57079637,0.00000000,0.00000000,0.00007543,0.00000000,-0.00003771,0.00000000,0.00000000
2,0.376306,1787043613.622223,2522,50000,0,2522,30,1692,0.011895,0.223175,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589603,0.992000,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.355514,,0,1.000000,SAFE,1,current,50000,174.2214,0.00285739,-0.00287573,1.56801224,-0.00142686,1.57079637,0.00284272,0.01521945,-0.01535621,-0.01482924,-0.00758042,0.00000000,0.01514130
3,0.540383,1787043613.796461,2448,50000,0,2448,27,1583,0.011029,0.223590,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.583465,0.979620,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.380660,,0,1.000000,SAFE,1,current,50000,172.3523,0.01522599,-0.01305084,1.55692756,-0.00332690,1.57079637,0.01536904,0.07538313,-0.06201447,-0.06755802,-0.01158021,0.00000000,0.07634442
4,0.712197,1787043613.968829,2595,50000,0,2595,16,1676,0.006166,0.224241,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.570809,0.954744,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.389466,,0,1.000000,SAFE,1,current,50000,155.9418,0.04010255,-0.02612370,1.54185188,-0.00516092,1.57079637,0.04025294,0.14478782,-0.07608727,-0.08774425,-0.01067442,0.00000000,0.14483053
5,0.870032,1787043614.124793,2491,50000,0,2491,30,1683,0.012043,0.223776,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.552673,0.920044,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.407902,,0,1.000000,SAFE,1,current,50000,170.8485,0.07480209,-0.03841159,1.52746594,-0.00688856,1.57079637,0.07510655,0.21984627,-0.07785252,-0.09114515,-0.01094583,0.00000000,0.22082237
6,1.038085,1787043614.295661,2511,50000,0,2511,17,1671,0.006770,0.223913,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.527247,0.872763,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.436038,,0,1.000000,SAFE,1,current,50000,167.1491,0.12208297,-0.05111030,1.51265073,-0.00872624,1.57079637,0.12257817,0.28134590,-0.07556397,-0.08815824,-0.01093517,0.00000000,0.28248091
7,1.208837,1787043614.462827,2514,50000,0,2514,17,1718,0.006762,0.223110,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.492415,0.811841,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.469257,,0,1.000000,SAFE,1,current,50000,156.9164,0.18300526,-0.06420150,1.49741375,-0.01060794,1.57079637,0.18368016,0.35678712,-0.07666767,-0.08923427,-0.01102004,0.00000000,0.35783957
8,1.364657,1787043614.619761,2493,50000,0,2493,14,1655,0.005616,0.224046,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.455573,0.745138,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.477631,,0,1.000000,SAFE,1,current,50000,162.6467,0.24970834,-0.07650039,1.48302770,-0.01234291,1.57079637,0.25046763,0.42807727,-0.07893006,-0.09232474,-0.01113448,0.00000000,0.42861882
9,1.527115,1787043614.782424,2376,50000,0,2376,4,1633,0.001684,0.224689,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.415013,0.675588,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.463176,,0,1.000000,SAFE,1,current,50000,163.2406,0.31925783,-0.08881763,1.46864903,-0.01408156,1.57079637,0.32019684,0.42810895,-0.07581821,-0.08850728,-0.01070216,0.00000000,0.42921522
10,1.691253,1787043614.945683,2304,50000,0,2304,9,1611,0.003906,0.223019,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.372154,0.603596,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.479370,,0,1.000000,SAFE,1,current,50000,176.0574,0.39125022,-0.10147599,1.45387065,-0.01591191,1.57079637,0.39220390,0.43860889,-0.07712025,-0.09003627,-0.01115126,0.00000000,0.43869822
11,1.870872,1787043615.121758,2373,50000,0,2373,14,1637,0.005900,0.223438,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.324635,0.525045,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.463040,,0,1.000000,SAFE,1,current,50000,161.1031,0.46980104,-0.11535581,1.43770921,-0.01791098,1.57079637,0.47074372,0.43731875,-0.07727362,-0.08997617,-0.01112953,0.00000000,0.43725752
12,2.030477,1787043615.282878,2427,50000,0,2427,20,1631,0.008241,0.222832,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.282020,0.455246,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.459245,,0,1.000000,SAFE,1,current,50000,159.2535,0.53959996,-0.12764737,1.42335999,-0.01960194,1.57079637,0.54054630,0.43732222,-0.07701225,-0.08990446,-0.01059464,0.00000000,0.43734519
13,2.187445,1787043615.442148,2550,50000,0,2550,18,1713,0.007059,0.222067,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.240617,0.387619,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.462672,,0,1.000000,SAFE,1,current,50000,171.7794,0.60722739,-0.13955380,1.40945446,-0.02131491,1.57079637,0.60817373,0.43083519,-0.07585249,-0.08858816,-0.01091285,0.00000000,0.43083519
14,2.362099,1787043615.613945,2474,50000,0,2474,18,1718,0.007276,0.222529,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.193995,0.311254,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.464458,,0,1.000000,SAFE,1,current,50000,170.5732,0.68359202,-0.15302280,1.39370394,-0.02327731,1.57079637,0.68456775,0.43723538,-0.07711844,-0.09018164,-0.01123593,0.00000000,0.43740362
15,2.527232,1787043615.784536,2553,50000,0,2553,8,1696,0.003134,0.224107,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.150522,0.239394,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.460549,,0,1.000000,SAFE,1,current,50000,137.5196,0.75545239,-0.16571416,1.37891805,-0.02503062,1.57079637,0.75632900,0.43516684,-0.07685544,-0.08953930,-0.01061761,0.00000000,0.43456658
