frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
31,5.561129,1,1,0.507651,-0.491357,0.359561,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.089473,0.100958,0.155958,0.089473,0.007552,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
32,5.753471,1,2,0.491000,-0.479844,0.361321,0.000000,0.068878,0.068878,0.137474,-0.056441,0.039025,0.005964,0.105966,0.068878,-0.086833,0.060039,0.009176,0.650,0.099875,0.106363,0.161363,0.099875,0.019194,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
33,5.931410,1,3,0.492306,-0.467299,0.363965,0.011840,0.073805,0.073805,0.061837,-0.047136,0.055938,0.009812,0.078143,0.073805,-0.041531,0.065111,0.011919,0.650,0.100086,0.107275,0.162275,0.100086,0.017014,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
34,6.117197,1,4,0.500977,-0.456041,0.368830,0.020472,0.070223,0.070223,0.078131,-0.037939,0.057968,0.011473,0.066626,0.070223,-0.011981,0.063393,0.016638,0.250,0.104465,0.114675,0.169675,0.104465,0.019373,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
35,6.304451,1,5,0.502941,-0.436049,0.364257,0.032259,0.069419,0.069419,0.079501,-0.013142,0.067436,0.009929,0.074876,0.069419,-0.006331,0.074340,0.006312,0.650,0.105861,0.119010,0.174010,0.105861,0.017411,0,0,0,0,"speed_ok,valid_streak_not_ready"
36,6.470781,1,6,0.502076,-0.434245,0.370632,0.038185,0.068743,0.068743,0.069687,0.007229,0.067597,0.010197,0.066450,0.068743,0.015385,0.063337,0.012934,0.650,0.104597,0.119790,0.174790,0.104597,0.024189,0,0,0,0,"speed_ok,valid_streak_not_ready"
37,6.644853,1,7,0.502926,-0.424269,0.369483,0.042363,0.067099,0.067099,0.088754,0.008602,0.065873,0.009430,0.062438,0.067099,0.014846,0.060154,0.007713,0.250,0.111173,0.132189,0.187189,0.111173,0.016548,0,0,0,0,"speed_ok,valid_streak_not_ready"
38,6.824756,1,8,0.511770,-0.425790,0.369380,0.039861,0.061022,0.061022,0.077500,0.009537,0.059746,0.007944,0.045435,0.061022,0.015266,0.042787,0.000777,0.250,0.110900,0.144468,0.199468,0.110900,0.021105,0,0,0,0,"speed_ok,valid_streak_not_ready"
39,7.010892,1,9,0.513445,-0.413536,0.369909,0.040908,0.054155,0.054155,0.076385,0.011527,0.052401,0.007354,0.036037,0.054155,0.014858,0.031844,0.007994,0.250,0.114779,0.133233,0.188233,0.114779,0.017599,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.184622,1,10,0.513342,-0.409180,0.368247,0.040406,0.049818,0.049818,0.051612,0.013244,0.047773,0.004916,0.038551,0.049818,0.015746,0.035031,-0.003334,0.250,0.114017,0.131595,0.186595,0.114017,0.017177,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.366922,1,11,0.516154,-0.400979,0.376257,0.040833,0.046939,0.046939,0.036910,0.013792,0.044541,0.005401,0.038031,0.046939,0.018209,0.032060,0.009325,0.250,0.114721,0.131147,0.186147,0.114721,0.012503,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.548707,1,12,0.517313,-0.394473,0.363864,0.040422,0.045615,0.045615,0.079930,0.012252,0.043805,0.003423,0.044544,0.045615,0.007650,0.043217,-0.007611,0.250,0.117395,0.136512,0.191512,0.117395,0.017700,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.729023,1,13,0.525275,-0.373572,0.376198,0.047897,0.051725,0.051725,0.126318,0.014282,0.049536,0.004203,0.058627,0.051725,0.016455,0.055587,0.008748,0.650,0.110791,0.135272,0.190272,0.110791,0.013116,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.899287,1,14,0.529077,-0.350280,0.365721,0.060400,0.072859,0.072859,0.045477,0.019780,0.070122,-0.000274,0.085699,0.072859,0.022099,0.082725,-0.003548,0.650,0.113408,0.153535,0.208535,0.113408,0.018819,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,8.078101,1,15,0.516159,-0.333106,0.370402,0.067381,0.091529,0.091529,0.210917,0.011268,0.090759,-0.003656,0.096337,0.091529,0.000008,0.095980,-0.008280,0.650,0.111440,0.137851,0.192851,0.111440,0.024564,1,1,1,0,valid_streak_not_ready
