frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.092302,1787043022.140516,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,93.7372,0.00000000,0.00000000,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.196307,1787043022.234287,2484,50000,0,2484,30,1689,0.012077,0.224896,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.347510,,0,1.000000,SAFE,1,current,50000,212.8100,0.00000000,0.00001100,1.57080364,0.00000000,1.57079637,0.00000000,0.00000000,0.00010580,0.00006992,0.00000000,0.00000000,0.00000000
2,0.387550,1787043022.447117,2577,50000,0,2577,23,1667,0.008925,0.225336,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589603,0.991989,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.339105,,0,1.000000,SAFE,1,current,50000,181.2400,0.00285739,-0.00288307,1.56801224,-0.00134983,1.57079637,0.00285739,0.01494120,-0.01513299,-0.01459614,-0.00705823,0.00000000,0.01494120
3,0.574836,1787043022.628376,2621,50000,0,2621,25,1713,0.009538,0.225213,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582315,0.977331,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.343872,,0,1.000000,SAFE,1,current,50000,181.1668,0.01751483,-0.01456574,1.55520725,-0.00352864,1.57079637,0.01766156,0.07826226,-0.06237870,-0.06837122,-0.01163358,0.00000000,0.07904568
4,0.751025,1787043022.809562,2542,50000,0,2542,14,1593,0.005507,0.226333,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.568385,0.950049,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.347798,,0,1.000000,SAFE,1,current,50000,188.5008,0.04479763,-0.02804574,1.53961444,-0.00543235,1.57079637,0.04502137,0.15484963,-0.07650879,-0.08850051,-0.01080491,0.00000000,0.15528679
5,0.942544,1787043022.998093,2588,50000,0,2588,30,1665,0.011592,0.224612,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.544235,0.904198,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.372771,,0,1.000000,SAFE,1,current,50000,195.7608,0.09064798,-0.04304064,1.52212155,-0.00755247,1.57079637,0.09103312,0.23940344,-0.07829449,-0.09133754,-0.01107002,0.00000000,0.24024616
6,1.136527,1787043023.193871,2593,50000,0,2593,27,1705,0.010413,0.224958,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.511358,0.843845,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.399514,,0,1.000000,SAFE,1,current,50000,190.5347,0.15100172,-0.05767607,1.50506520,-0.00967626,1.57079637,0.15158859,0.31113025,-0.07544728,-0.08792736,-0.01094836,0.00000000,0.31217017
7,1.325355,1787043023.384424,2611,50000,0,2611,14,1726,0.005362,0.222898,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.469138,0.768789,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.436862,,0,1.000000,SAFE,1,current,50000,168.1938,0.22605690,-0.07227116,1.48795760,-0.01175236,1.57079637,0.22680518,0.39747836,-0.07729288,-0.09059872,-0.01099466,0.00000000,0.39833316
8,1.492008,1787043023.552637,2376,50000,0,2376,23,1735,0.009680,0.223085,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.426566,0.697413,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.430590,,0,1.000000,SAFE,1,current,50000,182.2369,0.29743305,-0.08494420,1.47318637,-0.01353136,1.57079637,0.29830605,0.42829130,-0.07604432,-0.08863446,-0.01067482,0.00000000,0.42903970
9,1.674174,1787043023.734893,2311,50000,0,2311,4,1655,0.001731,0.222981,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.379993,0.616680,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.424964,,0,1.000000,SAFE,1,current,50000,137.8380,0.37816635,-0.09921282,1.45653355,-0.01556711,1.57079637,0.37903202,0.44318598,-0.07832769,-0.09141578,-0.01117529,0.00000000,0.44314574
10,1.813585,1787043023.872749,2429,50000,0,2429,20,1761,0.008234,0.222457,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.343188,0.555593,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.428115,,0,1.000000,SAFE,1,current,50000,168.2203,0.43925369,-0.10995648,1.44400358,-0.01713703,1.57079637,0.44010103,0.43818300,-0.07706491,-0.08987819,-0.01126109,0.00000000,0.43805153
11,1.988014,1787043024.040999,2410,50000,0,2410,31,1687,0.012863,0.223158,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.296699,0.479246,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.421561,,0,1.000000,SAFE,1,current,50000,178.4873,0.51560003,-0.12342180,1.42829335,-0.01901506,1.57079637,0.51645100,0.43769127,-0.07719629,-0.09006631,-0.01076669,0.00000000,0.43771212
12,2.159658,1787043024.219519,2503,50000,0,2503,9,1699,0.003596,0.224398,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.251232,0.404958,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.421826,,0,1.000000,SAFE,1,current,50000,151.8853,0.58988857,-0.13649832,1.41304922,-0.02085641,1.57079637,0.59066623,0.43280635,-0.07618400,-0.08881254,-0.01072773,0.00000000,0.43237923
13,2.313217,1787043024.371422,2577,50000,0,2577,17,1784,0.006597,0.223974,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.209873,0.337316,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.411109,,0,1.000000,SAFE,1,current,50000,189.5211,0.65753067,-0.14841941,1.39909220,-0.02260973,1.57079637,0.65826797,0.44049513,-0.07763189,-0.09089016,-0.01141787,0.00000000,0.44023235
14,2.500408,1787043024.560975,2468,50000,0,2468,8,1658,0.003241,0.225407,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.160921,0.256652,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.423523,,0,1.000000,SAFE,1,current,50000,158.8966,0.73819429,-0.16263670,1.38250542,-0.02460513,1.57079637,0.73896462,0.43091775,-0.07595098,-0.08860919,-0.01065978,0.00000000,0.43109415
15,2.659246,1787043024.719893,2696,50000,0,2696,7,1754,0.002596,0.224824,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.120215,0.188834,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.413078,,0,1.000000,SAFE,1,current,50000,152.6372,0.80601251,-0.17494294,1.36810470,-0.02632544,1.57079637,0.80661404,0.42696484,-0.07747671,-0.09066297,-0.01083056,0.00000000,0.42590212
16,2.817168,1787043024.872551,2555,50000,0,2555,10,1672,0.003914,0.224413,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.084548,0.129280,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.425641,,0,1.000000,SAFE,1,current,50000,174.3767,0.86556655,-0.18726750,1.35379589,-0.02814478,1.57079637,0.86597741,0.37710832,-0.07804160,-0.09060630,-0.01152045,0.00000000,0.37590092
17,2.989723,1787043025.046959,2481,50000,0,2481,24,1695,0.009674,0.222896,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.053630,0.078357,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.431671,,0,1.000000,SAFE,1,current,50000,190.7968,0.91648978,-0.20031835,1.33846343,-0.03001547,1.57079637,0.91670626,0.29511426,-0.07563333,-0.08885587,-0.01084120,0.00000000,0.29398783
18,3.180912,1787043025.237787,2445,50000,0,2445,29,1743,0.011861,0.223297,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.027186,0.036640,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.435219,,0,1.000000,SAFE,1,current,50000,195.2990,0.95820630,-0.21493544,1.32146573,-0.03200721,1.57079637,0.95830899,0.21819509,-0.07645356,-0.08890516,-0.01041764,0.00000000,0.21759994
19,3.377121,1787043025.433119,2542,50000,0,2542,20,1715,0.007868,0.224638,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.008285,0.010505,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.429956,,0,1.000000,SAFE,1,current,50000,185.3555,0.98434103,-0.22970292,1.30452323,-0.03421170,1.57079637,0.98438138,0.13319810,-0.07526386,-0.08634904,-0.01123537,0.00000000,0.13288034
