frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
7,0.945493,0,1,0,136,-0.573042,-0.703211,0.203586,0.116095,0.205415,0.217560,0.187358,
8,1.079684,0,1,0,342,-0.640515,-0.603841,0.283054,0.217274,0.346830,0.288939,0.394331,
9,1.216010,0,1,0,489,-0.640723,-0.500283,0.344434,0.219324,0.254687,0.324425,0.448835,
10,1.347381,0,1,0,428,-0.651861,-0.360300,0.369447,0.221759,0.274951,0.183831,0.460171,
11,1.480396,0,1,0,126,0.644207,-0.601811,0.353038,0.145577,0.172880,0.105815,0.252237,
11,1.480396,1,1,0,84,-0.665430,-0.208006,0.585524,0.104443,0.238393,0.092535,0.123662,
12,1.617391,0,1,1,80,-0.717913,-0.060554,0.592890,0.087682,0.175178,0.107378,0.139023,
13,1.746819,0,1,0,68,-0.688143,0.027943,0.618300,0.101869,0.145541,0.096785,0.196330,0.720815
14,1.880085,0,1,1,53,-0.618608,0.166580,0.539619,0.083226,0.112286,0.158027,0.096488,
15,2.010324,0,1,1,79,-0.574396,0.272871,0.544968,0.074708,0.135432,0.113462,0.157779,0.884329
15,2.010324,1,1,1,50,-0.577609,0.307351,0.687791,0.062650,0.078177,0.150754,0.095835,
16,2.157705,0,1,1,37,-0.491007,0.374940,0.545243,0.068257,0.077205,0.109559,0.116626,
19,2.548080,0,1,1,40,-0.097707,0.634910,0.307179,0.084792,0.109285,0.039288,0.173228,
19,2.548080,1,1,1,43,-0.159135,0.603444,0.716185,0.058683,0.068576,0.095184,0.119618,
20,2.680777,0,1,0,114,-0.037092,0.665313,0.499143,0.164912,0.159164,0.115263,0.361710,
21,2.811669,0,1,0,65,0.040075,0.681531,0.582729,0.103872,0.169963,0.076944,0.190396,0.867840
21,2.811669,1,1,1,28,0.208073,0.679723,0.110439,0.053046,0.073508,0.069960,0.093930,
23,3.075978,0,1,0,408,0.281475,0.655168,0.454710,0.298315,0.256172,0.172887,0.626569,
24,3.205098,0,1,0,141,0.283074,0.659986,0.609639,0.116786,0.205333,0.090619,0.251079,
24,3.205098,1,1,1,55,0.517122,0.652788,0.349087,0.074389,0.140755,0.091321,0.147286,
24,3.205098,2,1,1,82,0.397714,0.656899,0.148104,0.079841,0.154062,0.152276,0.174031,
24,3.205098,3,1,1,58,0.373727,0.629093,0.338954,0.090477,0.139114,0.085415,0.184784,
25,3.337127,0,1,1,66,0.521995,0.623541,0.338177,0.071683,0.147142,0.101346,0.114950,0.232987
25,3.337127,1,1,0,130,0.377243,0.648197,0.558532,0.117839,0.204615,0.075389,0.255050,0.794921
25,3.337127,2,1,1,59,0.377184,0.649825,0.159735,0.089924,0.189140,0.066702,0.102368,0.181661
26,3.470868,0,1,0,195,0.495676,0.622189,0.433007,0.169021,0.258170,0.151694,0.361037,0.742789
26,3.470868,1,1,1,45,0.732732,0.465028,0.342077,0.079859,0.104430,0.096278,0.145829,
27,3.590136,0,1,1,54,0.569227,0.575621,0.406367,0.078818,0.070686,0.161883,0.156929,0.747548
28,3.731051,0,1,1,107,0.704047,0.494020,0.348602,0.097780,0.178736,0.165385,0.153835,
29,3.859552,0,1,0,161,0.692557,0.503879,0.367723,0.136255,0.213423,0.180669,0.239013,0.184288
30,3.986372,0,1,0,175,0.691442,0.493707,0.357538,0.126733,0.194274,0.164742,0.259399,0.109711
31,4.119587,0,1,0,170,0.692733,0.493522,0.365272,0.125280,0.210775,0.172865,0.290425,0.059552
32,4.252582,0,1,0,154,0.701521,0.492248,0.363674,0.128400,0.209352,0.151850,0.243003,0.067648
