scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,tail_safe,moving_away,feasible
26,-75.0,0.54,-0.24,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.1585270465301356,0.12986408477124062,True,False,nan,nan,nan,nan,nan,nan,False,False,False
27,-75.0,0.54,-0.24,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.1585270465301356,0.12022401817845071,True,False,nan,nan,nan,nan,nan,nan,False,False,False
28,-75.0,0.54,-0.24,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.1585270465301356,0.1106643606858933,True,False,nan,nan,nan,nan,nan,nan,False,False,False
29,-75.0,0.54,-0.24,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.1585270465301356,0.10119314248596076,True,False,nan,nan,nan,nan,nan,nan,False,False,False
30,-75.0,0.54,-0.24,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.1585270465301356,0.0918194010277062,True,False,nan,nan,nan,nan,nan,nan,False,False,False
31,-75.0,0.54,-0.16,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.12881598933347121,0.10206967242823428,True,False,nan,nan,nan,nan,nan,nan,False,False,False
32,-75.0,0.54,-0.16,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.12881598933347121,0.09313936294778583,True,False,nan,nan,nan,nan,nan,nan,False,False,False
33,-75.0,0.54,-0.16,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.12881598933347121,0.08434717082966045,True,False,nan,nan,nan,nan,nan,nan,False,False,False
34,-75.0,0.54,-0.16,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.12881598933347121,0.07570703069203699,True,False,nan,nan,nan,nan,nan,nan,False,False,False
35,-75.0,0.54,-0.16,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.12881598933347121,0.06723449326453915,True,False,nan,nan,nan,nan,nan,nan,False,False,False
36,-75.0,0.54,-0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.09607351250836399,0.07854250985967726,False,False,nan,nan,nan,nan,nan,nan,False,False,False
37,-75.0,0.54,-0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.09607351250836399,0.07683169563025935,False,False,nan,nan,nan,nan,nan,nan,False,False,False
38,-75.0,0.54,-0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.09607351250836399,0.07547689298810184,False,False,nan,nan,nan,nan,nan,nan,False,False,False
39,-75.0,0.54,-0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.09607351250836399,0.06900730496991897,False,False,nan,nan,nan,nan,nan,nan,False,False,False
40,-75.0,0.54,-0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.09607351250836399,0.061230776493951034,False,False,nan,nan,nan,nan,nan,nan,False,False,False
41,-75.0,0.54,0.0,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.024152002007902962,0.008558209826273616,False,False,nan,nan,nan,nan,nan,nan,False,False,False
42,-75.0,0.54,0.0,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.024152002007902962,0.007530976148319574,False,False,nan,nan,nan,nan,nan,nan,False,False,False
43,-75.0,0.54,0.0,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.024152002007902962,0.006979681746777128,False,False,nan,nan,nan,nan,nan,nan,False,False,False
