frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.091305,1786774473.035591,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590997,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,93.3339,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.192238,1786774473.128976,2453,50000,0,2453,27,1562,0.011007,0.225150,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,184.9549,0.00000000,0.00000734,1.57080007,0.00000000,1.57079256,0.00000000,0.00000000,0.00007268,0.00000000,0.00000000,-0.00003779,0.00000000
2,0.356832,1786774473.313946,2487,50000,0,2487,25,1568,0.010052,0.226650,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,163.4740,0.00000000,-0.00247592,1.56838274,-0.00173865,1.57079256,0.00000000,0.00000000,-0.01508718,-0.01468663,-0.01056326,0.00000000,0.00000000
3,0.520642,1786774473.477436,2521,50000,0,2521,31,1560,0.012297,0.224635,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,145.9112,0.00000000,-0.01412191,1.55657542,-0.00496651,1.57079256,0.00000000,0.00000000,-0.07109443,-0.07207931,-0.01970491,0.00000000,0.00000000
4,0.670710,1786774473.623374,2562,50000,0,2562,31,1663,0.012100,0.224276,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,148.5908,0.00000000,-0.03394026,1.53670204,-0.00759649,1.57079256,0.00000000,0.00000000,-0.13206224,-0.13242891,-0.01752519,0.00000000,0.00000000
5,0.814739,1786774473.771991,2457,50000,0,2457,29,1605,0.011803,0.224520,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,151.1417,0.00000000,-0.06084891,1.50785291,-0.01032183,1.57079256,0.00000000,0.00000000,-0.18682898,-0.20030186,-0.01892229,0.00000000,0.00000000
6,0.967050,1786774473.923147,2505,50000,0,2505,18,1615,0.007186,0.224171,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,152.1972,0.00000000,-0.09215554,1.46869314,-0.01316455,1.57079256,0.00000000,0.00000000,-0.20554321,-0.25710296,-0.01866386,0.00000000,0.00000000
7,1.117996,1786774474.075361,2455,50000,0,2455,23,1599,0.009369,0.224483,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,131.4575,0.00000000,-0.12263685,1.42808807,-0.01595225,1.57078898,0.00000000,0.00000000,-0.20193551,-0.26900436,-0.01846823,-0.00002369,0.00000000
8,1.258598,1786774474.206834,2444,50000,0,2444,19,1624,0.007774,0.226182,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,162.1861,0.00000000,-0.15099071,1.39304364,-0.01855289,1.57078898,0.00000000,0.00000000,-0.20166113,-0.24924645,-0.01849647,0.00000000,0.00000000
9,1.418034,1786774474.369036,2523,50000,0,2523,55,1685,0.021799,0.224030,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.399997,0.590998,0.869855,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,153.2214,0.00000000,-0.17862563,1.36350882,-0.02126723,1.57078898,0.00000000,0.00000000,-0.17332931,-0.18524569,-0.01702464,0.00000000,0.00000000
