frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
5,0.715129,0,1,0,107,0.657951,-0.575895,0.349929,0.123993,0.206067,0.100750,0.220552,
6,0.859636,0,1,0,104,0.667530,-0.572728,0.352603,0.111402,0.155018,0.070639,0.208590,0.072630
10,1.389602,0,1,0,125,0.664940,-0.574510,0.339336,0.125436,0.198450,0.098361,0.225982,
11,1.534223,0,1,0,100,0.662595,-0.574364,0.358355,0.112298,0.182523,0.080982,0.203836,0.128449
15,2.076859,0,1,0,96,0.662464,-0.575222,0.357590,0.114459,0.175983,0.075017,0.213141,
19,2.604569,0,1,0,104,0.660302,-0.576690,0.355495,0.112269,0.190330,0.074162,0.210196,
21,2.878820,0,1,0,107,0.666857,-0.574077,0.351949,0.114473,0.167425,0.085956,0.205419,
25,3.418300,0,1,0,103,0.667093,-0.576184,0.353631,0.113508,0.167560,0.069933,0.206629,
26,3.578388,0,1,0,136,0.660082,-0.576699,0.353309,0.117531,0.193363,0.089427,0.214016,0.044924
27,3.727195,0,1,0,124,0.662373,-0.576975,0.361195,0.116010,0.192991,0.083956,0.215056,0.053429
30,4.145668,0,1,0,116,0.655644,-0.576423,0.349391,0.122979,0.199557,0.077697,0.220056,
32,4.422746,0,1,0,99,0.662612,-0.574331,0.356900,0.109984,0.168396,0.075763,0.202939,
34,4.703585,0,1,0,109,0.666754,-0.575365,0.352855,0.116695,0.174017,0.073040,0.213720,
35,4.852407,0,1,0,109,0.668000,-0.575427,0.352050,0.114353,0.170115,0.074544,0.201655,0.009892
36,5.013225,0,1,0,110,0.668336,-0.574464,0.353516,0.117530,0.164909,0.078060,0.214161,0.011879
39,5.433174,0,1,0,100,0.663987,-0.573689,0.356402,0.109101,0.170467,0.068538,0.203541,
40,5.578763,0,1,0,113,0.664413,-0.574499,0.354792,0.111421,0.179493,0.079276,0.203499,0.012690
41,5.721165,0,1,0,104,0.667597,-0.576591,0.350285,0.114783,0.186657,0.075651,0.206672,0.042393
42,5.890624,0,1,0,115,0.665649,-0.575761,0.353766,0.114790,0.178873,0.072477,0.216945,0.023991
43,6.046017,0,1,0,108,0.665767,-0.574849,0.351918,0.117190,0.172902,0.075250,0.207167,0.013096
44,6.216071,0,1,0,128,0.662829,-0.574636,0.334345,0.130123,0.221366,0.090943,0.224679,0.106421
45,6.384991,0,1,0,118,0.665028,-0.576275,0.348404,0.116701,0.173097,0.078627,0.209535,0.085341
47,6.670055,0,1,0,113,0.662249,-0.579182,0.356380,0.115179,0.173483,0.087948,0.216916,
50,7.067582,0,1,0,89,0.673683,-0.572932,0.346061,0.124943,0.180264,0.069418,0.213489,
51,7.233657,0,1,0,128,0.662068,-0.565242,0.360921,0.120254,0.196292,0.095557,0.214646,0.127448
52,7.389989,0,1,0,129,0.675068,-0.562035,0.358600,0.111976,0.153022,0.091083,0.209083,0.084577
54,7.676113,0,1,0,135,0.670034,-0.558694,0.352009,0.116447,0.194778,0.091793,0.210736,
55,7.833843,0,1,0,165,0.675084,-0.557711,0.363112,0.116083,0.173132,0.112574,0.215754,0.076902
58,8.257141,0,1,0,152,0.674956,-0.544105,0.354891,0.125246,0.189978,0.134162,0.213249,
59,8.401763,0,1,0,171,0.680299,-0.541999,0.374994,0.128102,0.141777,0.171561,0.210365,0.126156
60,8.559372,0,1,0,178,0.681972,-0.539790,0.369407,0.127269,0.148219,0.182837,0.205656,0.040494
62,8.852498,0,1,0,234,0.673056,-0.517344,0.381270,0.125707,0.144441,0.201333,0.205232,
63,9.228337,0,1,0,254,0.678526,-0.516693,0.381852,0.130420,0.154763,0.234371,0.203445,0.033701
64,9.380694,0,1,0,258,0.677493,-0.487900,0.387943,0.123893,0.144019,0.190668,0.205598,0.081490
65,9.542435,0,1,0,240,0.678629,-0.493166,0.381437,0.124085,0.172048,0.217886,0.198696,0.052168
66,9.697535,0,1,0,240,0.679354,-0.488129,0.379758,0.125338,0.136730,0.208983,0.212732,0.033354
67,9.856154,0,1,0,241,0.678072,-0.478987,0.380815,0.123699,0.155080,0.191220,0.201182,0.058400
68,10.015556,0,1,0,270,0.677116,-0.478007,0.382355,0.128917,0.142748,0.220764,0.207458,0.013358
69,10.172682,0,1,0,227,0.680859,-0.474119,0.377737,0.125600,0.141795,0.208243,0.206611,0.044453
70,10.341563,0,1,0,233,0.678389,-0.455160,0.379377,0.127752,0.132260,0.217968,0.204197,0.113237
71,10.509607,0,1,0,237,0.681038,-0.437016,0.375911,0.128107,0.142489,0.240118,0.208276,0.116015
72,10.681424,0,1,0,189,0.682773,-0.427290,0.380073,0.129395,0.136913,0.203856,0.204420,0.060252
73,10.840288,0,1,0,239,0.677289,-0.404953,0.381124,0.130893,0.143771,0.206198,0.219004,0.144681
74,11.000557,0,1,0,258,0.672940,-0.399843,0.383150,0.127720,0.153437,0.211458,0.202084,0.044015
75,11.163325,0,1,0,244,0.677761,-0.395419,0.383186,0.127420,0.143633,0.217840,0.201948,0.039828
76,11.322685,0,1,0,256,0.673388,-0.384370,0.383242,0.128636,0.166624,0.207836,0.212359,0.074233
77,11.487540,0,1,0,248,0.672977,-0.383975,0.385938,0.123913,0.154647,0.194161,0.203957,0.016936
78,11.666136,0,1,0,231,0.677662,-0.367452,0.378095,0.128216,0.151620,0.200445,0.213703,0.105293
79,11.827943,0,1,0,238,0.682577,-0.364382,0.385791,0.125508,0.163659,0.212490,0.206743,0.058334
80,11.995733,0,1,0,246,0.673918,-0.343211,0.375734,0.131055,0.130761,0.228012,0.208949,0.149414
81,12.158542,0,1,0,226,0.680553,-0.321725,0.382507,0.122463,0.146442,0.198395,0.200574,0.144996
82,12.339611,0,1,0,206,0.676926,-0.313647,0.388258,0.126800,0.146766,0.206092,0.201070,0.059867
83,12.504580,0,1,0,239,0.674966,-0.283187,0.389958,0.120248,0.120365,0.198853,0.204122,0.179270
84,12.667936,0,1,0,240,0.675901,-0.280601,0.386225,0.120142,0.143048,0.188627,0.203578,0.029038
85,12.822596,0,1,0,256,0.669940,-0.279423,0.385350,0.127766,0.147517,0.201398,0.205596,0.038695
86,12.983844,0,1,0,191,0.678675,-0.274044,0.386585,0.120031,0.138381,0.190067,0.192869,0.065008
87,13.142326,0,1,0,235,0.671498,-0.250654,0.384945,0.123717,0.137371,0.195338,0.206602,0.155475
88,13.317542,0,1,0,235,0.672500,-0.252901,0.383478,0.127609,0.155212,0.206550,0.204539,0.016429
89,13.492881,0,1,0,243,0.675101,-0.252666,0.387312,0.127828,0.148465,0.200472,0.202966,0.026644
90,13.648282,0,1,0,245,0.673344,-0.250072,0.382674,0.127254,0.162001,0.200879,0.205133,0.034964
91,13.808876,0,1,0,231,0.674065,-0.251256,0.382825,0.122858,0.133837,0.192512,0.198241,0.008619
92,13.972447,0,1,0,253,0.672657,-0.249089,0.380030,0.127343,0.156615,0.197938,0.205814,0.024154
93,14.129339,0,1,0,212,0.678103,-0.248288,0.381888,0.122028,0.142464,0.192334,0.199776,0.035959
94,14.291261,0,1,0,235,0.669440,-0.250017,0.387259,0.128577,0.150144,0.199651,0.201617,0.066777
95,14.469369,0,1,0,222,0.671359,-0.251761,0.379787,0.122465,0.148025,0.199190,0.207285,0.043305
96,14.631458,0,1,0,214,0.676095,-0.241778,0.373534,0.126681,0.133643,0.205164,0.207744,0.077184
97,14.786565,0,1,0,229,0.668449,-0.215534,0.377245,0.128268,0.150807,0.200032,0.202705,0.179862
98,14.950234,0,1,0,223,0.670477,-0.210502,0.384778,0.124954,0.177186,0.189996,0.200998,0.056114
99,15.117969,0,1,0,210,0.676344,-0.200657,0.382886,0.125028,0.170422,0.190299,0.201003,0.071960
100,15.279440,0,1,0,226,0.675302,-0.187145,0.382053,0.124399,0.144412,0.193566,0.203719,0.081150
101,15.440447,0,1,0,210,0.673516,-0.176671,0.380232,0.126569,0.150125,0.188348,0.206706,0.066529
102,15.605433,0,1,0,199,0.675362,-0.165872,0.386809,0.123962,0.127728,0.185916,0.202694,0.078122
103,15.769318,0,1,0,217,0.674739,-0.161239,0.382930,0.123345,0.130132,0.188200,0.201251,0.036692
