frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927914.403208,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,112.3206,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927914.515600,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,102.6628,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927914.618339,2611,50000,2200,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,152.7535,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927914.771122,2661,50000,2273,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,121.8369,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927914.893004,2652,50000,2289,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.1904,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927915.030242,2761,50000,2322,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.7720,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927915.163054,2759,50000,2395,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,120.6078,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927915.283739,2739,50000,2371,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,124.8074,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927915.408578,2660,50000,2206,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.6334,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927915.540243,2569,50000,2207,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.4533,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927915.673731,2673,50000,2258,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.2014,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
