frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.144158,1786962409.047608,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,145.1679,0.00000000,0.00001100,1.57080364,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.249655,1786962409.192814,2514,50000,0,2514,17,1700,0.006762,0.223951,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590959,0.994784,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376041,,0,1.000000,SAFE,1,current,50000,209.7493,0.00008436,-0.00011004,1.57075965,-0.00004768,1.57079637,0.00005869,0.00079968,-0.00114737,-0.00041696,-0.00045199,0.00000000,0.00055630
2,0.443512,1786962409.402580,2469,50000,0,2469,26,1726,0.010531,0.224846,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.587873,0.988475,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.370650,,0,1.000000,SAFE,1,current,50000,183.8814,0.00637136,-0.00617696,1.56454599,-0.00218614,1.57079637,0.00640438,0.03243115,-0.03129587,-0.03205286,-0.01103113,0.00000000,0.03273389
3,0.630685,1786962409.586479,2411,50000,0,2411,21,1715,0.008710,0.224554,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.577574,0.967956,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379913,,0,1.000000,SAFE,1,current,50000,177.4654,0.02689031,-0.01991373,1.54903758,-0.00430626,1.57079637,0.02695267,0.10962575,-0.07339086,-0.08285617,-0.01132708,0.00000000,0.10978252
4,0.811958,1786962409.763960,2462,50000,0,2462,19,1719,0.007717,0.226038,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.560174,0.934280,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.404231,,0,1.000000,SAFE,1,current,50000,180.3930,0.06056648,-0.03377887,1.53289092,-0.00623198,1.57079637,0.06071320,0.18577603,-0.07648767,-0.08907376,-0.01062329,0.00000000,0.18624144
5,0.994738,1786962409.944370,2365,50000,0,2365,14,1672,0.005920,0.226184,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.534837,0.886731,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.426190,,0,1.000000,SAFE,1,current,50000,158.2404,0.10811513,-0.04763301,1.51674783,-0.00822005,1.57079637,0.10836822,0.26014069,-0.07579660,-0.08831950,-0.01087682,0.00000000,0.26072264
6,1.158456,1786962410.102627,2420,50000,0,2420,34,1740,0.014050,0.222916,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.504204,0.832811,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.455010,,0,1.000000,SAFE,1,current,50000,192.9383,0.16203514,-0.05994291,1.50238395,-0.01001005,1.57079637,0.16243863,0.32934790,-0.07518990,-0.08773580,-0.01093346,0.00000000,0.33026658
7,1.337326,1786962410.295583,2397,50000,0,2397,12,1615,0.005006,0.222769,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.462960,0.757987,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.496218,,0,1.000000,SAFE,1,current,50000,149.1488,0.23685925,-0.07419320,1.48576772,-0.01200545,1.57079637,0.23740944,0.41831628,-0.07966855,-0.09289569,-0.01115564,0.00000000,0.41913644
8,1.490415,1786962410.444747,2408,50000,0,2408,22,1780,0.009136,0.223564,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.423944,0.690756,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.490892,,0,1.000000,SAFE,1,current,50000,185.6503,0.30409053,-0.08608862,1.47183299,-0.01368908,1.57079637,0.30485713,0.43916491,-0.07770267,-0.09102377,-0.01099770,0.00000000,0.44057853
9,1.676323,1786962410.630414,2411,50000,0,2411,26,1782,0.010784,0.221411,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.376024,0.610037,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.505089,,0,1.000000,SAFE,1,current,50000,176.0811,0.38480917,-0.10031690,1.45523882,-0.01572484,1.57079637,0.38553175,0.43418366,-0.07653357,-0.08925966,-0.01095028,0.00000000,0.43394689
