frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
1,0.221092,1,1,0.620957,-0.594795,0.368213,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.121436,0.147403,0.202403,0.121436,0.006564,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
2,0.388580,1,2,0.625556,-0.588249,0.364627,0.000000,0.047921,0.047921,0.023791,0.025139,0.035781,-0.019601,0.123396,0.154567,0.209567,0.123396,0.009094,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
3,0.546841,1,3,0.587905,-0.596632,0.352087,0.020925,0.106607,0.106607,0.051280,-0.095693,-0.005317,-0.046686,0.130339,0.159876,0.214876,0.130339,0.031149,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
4,0.711694,1,4,0.618281,-0.580923,0.370539,0.011525,0.028243,0.028243,0.096386,-0.005279,0.027363,0.004588,0.115917,0.151303,0.206303,0.115917,0.013589,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
5,0.882073,1,5,0.622217,-0.595409,0.364521,0.000000,0.005848,0.005848,0.049852,0.001865,-0.000909,-0.005467,0.119636,0.151114,0.206114,0.119636,0.006741,0,0,0,0,"speed_ok,valid_streak_not_ready"
6,1.046823,1,6,0.595624,-0.581844,0.359026,0.013091,0.047490,0.047490,0.086524,-0.045680,0.009775,-0.008547,0.132062,0.170475,0.225475,0.132062,0.027628,0,0,0,0,"speed_ok,valid_streak_not_ready"
7,1.206006,1,7,0.612836,-0.572952,0.366649,0.000000,0.056536,0.056536,0.040493,0.037747,0.035853,0.022047,0.127478,0.177622,0.232622,0.127478,0.027789,0,0,0,0,"speed_ok,valid_streak_not_ready"
8,1.367178,1,8,0.620146,-0.592089,0.366076,0.000000,0.018667,0.018667,0.017385,0.002861,-0.017129,-0.006845,0.126982,0.164393,0.219393,0.126982,0.010683,0,0,0,0,"speed_ok,valid_streak_not_ready"
9,1.516676,1,9,0.593074,-0.612377,0.360290,0.018689,0.052716,0.052716,0.120173,-0.045203,-0.026317,-0.006562,0.115169,0.154414,0.209414,0.115169,0.036405,0,0,0,0,"speed_ok,valid_streak_not_ready"
10,1.667096,1,10,0.619660,-0.596097,0.359629,0.000000,0.044252,0.044252,0.143185,0.038054,-0.022566,0.000955,0.128998,0.158292,0.213292,0.128998,0.007255,0,0,0,0,"speed_ok,valid_streak_not_ready"
11,1.852159,1,11,0.623886,-0.594967,0.369752,0.000000,0.039667,0.039667,0.076283,0.017654,-0.035174,0.004958,0.116458,0.150682,0.205682,0.116458,0.005903,0,0,0,0,"speed_ok,valid_streak_not_ready"
12,2.000262,1,12,0.606993,-0.600645,0.369380,0.000000,0.024926,0.024926,0.052234,-0.020446,-0.013300,0.005136,0.118847,0.154142,0.209142,0.118847,0.012661,0,0,0,0,"speed_ok,valid_streak_not_ready"
13,2.164224,1,13,0.605280,-0.578639,0.365143,0.010753,0.056184,0.056184,0.054361,0.018941,0.052356,0.007531,0.118495,0.155557,0.210557,0.118495,0.020063,0,0,0,0,"speed_ok,valid_streak_not_ready"
14,2.322716,1,14,0.622564,-0.591831,0.369638,0.000000,0.017205,0.017205,0.052296,0.004437,0.006518,0.015292,0.119066,0.148862,0.203862,0.119066,0.004935,0,0,0,0,"speed_ok,valid_streak_not_ready"
15,2.474012,1,15,0.583407,-0.591966,0.357525,0.019110,0.065871,0.065871,0.053470,-0.062899,0.004662,-0.019000,0.125127,0.164294,0.219294,0.125127,0.035063,0,0,0,0,"speed_ok,valid_streak_not_ready"
16,2.633593,1,16,0.606576,-0.592227,0.361302,0.000000,0.018438,0.018438,0.075618,-0.000658,0.013295,-0.012758,0.129085,0.161217,0.216217,0.129085,0.016560,0,0,0,0,"speed_ok,valid_streak_not_ready"
17,2.784839,1,17,0.610883,-0.601734,0.364673,0.000000,0.038190,0.038190,0.065616,0.009003,-0.037106,-0.000756,0.122057,0.154582,0.209582,0.122057,0.011704,0,0,0,0,"speed_ok,valid_streak_not_ready"
18,2.947477,1,18,0.603793,-0.591365,0.368756,0.000000,0.030126,0.030126,0.030693,-0.030083,0.000747,-0.001412,0.119687,0.152101,0.207101,0.119687,0.023518,0,0,0,0,"speed_ok,valid_streak_not_ready"
19,3.109068,1,19,0.598418,-0.577101,0.354416,0.011600,0.033473,0.033473,0.074636,0.023530,0.023303,-0.004873,0.130455,0.170533,0.225533,0.130455,0.030308,0,0,0,0,"speed_ok,valid_streak_not_ready"
20,3.268586,1,20,0.601961,-0.575239,0.367649,0.000000,0.029387,0.029387,0.056146,-0.007247,0.026679,0.009967,0.120150,0.164261,0.219261,0.120150,0.028531,0,0,0,0,"speed_ok,valid_streak_not_ready"
