t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
13.13782900,0.16314289,-0.16009475,1.39417708,-0.01659049,1.57080007,0.16314654
13.17937700,0.16172336,-0.16038820,1.39383590,-0.01664551,1.57080007,0.16173436
13.22134000,0.16033685,-0.16069265,1.39347279,-0.01670787,1.57080007,0.16032216
13.26286300,0.15877794,-0.16102643,1.39304364,-0.01678123,1.57080007,0.15875959
13.30434700,0.15737674,-0.16131255,1.39264393,-0.01684359,1.57080007,0.15738040
13.34584800,0.15596455,-0.16159865,1.39225864,-0.01690594,1.57080007,0.15599023
13.38732500,0.15456337,-0.16189577,1.39191389,-0.01696830,1.57080007,0.15459271
13.42872700,0.15300079,-0.16223322,1.39151049,-0.01704166,1.57080007,0.15301178
13.47018400,0.15160328,-0.16254133,1.39112902,-0.01710401,1.57080007,0.15161794
13.51165500,0.15019108,-0.16285677,1.39072549,-0.01717371,1.57080007,0.15022776
13.55359000,0.14860648,-0.16321991,1.39027059,-0.01724340,1.57080007,0.14866517
13.59482100,0.14721997,-0.16355003,1.38987815,-0.01730943,1.57080007,0.14725299
13.63626600,0.14583713,-0.16387649,1.38952243,-0.01738279,1.57080007,0.14584446
13.67768200,0.14425254,-0.16422862,1.38912630,-0.01745981,1.57080007,0.14428556
13.71900200,0.14284034,-0.16454040,1.38876319,-0.01752584,1.57080007,0.14288437
13.76078300,0.14144284,-0.16486685,1.38837433,-0.01758819,1.57080007,0.14147952
13.80224700,0.14006364,-0.16520798,1.38797081,-0.01765789,1.57080007,0.14006732
13.84332000,0.13848640,-0.16558947,1.38749397,-0.01773858,1.57080007,0.13849740
13.88451500,0.13707054,-0.16593792,1.38706481,-0.01781194,1.57080007,0.13710722
13.92590600,0.13566568,-0.16626804,1.38665760,-0.01788164,1.57080007,0.13569869
13.96739100,0.13428284,-0.16659449,1.38626528,-0.01795133,1.57080007,0.13428284
14.00884800,0.13271293,-0.16697231,1.38580668,-0.01803936,1.57080007,0.13270925
14.05001400,0.13130440,-0.16729876,1.38537383,-0.01811272,1.57080007,0.13132641
14.09124100,0.12990688,-0.16763622,1.38492274,-0.01818241,1.57080007,0.12990321
14.13264700,0.12834063,-0.16802503,1.38444591,-0.01826311,1.57080007,0.12831129
14.17414300,0.12694678,-0.16838083,1.38402402,-0.01834014,1.57080007,0.12693945
14.21560600,0.12554926,-0.16874762,1.38361323,-0.01841717,1.57080007,0.12556027
14.25683900,0.12412974,-0.16910343,1.38319874,-0.01849420,1.57080007,0.12417375
14.29845400,0.12257817,-0.16949956,1.38271451,-0.01858590,1.57080007,0.12259284
14.33991200,0.12119165,-0.16985171,1.38227081,-0.01865559,1.57080007,0.12119532
14.38138700,0.11979413,-0.17021118,1.38181591,-0.01873629,1.57080007,0.11980880
14.42291600,0.11820220,-0.17063299,1.38133168,-0.01882432,1.57080007,0.11824989
14.46460300,0.11680468,-0.17101447,1.38089883,-0.01891235,1.57080007,0.11684503
14.50619500,0.11542550,-0.17138861,1.38042927,-0.01899305,1.57080007,0.11543651
14.54765300,0.11386660,-0.17179576,1.37990117,-0.01908108,1.57080007,0.11387760
14.58896700,0.11245073,-0.17216256,1.37945724,-0.01916178,1.57080007,0.11248741
14.63072700,0.11104955,-0.17253670,1.37902081,-0.01924981,1.57080007,0.11110824
14.67229400,0.10967404,-0.17290719,1.37857330,-0.01933417,1.57080007,0.10970338
14.71394000,0.10811146,-0.17333633,1.37803042,-0.01943321,1.57080007,0.10812980
14.75585100,0.10669927,-0.17373247,1.37753522,-0.01951758,1.57080007,0.10673595
14.79737800,0.10528708,-0.17411762,1.37702179,-0.01960194,1.57080007,0.10533843
14.83886600,0.10373183,-0.17455046,1.37648618,-0.01969731,1.57080007,0.10373917
14.88080500,0.10234898,-0.17492825,1.37603509,-0.01978534,1.57080007,0.10233798
14.92232800,0.10095514,-0.17531340,1.37558019,-0.01987704,1.57080007,0.10095881
14.96416100,0.09937055,-0.17577557,1.37502265,-0.01997975,1.57080007,0.09938889
15.00552300,0.09798770,-0.17619006,1.37451279,-0.02006778,1.57080007,0.09798403
15.04680700,0.09660853,-0.17658621,1.37403226,-0.02015948,1.57080007,0.09658651
15.08799000,0.09504227,-0.17703004,1.37352240,-0.02026585,1.57080007,0.09503861
15.12933900,0.09364109,-0.17742619,1.37304556,-0.02035755,1.57080007,0.09365943
15.17087500,0.09224357,-0.17783701,1.37252474,-0.02044559,1.57080007,0.09226558
15.21271300,0.09068465,-0.17828451,1.37189388,-0.02055563,1.57080007,0.09069200
15.25430700,0.08929081,-0.17871365,1.37134361,-0.02064733,1.57080007,0.08930181
15.29567000,0.08788595,-0.17914282,1.37085581,-0.02074637,1.57080007,0.08792631
15.33718500,0.08648109,-0.17956465,1.37037158,-0.02084540,1.57080007,0.08654346
15.37903600,0.08494420,-0.18001948,1.36980677,-0.02095545,1.57080007,0.08497354
15.42059900,0.08357602,-0.18042296,1.36927855,-0.02105448,1.57080007,0.08357235
15.46212300,0.08216750,-0.18084478,1.36877966,-0.02115352,1.57080007,0.08220418
15.50664900,0.08059391,-0.18133630,1.36822224,-0.02127089,1.57080007,0.08064160
15.54788800,0.07903500,-0.18183148,1.36763525,-0.02138093,1.57080007,0.07906801
15.58902300,0.07766315,-0.18225698,1.36708879,-0.02148731,1.57080007,0.07766683
15.63091200,0.07626563,-0.18267880,1.36652386,-0.02159001,1.57080007,0.07628765
15.67246600,0.07486078,-0.18310429,1.36595905,-0.02169272,1.57080007,0.07490113
15.71425300,0.07329087,-0.18358847,1.36535370,-0.02181010,1.57080007,0.07332388
15.75631400,0.07191536,-0.18405432,1.36479986,-0.02191647,1.57080007,0.07192636
15.79770500,0.07037479,-0.18456784,1.36416161,-0.02203751,1.57080007,0.07036378
15.83917200,0.06896260,-0.18501532,1.36364448,-0.02214022,1.57080007,0.06899194
15.88074500,0.06757608,-0.18544449,1.36315298,-0.02225026,1.57080007,0.06758709
15.92230500,0.06621157,-0.18588834,1.36261737,-0.02236030,1.57080007,0.06617856
15.96383700,0.06466366,-0.18640551,1.36197925,-0.02248134,1.57080007,0.06463432
16.00562700,0.06327348,-0.18686403,1.36135924,-0.02258772,1.57080007,0.06328082
16.04699200,0.06187597,-0.18730052,1.36077976,-0.02269776,1.57080007,0.06190164
16.08830900,0.06032806,-0.18781404,1.36016715,-0.02282614,1.57080007,0.06033539
16.13008200,0.05895622,-0.18827254,1.35956192,-0.02294352,1.57080007,0.05895622
16.17154700,0.05756603,-0.18873471,1.35893846,-0.02304255,1.57080007,0.05758437
16.21315700,0.05599245,-0.18927759,1.35830748,-0.02317093,1.57080007,0.05602913
16.25470400,0.05461327,-0.18975443,1.35777926,-0.02328464,1.57080007,0.05463894
16.29597500,0.05324510,-0.19022393,1.35722899,-0.02340202,1.57080007,0.05325243
16.33740600,0.05187692,-0.19068244,1.35663116,-0.02351206,1.57080007,0.05187325
16.37893200,0.05030334,-0.19122899,1.35591960,-0.02364044,1.57080007,0.05032901
16.42054600,0.04891682,-0.19171682,1.35532534,-0.02376148,1.57080007,0.04895717
16.46205300,0.04754865,-0.19220467,1.35474575,-0.02388253,1.57080007,0.04757799
16.50363500,0.04600441,-0.19272186,1.35404527,-0.02401091,1.57080007,0.04601908
16.54521200,0.04461422,-0.19319136,1.35341060,-0.02413196,1.57080007,0.04465090
16.58638500,0.04321671,-0.19366822,1.35281646,-0.02425300,1.57080007,0.04325705
16.62751100,0.04184486,-0.19416706,1.35223317,-0.02437405,1.57080007,0.04185954
16.66886500,0.04030796,-0.19473928,1.35155094,-0.02451343,1.57080007,0.04029696
16.71081900,0.03893612,-0.19524179,1.35091996,-0.02463448,1.57080007,0.03892145
16.75234900,0.03753860,-0.19571863,1.35030377,-0.02475552,1.57080007,0.03754593
16.79383700,0.03599803,-0.19627251,1.34962165,-0.02489491,1.57080007,0.03599803
16.83541900,0.03463719,-0.19680071,1.34896123,-0.02502329,1.57080007,0.03460785
16.87697300,0.03326534,-0.19731423,1.34833038,-0.02514433,1.57080007,0.03323600
16.91964000,0.03171010,-0.19786443,1.34765184,-0.02529105,1.57080007,0.03172111
16.96140900,0.03032726,-0.19836329,1.34701729,-0.02541943,1.57080007,0.03035293
17.00317800,0.02879035,-0.19891350,1.34625065,-0.02556616,1.57080007,0.02879035
17.04458000,0.02742584,-0.19943434,1.34555733,-0.02569820,1.57080007,0.02742218
17.08583400,0.02604667,-0.19995888,1.34493375,-0.02583025,1.57080007,0.02605400
17.12749000,0.02465282,-0.20047973,1.34431767,-0.02596597,1.57080007,0.02469683
17.16889300,0.02312325,-0.20105562,1.34356928,-0.02612370,1.57080007,0.02315993
17.21014500,0.02176608,-0.20157647,1.34291637,-0.02625941,1.57080007,0.02177341
17.25233700,0.02040157,-0.20211935,1.34230387,-0.02639513,1.57080007,0.02040891
17.29414100,0.01883899,-0.20271724,1.34158492,-0.02655285,1.57080007,0.01887200
17.33559700,0.01746715,-0.20323808,1.34085500,-0.02669591,1.57080007,0.01749283
17.37715300,0.01611732,-0.20376264,1.34011400,-0.02683163,1.57080007,0.01611732
17.41872700,0.01458041,-0.20435685,1.33938420,-0.02699669,1.57080007,0.01458408
17.46053900,0.01319390,-0.20490338,1.33873487,-0.02713974,1.57080007,0.01321591
17.50181500,0.01181472,-0.20543891,1.33805990,-0.02728279,1.57080007,0.01184406
17.54299900,0.01029249,-0.20602946,1.33733737,-0.02744785,1.57080007,0.01029249
17.58424200,0.00893532,-0.20657234,1.33667350,-0.02759457,1.57080007,0.00893165
17.62555100,0.00756714,-0.20712987,1.33597291,-0.02773763,1.57080007,0.00757448
17.66717400,0.00618430,-0.20768742,1.33524287,-0.02789169,1.57080007,0.00619530
17.70911300,0.00465840,-0.20829263,1.33443594,-0.02805308,1.57080007,0.00464006
17.75104300,0.00330856,-0.20883185,1.33372068,-0.02820347,1.57080007,0.00326821
17.79251000,0.00194772,-0.20938937,1.33300173,-0.02835752,1.57080007,0.00192205
17.83399400,0.00040348,-0.21002762,1.33226812,-0.02852625,1.57080007,0.00040348
17.87556200,-0.00096102,-0.21059616,1.33162260,-0.02868031,1.57080007,-0.00093535
17.91687900,-0.00230719,-0.21113902,1.33091462,-0.02883070,1.57080007,-0.00229985
17.96009200,-0.00383309,-0.21176261,1.33003426,-0.02899576,1.57080007,-0.00382575
18.00166100,-0.00520126,-0.21233113,1.32932270,-0.02914982,1.57080007,-0.00517192
18.04340000,-0.00674917,-0.21298772,1.32851207,-0.02932588,1.57080007,-0.00670516
18.08471300,-0.00809534,-0.21354160,1.32772708,-0.02947627,1.57080007,-0.00807700
18.12628800,-0.00943784,-0.21409912,1.32702649,-0.02963033,1.57080007,-0.00944517
18.16783400,-0.01096740,-0.21474469,1.32627082,-0.02981373,1.57080007,-0.01095640
18.20937000,-0.01233925,-0.21533893,1.32554460,-0.02996779,1.57080007,-0.01230623
18.25080400,-0.01369642,-0.21593314,1.32474875,-0.03012185,1.57080007,-0.01366340
18.29243600,-0.01503158,-0.21649802,1.32401145,-0.03027957,1.57080007,-0.01501691
18.33436000,-0.01655381,-0.21715093,1.32318234,-0.03045564,1.57080007,-0.01653547
18.37608700,-0.01792565,-0.21774882,1.32239747,-0.03061336,1.57080007,-0.01787797
18.41765600,-0.01945889,-0.21839438,1.32155752,-0.03079676,1.57080007,-0.01943321
18.45978600,-0.02079772,-0.21896660,1.32082748,-0.03095449,1.57080007,-0.02080506
18.50135700,-0.02214022,-0.21956082,1.32007194,-0.03111588,1.57080007,-0.02215489
18.54251600,-0.02349372,-0.22016238,1.31929803,-0.03128828,1.57080007,-0.02349739
18.58406400,-0.02503062,-0.22084463,1.31846166,-0.03147902,1.57080007,-0.02502329
18.62562200,-0.02636945,-0.22144985,1.31767297,-0.03165508,1.57080007,-0.02637679
18.66734400,-0.02770095,-0.22204408,1.31691372,-0.03182381,1.57080007,-0.02773763
18.70871800,-0.02922318,-0.22273734,1.31606281,-0.03202188,1.57080007,-0.02923785
18.75069000,-0.03057668,-0.22334622,1.31525218,-0.03220162,1.57080007,-0.03057301
18.79260700,-0.03193385,-0.22392577,1.31440854,-0.03238135,1.57080007,-0.03190451
18.83415800,-0.03343407,-0.22458969,1.31355393,-0.03258310,1.57080007,-0.03342674
18.87600500,-0.03477291,-0.22520958,1.31278729,-0.03276649,1.57080007,-0.03477291
18.91768700,-0.03629147,-0.22591384,1.31187391,-0.03296090,1.57080007,-0.03627680
18.95970900,-0.03765231,-0.22652639,1.31112933,-0.03314797,1.57080007,-0.03761563
19.00141400,-0.03898747,-0.22714996,1.31035900,-0.03333137,1.57080007,-0.03895813
19.04306800,-0.04048036,-0.22786158,1.30935395,-0.03353678,1.57080007,-0.04048036
19.08449400,-0.04182285,-0.22849615,1.30851400,-0.03372018,1.57080007,-0.04181185
19.12574500,-0.04318003,-0.22911237,1.30774736,-0.03390725,1.57080007,-0.04314335
19.16788300,-0.04469492,-0.22978729,1.30683410,-0.03412000,1.57080007,-0.04466191
19.20951300,-0.04601541,-0.23041451,1.30607474,-0.03430340,1.57080007,-0.04601541
19.25049400,-0.04734690,-0.23106742,1.30528986,-0.03449414,1.57080007,-0.04735057
19.29168400,-0.04869674,-0.23170199,1.30443513,-0.03468120,1.57080007,-0.04867473
19.33339600,-0.05022264,-0.23240626,1.30345583,-0.03489395,1.57080007,-0.05018229
19.37541000,-0.05154313,-0.23306283,1.30261576,-0.03508469,1.57080007,-0.05153580
19.41680500,-0.05286729,-0.23371208,1.30176115,-0.03527543,1.57080007,-0.05288563
19.45844300,-0.05437485,-0.23443101,1.30089545,-0.03548817,1.57080007,-0.05436017
19.49999200,-0.05572101,-0.23506558,1.30011427,-0.03568258,1.57080007,-0.05569901
19.54161100,-0.05704884,-0.23572582,1.29922283,-0.03586965,1.57080007,-0.05705985
19.58289100,-0.05853439,-0.23646308,1.29823995,-0.03608606,1.57080007,-0.05856740
19.62435700,-0.05985855,-0.23709033,1.29738522,-0.03628413,1.57080007,-0.05988423
19.66586400,-0.06120105,-0.23774689,1.29646826,-0.03647854,1.57080007,-0.06121572
19.70768200,-0.06253988,-0.23841448,1.29565024,-0.03667661,1.57080007,-0.06252521
19.74919200,-0.06402910,-0.23916642,1.29475510,-0.03691503,1.57080007,-0.06401075
19.79079300,-0.06533858,-0.23981568,1.29386747,-0.03711311,1.57080007,-0.06534225
19.83256100,-0.06667374,-0.24046858,1.29296529,-0.03731485,1.57080007,-0.06666274
19.87419700,-0.06818497,-0.24124253,1.29200423,-0.03755327,1.57080007,-0.06814829
19.91603000,-0.06951647,-0.24191746,1.29109097,-0.03776602,1.57080007,-0.06947979
19.95765700,-0.07099468,-0.24264006,1.29011881,-0.03800077,1.57080007,-0.07098368
19.99913000,-0.07230050,-0.24331865,1.28926408,-0.03820618,1.57080007,-0.07230050
20.04091900,-0.07363199,-0.24400823,1.28836560,-0.03842260,1.57080007,-0.07362099
20.08219200,-0.07497082,-0.24467215,1.28749990,-0.03863534,1.57080007,-0.07492681
20.12351900,-0.07644904,-0.24542409,1.28646553,-0.03887743,1.57080007,-0.07642336
20.16505100,-0.07775119,-0.24611369,1.28559983,-0.03909751,1.57080007,-0.07774386
20.20675600,-0.07907534,-0.24680325,1.28471208,-0.03932126,1.57080007,-0.07905701
20.24800000,-0.08057924,-0.24758089,1.28363001,-0.03956335,1.57080007,-0.08052789
20.28917500,-0.08190340,-0.24825580,1.28270209,-0.03978343,1.57080007,-0.08187772
20.33055100,-0.08321288,-0.24895273,1.28182542,-0.04000719,1.57080007,-0.08322022
20.37243900,-0.08451504,-0.24963132,1.28090847,-0.04023093,1.57080007,-0.08454071
20.41338100,-0.08600792,-0.25040162,1.27992535,-0.04048036,1.57080007,-0.08600058
20.45511100,-0.08733208,-0.25109851,1.27902305,-0.04071144,1.57080007,-0.08731007
20.49665300,-0.08863790,-0.25181746,1.27801061,-0.04093153,1.57080007,-0.08863790
20.53830200,-0.09009777,-0.25260240,1.27696896,-0.04118462,1.57080007,-0.09013078
20.57955000,-0.09141093,-0.25330669,1.27604461,-0.04141204,1.57080007,-0.09142926
20.62091200,-0.09272775,-0.25403294,1.27514958,-0.04165046,1.57080007,-0.09272775
20.66234600,-0.09404824,-0.25472987,1.27425456,-0.04188155,1.57080007,-0.09402990
20.70429000,-0.09550811,-0.25550017,1.27317250,-0.04214564,1.57080007,-0.09550444
20.74584600,-0.09681027,-0.25620443,1.27218950,-0.04237673,1.57080007,-0.09681760
20.78772300,-0.09811975,-0.25693801,1.27120638,-0.04261515,1.57080007,-0.09811975
20.82955600,-0.09961264,-0.25774500,1.27015376,-0.04287191,1.57080007,-0.09957596
20.87161100,-0.10091479,-0.25845292,1.26928437,-0.04310667,1.57080007,-0.10087810
20.91306300,-0.10236733,-0.25928557,1.26819134,-0.04337443,1.57080007,-0.10235999
20.95490800,-0.10365847,-0.26001185,1.26720107,-0.04360918,1.57080007,-0.10365481
20.99653300,-0.10497529,-0.26071611,1.26621795,-0.04385127,1.57080007,-0.10494595
21.03788900,-0.10644984,-0.26151207,1.26507354,-0.04411904,1.57080007,-0.10642416
21.08096800,-0.10774466,-0.26225668,1.26417851,-0.04436847,1.57080007,-0.10773732
21.12238800,-0.10902847,-0.26299396,1.26323211,-0.04461790,1.57080007,-0.10903214
21.16394600,-0.11049568,-0.26380458,1.26207316,-0.04488933,1.57080007,-0.11048467
21.20570100,-0.11181616,-0.26456019,1.26110101,-0.04513875,1.57080007,-0.11177215
21.24664000,-0.11311465,-0.26530114,1.26007032,-0.04538818,1.57080007,-0.11308530
21.28777400,-0.11455619,-0.26612276,1.25896621,-0.04565961,1.57080007,-0.11456352
21.32911000,-0.11584733,-0.26686737,1.25799060,-0.04591637,1.57080007,-0.11586200
21.37053200,-0.11714948,-0.26761934,1.25699282,-0.04617680,1.57080007,-0.11712747
21.41225700,-0.11845530,-0.26834926,1.25601351,-0.04644824,1.57080007,-0.11844429
21.45408500,-0.11990417,-0.26919657,1.25485802,-0.04673801,1.57080007,-0.11992251
21.49530200,-0.12118065,-0.26996320,1.25389338,-0.04700578,1.57080007,-0.12121733
21.53705200,-0.12246446,-0.27071148,1.25282967,-0.04727354,1.57080007,-0.12249013
21.57834200,-0.12393167,-0.27154410,1.25163019,-0.04757432,1.57080007,-0.12393167
21.61968200,-0.12523015,-0.27232540,1.25065076,-0.04784209,1.57080007,-0.12520446
21.66112200,-0.12650295,-0.27308837,1.24960184,-0.04810986,1.57080007,-0.12649561
21.70273800,-0.12794448,-0.27391735,1.24851596,-0.04841064,1.57080007,-0.12793715
21.74402700,-0.12923196,-0.27469495,1.24745238,-0.04867840,1.57080007,-0.12921730
21.78557800,-0.13053411,-0.27546892,1.24633729,-0.04893149,1.57080007,-0.13050111
21.82706100,-0.13182525,-0.27621716,1.24531758,-0.04919559,1.57080007,-0.13178858
21.86848200,-0.13325213,-0.27707550,1.24416947,-0.04950004,1.57080007,-0.13324480
21.90998000,-0.13451393,-0.27787513,1.24318635,-0.04976781,1.57080007,-0.13452126
21.95148300,-0.13580874,-0.27864543,1.24212265,-0.05004290,1.57080007,-0.13579407
21.99294000,-0.13726495,-0.27951473,1.24088657,-0.05035102,1.57080007,-0.13723193
22.03440500,-0.13853775,-0.28029969,1.23979354,-0.05062612,1.57080007,-0.13851574
22.07534800,-0.13979222,-0.28106999,1.23877740,-0.05090123,1.57080007,-0.13979588
22.11669600,-0.14107235,-0.28184026,1.23778713,-0.05119100,1.57080007,-0.14105400
22.15809800,-0.14252856,-0.28273526,1.23653257,-0.05151012,1.57080007,-0.14247721
22.19954800,-0.14381604,-0.28353491,1.23546517,-0.05179989,1.57080007,-0.14377204
22.24112100,-0.14507785,-0.28431985,1.23431337,-0.05208600,1.57080007,-0.14507417
22.28236600,-0.14633965,-0.28513417,1.23326433,-0.05238311,1.57080007,-0.14635432
22.32410200,-0.14777751,-0.28601813,1.23211265,-0.05272423,1.57080007,-0.14777385
22.36543300,-0.14905398,-0.28678110,1.23097551,-0.05302501,1.57080007,-0.14904298
22.40716300,-0.15032679,-0.28758442,1.22989714,-0.05332946,1.57080007,-0.15030845
22.44870800,-0.15173899,-0.28850141,1.22862065,-0.05366692,1.57080007,-0.15175731
22.49059500,-0.15299712,-0.28929737,1.22754967,-0.05397137,1.57080007,-0.15303013
22.53242700,-0.15427725,-0.29011169,1.22644544,-0.05427215,1.57080007,-0.15428093
22.57408900,-0.15570779,-0.29103971,1.22522044,-0.05460226,1.57080007,-0.15569678
22.61557900,-0.15696959,-0.29183200,1.22409427,-0.05489571,1.57080007,-0.15695125
22.65738800,-0.15822406,-0.29261693,1.22299767,-0.05519282,1.57080007,-0.15822406
22.69922200,-0.15963991,-0.29355595,1.22171378,-0.05552661,1.57080007,-0.15964359
22.74097200,-0.16090906,-0.29436293,1.22054362,-0.05582005,1.57080007,-0.16089438
22.78257100,-0.16219287,-0.29518455,1.21944690,-0.05611716,1.57080007,-0.16214518
22.82414500,-0.16359405,-0.29612723,1.21817052,-0.05645095,1.57080007,-0.16356103
22.86585800,-0.16483384,-0.29693785,1.21709943,-0.05676640,1.57080007,-0.16483384
22.90739500,-0.16609564,-0.29775953,1.21587789,-0.05707818,1.57080007,-0.16607730
22.94914400,-0.16751884,-0.29869851,1.21457577,-0.05743765,1.57080007,-0.16748215
22.99042900,-0.16878431,-0.29950550,1.21345341,-0.05776411,1.57080007,-0.16875497
23.03181300,-0.17002778,-0.30034915,1.21234918,-0.05808689,1.57080007,-0.17002778
23.07331100,-0.17142528,-0.30129915,1.21106541,-0.05846836,1.57080007,-0.17142896
23.11451100,-0.17267609,-0.30212080,1.20985508,-0.05879482,1.57080364,-0.17266142
23.15625400,-0.17395623,-0.30295712,1.20865929,-0.05913228,1.57080007,-0.17391589
23.19781700,-0.17536108,-0.30392912,1.20741212,-0.05950275,1.57080007,-0.17533541
23.23887000,-0.17659721,-0.30475444,1.20628977,-0.05984021,1.57080007,-0.17659354
23.28032000,-0.17783701,-0.30559075,1.20505726,-0.06016300,1.57080007,-0.17784433
23.32186700,-0.17909147,-0.30644909,1.20387614,-0.06050045,1.57080007,-0.17907679
23.36342400,-0.18049999,-0.30739543,1.20251536,-0.06086726,1.57080007,-0.18048164
23.40556500,-0.18174712,-0.30823541,1.20140016,-0.06119004,1.57080364,-0.18174346
23.44710700,-0.18297592,-0.30911574,1.20019352,-0.06151650,1.57080007,-0.18300159
23.48865200,-0.18435876,-0.31007308,1.19885457,-0.06187963,1.57080364,-0.18439545
23.53012300,-0.18562056,-0.31092772,1.19759655,-0.06220242,1.57080007,-0.18562423
23.57129300,-0.18687135,-0.31177869,1.19640803,-0.06253254,1.57080007,-0.18686035
23.61249300,-0.18810381,-0.31263703,1.19521964,-0.06288100,1.57080364,-0.18808915
23.65429800,-0.18948300,-0.31360540,1.19387341,-0.06326982,1.57080007,-0.18947932
23.69597300,-0.19071911,-0.31449306,1.19265568,-0.06362928,1.57080007,-0.19071546
23.73743400,-0.19196258,-0.31535873,1.19147456,-0.06399608,1.57080007,-0.19194058
23.77894200,-0.19337110,-0.31635275,1.19001460,-0.06439957,1.57080007,-0.19333443
23.82029600,-0.19459622,-0.31721106,1.18881154,-0.06475904,1.57080007,-0.19458155
23.86218400,-0.19581401,-0.31806940,1.18757176,-0.06512950,1.57080007,-0.19581768
23.90483300,-0.19719318,-0.31906340,1.18622184,-0.06554032,1.57080007,-0.19719686
23.94628900,-0.19844033,-0.31995109,1.18494546,-0.06590713,1.57080007,-0.19841830
23.98770900,-0.19982684,-0.32093778,1.18350029,-0.06630694,1.57080007,-0.19979015
24.02916200,-0.20105562,-0.32183278,1.18226421,-0.06667008,1.57080007,-0.20103361
24.07038900,-0.20225507,-0.32271677,1.18109035,-0.06702954,1.57080007,-0.20226607
24.11208900,-0.20348753,-0.32358608,1.17982125,-0.06738167,1.57080364,-0.20346551
24.15423200,-0.20489238,-0.32459113,1.17835033,-0.06777415,1.57080007,-0.20483735
24.19576500,-0.20612484,-0.32548246,1.17707753,-0.06813729,1.57080007,-0.20607716
24.23742700,-0.20733161,-0.32639214,1.17590749,-0.06851509,1.57080007,-0.20732796
24.27907300,-0.20869978,-0.32739717,1.17444396,-0.06893325,1.57080007,-0.20870712
24.32052200,-0.20991391,-0.32829586,1.17317104,-0.06931839,1.57080007,-0.20992124
24.36230600,-0.21115737,-0.32919452,1.17181015,-0.06969620,1.57080007,-0.21113171
24.40384400,-0.21252187,-0.33021423,1.17043841,-0.07013270,1.57080007,-0.21250720
24.44543200,-0.21372499,-0.33112389,1.16915464,-0.07052884,1.57080007,-0.21373598
24.48671900,-0.21493544,-0.33203724,1.16785610,-0.07091399,1.57080007,-0.21495745
24.52797000,-0.21630728,-0.33304960,1.16635954,-0.07135415,1.57080007,-0.21631829
24.56929600,-0.21752506,-0.33397394,1.16508305,-0.07175030,1.57080007,-0.21752506
24.61055900,-0.21874653,-0.33490562,1.16377354,-0.07214278,1.57080007,-0.21872818
24.65261300,-0.21994597,-0.33580798,1.16248977,-0.07253525,1.57080007,-0.21993862
24.69442300,-0.22129947,-0.33684599,1.16100430,-0.07297542,1.57080007,-0.22130315
24.73575300,-0.22251359,-0.33776304,1.15967643,-0.07337523,1.57080007,-0.22250624
24.77714500,-0.22373505,-0.33867636,1.15828621,-0.07377138,1.57080007,-0.22370569
24.81865500,-0.22509955,-0.33973643,1.15682268,-0.07421888,1.57080007,-0.22506654
24.86022000,-0.22628798,-0.34066811,1.15550947,-0.07460769,1.57080364,-0.22627331
24.90184400,-0.22747643,-0.34160712,1.15419638,-0.07500751,1.57080007,-0.22748010
24.94358700,-0.22884093,-0.34264517,1.15259349,-0.07546601,1.57080007,-0.22882259
24.98477900,-0.23005871,-0.34356216,1.15127671,-0.07588783,1.57080007,-0.23002571
25.02612600,-0.23126183,-0.34451586,1.15000010,-0.07630232,1.57080007,-0.23123983
25.06742500,-0.23244661,-0.34546956,1.14862454,-0.07671681,1.57080007,-0.23245761
25.10888600,-0.23378544,-0.34651861,1.14704001,-0.07717898,1.57080007,-0.23379643
25.15039200,-0.23499221,-0.34748331,1.14567196,-0.07760080,1.57080007,-0.23497020
25.19190800,-0.23621000,-0.34841499,1.14441371,-0.07802996,1.57080007,-0.23616599
25.23342100,-0.23755251,-0.34946769,1.14281821,-0.07851414,1.57080007,-0.23752315
25.27499400,-0.23873729,-0.35043240,1.14142060,-0.07895430,1.57080007,-0.23874094
25.31634100,-0.23992205,-0.35138240,1.14003420,-0.07937980,1.57080007,-0.23992571
25.35799600,-0.24126822,-0.35247183,1.13853383,-0.07986030,1.57080007,-0.24125721
25.39944000,-0.24247499,-0.35343283,1.13712168,-0.08027113,1.57080007,-0.24245299
25.44101800,-0.24365610,-0.35437188,1.13570213,-0.08070028,1.57080007,-0.24366343
25.48265200,-0.24499126,-0.35545394,1.13412488,-0.08116613,1.57080007,-0.24499860
25.52433300,-0.24616504,-0.35642231,1.13272738,-0.08159529,1.57080007,-0.24618338
25.56588800,-0.24735713,-0.35740164,1.13134825,-0.08203178,1.57080007,-0.24737547
25.60715100,-0.24855290,-0.35837001,1.12993968,-0.08247194,1.57080007,-0.24855658
25.64885300,-0.24988808,-0.35946307,1.12834048,-0.08297813,1.57080007,-0.24987340
25.69041400,-0.25105819,-0.36044243,1.12686586,-0.08342930,1.57080007,-0.25104716
25.73196600,-0.25223562,-0.36141446,1.12545371,-0.08389513,1.57080007,-0.25222829
25.77351300,-0.25356343,-0.36251488,1.12390220,-0.08442700,1.57080007,-0.25354877
25.81509100,-0.25476289,-0.36350891,1.12238729,-0.08489650,1.57080007,-0.25472254
25.85683800,-0.25594398,-0.36447728,1.12091637,-0.08535501,1.57080007,-0.25591466
25.89856500,-0.25725716,-0.36559603,1.11934650,-0.08586486,1.57080007,-0.25724614
