frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.115616,1786965574.363589,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,116.6533,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.208225,1786965574.480269,2470,50000,0,2470,27,1642,0.010931,0.223581,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590995,0.994839,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.375640,,0,1.000000,SAFE,1,current,50000,194.8617,0.00000734,-0.00000367,1.57080007,-0.00000367,1.57079637,0.00000734,0.00007922,-0.00007922,0.00000000,-0.00003961,0.00000000,0.00007922
2,0.395740,1786965574.675150,2476,50000,0,2476,26,1586,0.010501,0.223273,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589157,0.991116,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.375723,,0,1.000000,SAFE,1,current,50000,166.3366,0.00376706,-0.00376706,1.56709158,-0.00158459,1.57079637,0.00372672,0.02005030,-0.02006986,-0.01977701,-0.00843091,0.00000000,0.01983513
3,0.568656,1786965574.841502,2466,50000,0,2466,24,1636,0.009732,0.222582,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581704,0.976117,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.382032,,0,1.000000,SAFE,1,current,50000,163.5172,0.01872895,-0.01533603,1.55436730,-0.00363502,1.57079637,0.01883899,0.08652695,-0.06690513,-0.07358652,-0.01185795,0.00000000,0.08739668
4,0.724002,1786965575.005037,2523,50000,0,2523,21,1703,0.008323,0.224776,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.569375,0.951963,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.390561,,0,1.000000,SAFE,1,current,50000,162.3444,0.04288292,-0.02727179,1.54053140,-0.00532964,1.57079637,0.04303331,0.15548522,-0.07683354,-0.08906525,-0.01090876,0.00000000,0.15574495
5,0.881693,1786965575.167398,2424,50000,0,2424,19,1588,0.007838,0.224536,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.551325,0.917502,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.413065,,0,1.000000,SAFE,1,current,50000,169.9161,0.07734404,-0.03918554,1.52657831,-0.00700960,1.57079637,0.07766315,0.21853539,-0.07555113,-0.08848359,-0.01065346,0.00000000,0.21960537
6,1.051597,1786965575.337330,2509,50000,0,2509,20,1728,0.007971,0.224098,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.524581,0.867877,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.438224,,0,1.000000,SAFE,1,current,50000,158.7533,0.12696879,-0.05224739,1.51135230,-0.00889130,1.57079637,0.12737595,0.29207413,-0.07687755,-0.08961502,-0.01107503,0.00000000,0.29259233
7,1.211224,1786965575.496103,2466,50000,0,2466,24,1721,0.009732,0.223633,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.492414,0.809871,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.470618,,0,1.000000,SAFE,1,current,50000,173.8763,0.18497498,-0.06456830,1.49699557,-0.01066663,1.57079637,0.18567926,0.36338773,-0.07718597,-0.08993971,-0.01112177,0.00000000,0.36524904
8,1.391682,1786965575.670008,2461,50000,0,2461,24,1752,0.009752,0.220730,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.449347,0.734350,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.487452,,0,1.000000,SAFE,1,current,50000,172.4706,0.26049602,-0.07841144,1.48082328,-0.01261068,1.57079637,0.26128832,0.41849452,-0.07671080,-0.08961761,-0.01077284,0.00000000,0.41898229
9,1.561533,1786965575.842495,2388,50000,0,2388,22,1690,0.009213,0.224003,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.405997,0.660329,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.483808,,0,1.000000,SAFE,1,current,50000,180.2387,0.33451682,-0.09149896,1.46553123,-0.01445937,1.57079256,0.33530545,0.43579993,-0.07705320,-0.09003244,-0.01088420,-0.00002246,0.43577835
