frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.091206,1786967292.191549,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,92.2355,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.193773,1786967292.283823,2457,50000,0,2457,19,1645,0.007733,0.225166,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376154,,0,1.000000,SAFE,1,current,50000,204.3619,0.00000000,0.00000000,1.57080007,-0.00000367,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,-0.00003576,0.00000000,0.00000000
2,0.376803,1786967292.488200,2477,50000,0,2477,20,1718,0.008074,0.225131,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589593,0.992014,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.377035,,0,1.000000,SAFE,1,current,50000,152.3185,0.00287940,-0.00290141,1.56794989,-0.00142686,1.57079637,0.00282805,0.01573186,-0.01585210,-0.01557217,-0.00777575,0.00000000,0.01545129
3,0.526803,1786967292.640536,2416,50000,0,2416,15,1615,0.006209,0.226186,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.584262,0.981212,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.380853,,0,1.000000,SAFE,1,current,50000,166.1065,0.01363406,-0.01192476,1.55820394,-0.00314717,1.57079637,0.01373310,0.07169791,-0.06015582,-0.06497320,-0.01146873,0.00000000,0.07270050
4,0.696077,1786967292.806660,2455,50000,0,2455,21,1662,0.008554,0.223875,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.572175,0.957396,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.394210,,0,1.000000,SAFE,1,current,50000,159.5697,0.03745057,-0.02495726,1.54320168,-0.00499952,1.57079637,0.03750192,0.14069777,-0.07699047,-0.08862691,-0.01094292,0.00000000,0.14041608
5,0.853250,1786967292.966247,2523,50000,0,2523,18,1756,0.007134,0.224992,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.555248,0.924915,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.405114,,0,1.000000,SAFE,1,current,50000,171.4986,0.06993096,-0.03688202,1.52923751,-0.00666481,1.57079637,0.07006300,0.20665443,-0.07587053,-0.08884619,-0.01059527,0.00000000,0.20716784
6,1.027342,1786967293.137762,2429,50000,0,2429,26,1701,0.010704,0.223770,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.528946,0.875877,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.437726,,0,1.000000,SAFE,1,current,50000,167.4631,0.11896882,-0.05033635,1.51357508,-0.00862353,1.57079637,0.11929528,0.28167633,-0.07728244,-0.08996591,-0.01125104,0.00000000,0.28279302
7,1.193257,1786967293.305243,2467,50000,0,2467,38,1693,0.015403,0.223172,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.496752,0.817604,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458968,,0,1.000000,SAFE,1,current,50000,168.5569,0.17724277,-0.06303139,1.49873424,-0.01043921,1.57079637,0.17771596,0.35122954,-0.07651572,-0.08944892,-0.01094345,0.00000000,0.35211393
8,1.362818,1786967293.473816,2447,50000,0,2447,22,1736,0.008991,0.223494,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.456758,0.747188,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.487129,,0,1.000000,SAFE,1,current,50000,163.8208,0.24765792,-0.07610425,1.48353398,-0.01228789,1.57079637,0.24820079,0.41527790,-0.07709801,-0.08964449,-0.01090275,0.00000000,0.41568883
9,1.525493,1786967293.637654,2386,50000,0,2386,12,1758,0.005029,0.222940,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.416236,0.677654,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.479265,,0,1.000000,SAFE,1,current,50000,135.0493,0.31719273,-0.08841781,1.46911860,-0.01403021,1.57079637,0.31791165,0.42744778,-0.07569456,-0.08861495,-0.01071043,0.00000000,0.42853005
10,1.660459,1786967293.772722,2351,50000,0,2351,15,1740,0.006380,0.223680,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.381241,0.618749,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.489046,,0,1.000000,SAFE,1,current,50000,154.1887,0.37609759,-0.09879833,1.45700681,-0.01553043,1.57079637,0.37683487,0.43643906,-0.07691157,-0.08973887,-0.01111549,0.00000000,0.43657509
11,1.819891,1786967293.926926,2300,50000,0,2300,16,1630,0.006957,0.222587,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.339171,0.548957,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.498474,,0,1.000000,SAFE,1,current,50000,170.4158,0.44588917,-0.11109357,1.44265008,-0.01730209,1.57079637,0.44661540,0.43775282,-0.07711921,-0.09004954,-0.01111234,0.00000000,0.43768347
12,1.986279,1786967294.097361,2463,50000,0,2463,32,1779,0.012992,0.222702,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.293975,0.474779,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.489535,,0,1.000000,SAFE,1,current,50000,167.2983,0.52006769,-0.12417009,1.42739105,-0.01911409,1.57079637,0.52082694,0.44581660,-0.07859055,-0.09170752,-0.01089024,0.00000000,0.44601506
13,2.152733,1786967294.264676,2496,50000,0,2496,39,1731,0.015625,0.223388,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.249899,0.402772,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.487514,,0,1.000000,SAFE,1,current,50000,162.8977,0.59207475,-0.13686146,1.41260159,-0.02091876,1.57079637,0.59282303,0.43259491,-0.07624562,-0.08885026,-0.01084187,0.00000000,0.43252902
14,2.315222,1786967294.427590,2587,50000,0,2587,27,1768,0.010437,0.221236,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.207223,0.332962,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.492232,,0,1.000000,SAFE,1,current,50000,184.0232,0.66188467,-0.14917135,1.39821923,-0.02271243,1.57079637,0.66261822,0.42962796,-0.07575822,-0.08851271,-0.01103868,0.00000000,0.42953735
15,2.500156,1786967294.611632,2396,50000,0,2396,10,1629,0.004174,0.224105,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.158311,0.252313,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.493430,,0,1.000000,SAFE,1,current,50000,151.9654,0.74253356,-0.16338131,1.38160682,-0.02470784,1.57079637,0.74330020,0.43609656,-0.07683816,-0.08982906,-0.01078986,0.00000000,0.43627543
16,2.653812,1786967294.763618,2490,50000,0,2490,9,1678,0.003614,0.223268,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.119010,0.186809,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.498964,,0,1.000000,SAFE,1,current,50000,149.0253,0.80803722,-0.17531340,1.36768293,-0.02638046,1.57079637,0.80856538,0.42629912,-0.07765428,-0.09061691,-0.01088546,0.00000000,0.42474709
17,2.801605,1786967294.912660,2560,50000,0,2560,12,1731,0.004687,0.222594,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.085573,0.130974,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.505705,,0,1.000000,SAFE,1,current,50000,160.7320,0.86387193,-0.18686035,1.35425425,-0.02808242,1.57079637,0.86423510,0.37779007,-0.07812926,-0.09086149,-0.01151587,0.00000000,0.37667374
18,2.959501,1786967295.073408,2533,50000,0,2533,20,1699,0.007896,0.224101,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.056918,0.083690,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.507921,,0,1.000000,SAFE,1,current,50000,185.6617,0.91115648,-0.19876310,1.34031582,-0.02980273,1.57079637,0.91136926,0.29946611,-0.07538341,-0.08827592,-0.01089517,0.00000000,0.29851370
