frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
19,3.148385,1786967295.259101,2588,50000,0,2588,21,1766,0.008114,0.222357,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.029587,0.040275,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.493226,,0,1.000000,SAFE,1,current,50000,178.9542,0.95457131,-0.21338387,1.32329988,-0.03179447,1.57079637,0.95467037,0.22984901,-0.07740601,-0.09008663,-0.01054476,0.00000000,0.22924692
20,3.326746,1786967295.438072,2474,50000,0,2474,13,1642,0.005255,0.224002,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.011283,0.013942,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.489852,,0,1.000000,SAFE,1,current,50000,162.3469,0.98091143,-0.22716464,1.30728889,-0.03380821,1.57079637,0.98090041,0.14767917,-0.07726360,-0.08976764,-0.01129032,0.00000000,0.14706194
21,3.490047,1786967295.600437,2459,50000,0,2459,41,1629,0.016673,0.224492,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.002154,0.002604,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.511536,,0,1.000000,SAFE,1,current,50000,170.0259,0.99225658,-0.23663916,1.29723477,-0.03559455,1.57079637,0.99225295,0.06947394,-0.05801881,-0.06156806,-0.01093891,0.00000000,0.06951920
22,3.664471,1786967295.770483,2442,50000,0,2442,30,1727,0.012285,0.224139,1,0,0,,,,,,,,,,,no_stable_track,REFERENCE_ARMED,1,0,0,0,0.000000,0.400001,0.000046,0.000084,1.040070,26,0.025467,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.399984,0.490545,,0,1.000000,SAFE,1,current,50000,176.2466,0.99478388,-0.23917009,1.29471481,-0.03689669,1.57079637,0.99477655,0.01448936,-0.01451020,-0.01444732,-0.00746541,0.00000000,0.01446817
23,3.835218,1786967295.946748,2487,50000,0,2487,21,1637,0.008444,0.224295,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,5,5,0,0.170685,0.399973,0.000015,0.000033,1.206104,30,0.031420,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.399735,0.490505,,0,1.000000,SAFE,1,current,50000,170.3396,0.99479854,-0.23916642,1.29468930,-0.03695171,1.57079637,0.99481690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
24,4.004874,1786967296.117104,2540,50000,0,2540,30,1788,0.011811,0.222955,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,9,4,0,0.337103,0.399066,0.000094,0.000143,1.372008,34,0.035440,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.398329,0.471964,,0,1.000000,SAFE,1,current,50000,178.4831,0.99395126,-0.23773223,1.29650128,-0.03676831,1.57079637,0.99403191,-0.00499412,0.00845355,0.01068035,0.00108101,0.00000000,-0.00462698
25,4.186150,1786967296.295607,2626,50000,0,2626,43,1752,0.016375,0.222897,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,14,5,0,0.544079,0.396003,0.000277,0.000499,1.579134,39,0.037546,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.395243,0.461560,,0,1.000000,SAFE,1,current,50000,187.4503,0.99147528,-0.23386246,1.30161440,-0.03536346,1.57079637,0.99146795,-0.01365856,0.02134733,0.02820620,0.00774979,0.00000000,-0.01414387
26,4.372885,1786967296.483076,2604,50000,0,2604,21,1716,0.008065,0.222190,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,18,4,0,0.709186,0.392744,0.000096,0.000169,1.745168,43,0.036655,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.391550,0.463262,,0,1.000000,SAFE,1,current,50000,193.4810,0.98810440,-0.22869422,1.30824256,-0.03373852,1.57079637,0.98811907,-0.01805170,0.02767692,0.03549502,0.00870183,0.00000000,-0.01793392
27,4.569936,1786967296.676575,2468,50000,0,2468,25,1639,0.010130,0.223961,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,23,5,0,0.915797,0.388643,0.000102,0.000224,1.953083,48,0.036695,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.387934,0.453249,,0,1.000000,SAFE,1,current,50000,165.7689,0.98449135,-0.22317749,1.31541359,-0.03216127,1.57079637,0.98449135,-0.01833566,0.02799646,0.03639182,0.00800431,0.00000000,-0.01841007
28,4.737322,1786967296.842376,2477,50000,0,2477,25,1756,0.010093,0.224052,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,27,4,0,1.081442,0.385326,0.000000,0.000018,2.119122,52,0.036075,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.384239,0.432187,,0,1.000000,SAFE,1,current,50000,182.1023,0.98129654,-0.21838705,1.32160890,-0.03084445,1.57079637,0.98130023,-0.01908647,0.02861912,0.03701209,0.00786697,0.00000000,-0.01906440
29,4.914559,1786967297.024507,2351,50000,0,2351,52,1656,0.022118,0.222358,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,31,4,0,1.247735,0.382031,0.000198,0.000136,2.285482,56,0.035393,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.380425,0.422095,,0,1.000000,SAFE,1,current,50000,176.1751,0.97799897,-0.21349023,1.32778585,-0.02946160,1.57079637,0.97799897,-0.01860546,0.02762872,0.03485143,0.00780227,0.00000000,-0.01862631
30,5.093380,1786967297.200700,2544,50000,0,2544,65,1772,0.025550,0.223353,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,35,4,0,1.413500,0.378642,0.000396,0.000686,2.451738,60,0.034479,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.377337,0.400310,,0,1.000000,SAFE,1,current,50000,184.6987,0.97457302,-0.20851271,1.33410215,-0.02804574,1.57079637,0.97455102,-0.01915857,0.02783522,0.03532192,0.00791772,0.00000000,-0.01928156
31,5.274437,1786967297.385417,2507,50000,0,2507,82,1748,0.032708,0.224686,1,0,0,,,,,,,,,,,no_stable_track,RUNNING,1,40,5,0,1.620678,0.374536,0.000098,0.000191,2.658917,65,0.034971,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.373436,0.392142,,0,1.000000,SAFE,1,current,50000,186.1169,0.97109205,-0.20355722,1.34037447,-0.02674359,1.57079637,0.97110677,-0.01922577,0.02736967,0.03464267,0.00719192,0.00000000,-0.01902298
32,5.462364,1786967297.571552,2480,50000,1,2480,98,1746,0.039516,0.225158,1,0,0,0.399769,upperArm_Link,0,0.570446,-0.478879,0.352439,,,,,no_stable_track,RUNNING,1,44,4,0,1.786746,0.371240,0.000400,0.000712,2.824971,69,0.033713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.090609,1,0.016113,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.369745,0.380369,,0,1.000000,SAFE,1,current,50000,184.0856,0.96743143,-0.19837064,1.34697700,-0.02544511,1.57079637,0.96742034,-0.01947896,0.02759897,0.03513348,0.00690950,0.00000000,-0.01961629
33,5.643022,1786967297.755655,2465,50000,1,2465,121,1781,0.049087,0.225578,1,0,0,0.379975,upperArm_Link,0,0.559584,-0.466746,0.371988,,,,,no_stable_track,RUNNING,1,49,5,0,1.994676,0.367024,0.000198,0.000367,3.032850,74,0.034256,0.063064,-0.062051,0.001499,0.011159,0.097022,0.063064,-0.095463,0.002307,0.017168,0.650,0.097696,2,0.014685,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.366033,0.361497,,0,1.000000,SAFE,1,current,50000,178.9304,0.96388078,-0.19347382,1.35309160,-0.02422732,1.57079637,0.96389174,-0.01965401,0.02710551,0.03384634,0.00674085,0.00000000,-0.01953194
34,5.826474,1786967297.934603,2447,50000,1,2447,137,1772,0.055987,0.224771,1,1,0,0.366688,upperArm_Link,0,0.561535,-0.463018,0.377516,,,,,predicted_track_not_dynamic,RUNNING,1,53,4,0,2.160510,0.363737,0.000197,0.000301,3.198997,78,0.033262,0.062025,-0.061630,0.003155,0.006242,0.061357,0.062025,-0.060197,0.008148,-0.008633,0.250,0.098642,3,0.025761,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.362331,0.345493,,0,1.000000,SAFE,1,current,50000,181.3215,0.96023840,-0.18850364,1.35924280,-0.02295819,1.57079637,0.96024573,-0.01985460,0.02709242,0.03353017,0.00691806,0.00000000,-0.01987442
35,6.004083,1786967298.115943,2472,50000,1,2472,130,1739,0.052589,0.225510,1,1,0,0.387691,upperArm_Link,0,0.574396,-0.463614,0.387295,,,,,predicted_track_not_dynamic,RUNNING,1,57,4,0,2.327031,0.360436,0.000393,0.000624,3.365223,82,0.032576,0.048691,-0.047830,0.006742,0.006139,0.021097,0.048691,-0.004367,0.017894,0.010287,0.250,0.101377,4,0.021272,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.358638,0.370714,,0,1.000000,SAFE,1,current,50000,188.1883,0.95673180,-0.18384157,1.36501622,-0.02180276,1.57079637,0.95676112,-0.01974347,0.02624917,0.03250654,0.00650549,0.00000000,-0.01961964
36,6.194832,1786967298.304149,2491,50000,1,2491,152,1756,0.061020,0.224108,1,1,0,0.352440,upperArm_Link,0,0.574318,-0.448179,0.373031,,,,,predicted_track_not_dynamic,RUNNING,1,62,5,0,2.534425,0.356242,0.000003,0.000018,3.572092,87,0.032766,0.040033,-0.037049,0.014520,0.004386,0.043819,0.040033,-0.016169,0.040636,-0.002714,0.250,0.106258,5,0.025449,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.012763,0.354822,0.351920,,0,1.000000,SAFE,1,current,50000,178.6045,0.95290601,-0.17879437,1.37124836,-0.02063999,1.57080007,0.95292807,-0.02005656,0.02645981,0.03267183,0.00609576,0.00001937,-0.02009468
37,6.370923,1786967298.482773,2433,50000,1,2433,180,1787,0.073983,0.222627,1,1,0,0.335800,upperArm_Link,0,0.572699,-0.438857,0.373903,,,,,predicted_track_not_dynamic,RUNNING,1,66,4,0,2.700459,0.352932,0.000294,0.000297,3.737831,91,0.032015,0.038077,-0.006265,0.037547,-0.000916,0.044801,0.038077,0.006119,0.044041,-0.005480,0.650,0.106916,6,0.024195,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.019709,0.351736,0.335294,,0,1.000000,SAFE,1,current,50000,171.3330,0.94935900,-0.17416897,1.37693000,-0.01962395,1.57080007,0.94934070,-0.02014314,0.02626717,0.03226545,0.00577001,0.00000000,-0.02037230
38,6.544581,1786967298.654123,2358,50000,1,2358,134,1669,0.056828,0.225868,1,1,0,0.391580,upperArm_Link,0,0.580642,-0.442747,0.389376,,,,,predicted_track_not_dynamic,RUNNING,1,70,4,0,2.866533,0.349627,0.000406,0.000594,3.903754,95,0.031307,0.045441,0.022555,0.038435,0.008882,0.068491,0.045441,0.055871,0.032558,0.022571,0.650,0.102458,7,0.011543,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.022772,0.348123,0.381844,,0,1.000000,SAFE,1,current,50000,187.0789,0.94575334,-0.16959494,1.38256049,-0.01861157,1.57080007,0.94576067,-0.02076302,0.02633931,0.03242289,0.00582971,0.00000000,-0.02061543
39,6.732012,1786967298.841219,2423,50000,1,2423,197,1752,0.081304,0.226668,1,1,0,0.341067,upperArm_Link,0,0.574858,-0.425428,0.389242,,,,,predicted_track_not_dynamic,RUNNING,1,75,5,0,3.074448,0.345436,0.000001,0.000044,4.111125,100,0.031321,0.044177,0.020857,0.037396,0.010869,0.045743,0.044177,-0.000504,0.044444,0.010815,0.250,0.107275,8,0.018083,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.025949,0.343828,0.326519,,0,1.000000,SAFE,1,current,50000,187.6976,0.94184691,-0.16467980,1.38859069,-0.01753684,1.57080007,0.94183588,-0.02084191,0.02622371,0.03217284,0.00573400,0.00000000,-0.02093985
40,6.917027,1786967299.028934,2556,50000,1,2556,189,1690,0.073944,0.225065,1,1,0,0.368455,upperArm_Link,0,0.579705,-0.423717,0.393566,,,,,predicted_track_not_dynamic,RUNNING,1,79,4,0,3.240574,0.342138,0.000399,0.000569,4.277571,104,0.030518,0.042723,0.023079,0.033348,0.013437,0.039993,0.042723,0.030525,0.019575,0.016868,0.250,0.113368,9,0.019546,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.028077,0.340745,0.368385,,0,1.000000,SAFE,1,current,50000,184.3189,0.93796980,-0.15993702,1.39433849,-0.01650613,1.57080007,0.93795514,-0.02095565,0.02563456,0.03106669,0.00557100,0.00000000,-0.02097530
41,7.102000,1786967299.213273,2577,50000,1,2577,239,1850,0.092744,0.225318,1,1,0,0.312495,upperArm_Link,0,0.579265,-0.405560,0.381068,,,,,predicted_track_not_dynamic,RUNNING,1,84,5,0,3.448258,0.337942,0.000095,0.000184,4.484676,109,0.030694,0.040814,0.019494,0.034903,0.008216,0.041725,0.040814,0.017156,0.037398,-0.006931,0.250,0.120001,10,0.027940,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.031464,0.337037,0.310067,,0,1.000000,SAFE,1,current,50000,190.0102,0.93407065,-0.15519427,1.39998353,-0.01553777,1.57080007,0.93408167,-0.02107959,0.02564026,0.03051816,0.00523514,0.00000000,-0.02094071
42,7.295355,1786967299.403314,2433,50000,1,2433,245,1753,0.100699,0.224914,1,1,0,0.310209,upperArm_Link,0,0.575916,-0.401010,0.383222,,,,,predicted_track_not_dynamic,RUNNING,1,88,4,0,3.613459,0.334639,0.000395,0.000513,4.649933,113,0.029649,0.049620,-0.003331,0.047382,-0.014355,0.062857,0.049620,-0.020979,0.055683,-0.020257,0.650,0.118630,11,0.022544,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.035267,0.332736,0.266912,,0,1.000000,SAFE,1,current,50000,182.2499,0.93003953,-0.15037814,1.40570939,-0.01459875,1.57080007,0.93004316,-0.02084825,0.02490818,0.02961315,0.00485642,0.00000000,-0.02088648
43,7.474667,1786967299.585581,2393,50000,1,2393,234,1717,0.097785,0.225000,1,1,0,0.308990,upperArm_Link,0,0.584658,-0.394257,0.377243,,,,,predicted_track_not_dynamic,RUNNING,1,93,5,0,3.820769,0.330524,0.000097,0.000180,4.857671,118,0.030038,0.054203,-0.004737,0.048505,-0.023723,0.053135,0.054203,-0.001822,0.045259,-0.027778,0.650,0.120030,12,0.031783,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.038254,0.329130,0.298199,,0,1.000000,SAFE,1,current,50000,183.3548,0.92614776,-0.14583713,1.41115272,-0.01373676,1.57080007,0.92618811,-0.02170385,0.02532459,0.03035674,0.00480719,0.00000000,-0.02149909
