frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.094654,1786953978.894853,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,95.6781,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.192355,1786953978.990567,2438,50000,0,2438,51,1701,0.020919,0.222892,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.336683,,0,1.000000,SAFE,1,current,50000,204.1211,0.00000000,0.00001100,1.57080007,-0.00000367,1.57079637,0.00000000,0.00000000,0.00011263,0.00000000,-0.00003754,0.00000000,0.00000000
2,0.379717,1786953979.194704,2490,50000,0,2490,41,1657,0.016466,0.223712,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589598,0.992007,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.343859,,0,1.000000,SAFE,1,current,50000,187.6591,0.00286840,-0.00287940,1.56796837,-0.00142686,1.57079637,0.00283539,0.01530939,-0.01542685,-0.01511351,-0.00759596,0.00000000,0.01513319
3,0.564037,1786953979.382382,2501,50000,0,2501,37,1676,0.014794,0.224718,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582315,0.977331,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.361337,,0,1.000000,SAFE,1,current,50000,164.2713,0.01751483,-0.01456207,1.55521452,-0.00353598,1.57079637,0.01767256,0.07946178,-0.06338236,-0.06919384,-0.01144266,0.00000000,0.08049658
4,0.735344,1786953979.546669,2599,50000,0,2599,20,1633,0.007695,0.225785,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.568886,0.951017,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.360354,,0,1.000000,SAFE,1,current,50000,166.5891,0.04382927,-0.02766794,1.54006553,-0.00536999,1.57079637,0.04404201,0.15360992,-0.07650519,-0.08843193,-0.01070601,0.00000000,0.15393111
5,0.896968,1786953979.713276,2620,50000,0,2620,41,1707,0.015649,0.224338,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549958,0.914927,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.388984,,0,1.000000,SAFE,1,current,50000,174.8592,0.07991900,-0.03995950,1.52566493,-0.00711231,1.57079637,0.08024912,0.22329510,-0.07605061,-0.08909970,-0.01078008,0.00000000,0.22402133
6,1.074911,1786953979.888176,2383,50000,0,2383,18,1648,0.007554,0.223759,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.520940,0.861231,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.403961,,0,1.000000,SAFE,1,current,50000,174.7485,0.13361526,-0.05380264,1.50956595,-0.00912605,1.57079637,0.13410310,0.30176068,-0.07779526,-0.09047256,-0.01131680,0.00000000,0.30264708
7,1.248888,1786953980.062943,2515,50000,0,2515,28,1738,0.011133,0.223442,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.484494,0.795819,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.422153,,0,1.000000,SAFE,1,current,50000,175.6575,0.19902720,-0.06727530,1.49379337,-0.01105177,1.57079637,0.19972414,0.37598085,-0.07743944,-0.09065911,-0.01106881,0.00000000,0.37718269
8,1.425639,1786953980.238629,2469,50000,0,2469,15,1738,0.006075,0.224497,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.441790,0.721318,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.460753,,0,1.000000,SAFE,1,current,50000,177.3453,0.27352852,-0.08072596,1.47812366,-0.01292980,1.57079637,0.27441984,0.42150332,-0.07609929,-0.08865389,-0.01062526,0.00000000,0.42260309
9,1.612445,1786953980.416007,2443,50000,0,2443,17,1741,0.006959,0.222858,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.394335,0.645045,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.455029,,0,1.000000,SAFE,1,current,50000,192.4828,0.34980148,-0.09420963,1.46235478,-0.01485185,1.57079637,0.35074419,0.40830094,-0.07218018,-0.08441328,-0.01028901,0.00000000,0.40857598
