frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.102791,1786971430.799577,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,103.8949,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.202444,1786971430.903524,2749,50000,0,2749,36,1671,0.013096,0.223187,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.360597,,0,1.000000,SAFE,1,current,50000,195.8963,0.00000367,0.00000000,1.57080007,-0.00000367,1.57079637,0.00000367,0.00003681,0.00000000,0.00000000,-0.00003681,0.00000000,0.00003681
2,0.379839,1786971431.099447,2780,50000,0,2780,27,1723,0.009712,0.223447,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589497,0.991787,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.366770,,0,1.000000,SAFE,1,current,50000,160.4143,0.00307381,-0.00308848,1.56779218,-0.00141586,1.57079637,0.00305547,0.01730680,-0.01741018,-0.01695588,-0.00796071,0.00000000,0.01720341
3,0.542600,1786971431.259878,2627,50000,0,2627,26,1577,0.009897,0.224485,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.583466,0.979624,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.371507,,0,1.000000,SAFE,1,current,50000,178.5032,0.01522232,-0.01304718,1.55692375,-0.00330123,1.57079637,0.01536904,0.07464014,-0.06118598,-0.06677536,-0.01158365,0.00000000,0.07565427
4,0.718213,1786971431.438398,2817,50000,0,2817,31,1745,0.011005,0.223358,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.570337,0.953827,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.388006,,0,1.000000,SAFE,1,current,50000,173.1423,0.04101956,-0.02651984,1.54140449,-0.00523061,1.57079637,0.04117728,0.14689853,-0.07671809,-0.08837211,-0.01098658,0.00000000,0.14696117
5,0.890788,1786971431.611557,2596,50000,0,2596,20,1637,0.007704,0.224492,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549958,0.914927,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.403899,,0,1.000000,SAFE,1,current,50000,170.1095,0.07991900,-0.03995216,1.52563918,-0.00711231,1.57079637,0.08024912,0.22540590,-0.07783462,-0.09135335,-0.01090365,0.00000000,0.22640488
6,1.062366,1786971431.781684,2550,50000,0,2550,17,1674,0.006667,0.221791,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.522776,0.864580,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.424456,,0,1.000000,SAFE,1,current,50000,172.0622,0.13026634,-0.05303235,1.51043522,-0.00901235,1.57079637,0.13073584,0.29343607,-0.07623441,-0.08861219,-0.01107387,0.00000000,0.29424844
7,1.236229,1786971431.953763,2560,50000,0,2560,18,1701,0.007031,0.223803,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.486786,0.799880,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.468367,,0,1.000000,SAFE,1,current,50000,183.3826,0.19496669,-0.06651602,1.49469209,-0.01094906,1.57079637,0.19565995,0.37213432,-0.07755346,-0.09054915,-0.01113934,0.00000000,0.37342129
8,1.423264,1786971432.137173,2435,50000,0,2435,17,1646,0.006982,0.223181,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.441789,0.721318,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.482353,,0,1.000000,SAFE,1,current,50000,168.2643,0.27352852,-0.08072963,1.47809792,-0.01292613,1.57079637,0.27442351,0.42003838,-0.07599442,-0.08872234,-0.01057058,0.00000000,0.42111696
9,1.586458,1786971432.305454,2436,50000,0,2436,19,1701,0.007800,0.221883,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.399510,0.649395,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.467529,,0,1.000000,SAFE,1,current,50000,167.9687,0.34545121,-0.09343567,1.46326816,-0.01475648,1.57079637,0.34639025,0.44071997,-0.07785873,-0.09087215,-0.01121579,0.00000000,0.44098988
