frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
40,7.070955,1,1,0.555456,-0.475513,0.363273,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.100907,0.111923,0.166923,0.100907,0.017724,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
41,7.238481,1,2,0.562674,-0.463543,0.364881,0.000000,0.052565,0.052565,0.099777,0.026965,0.044720,0.006006,0.080869,0.052565,0.041485,0.068799,0.009240,0.650,0.099131,0.112115,0.167115,0.099131,0.024661,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
42,7.414498,1,3,0.560240,-0.449875,0.366612,0.011514,0.066528,0.066528,0.089197,0.018331,0.063409,0.008322,0.075346,0.066528,0.013707,0.073468,0.009569,0.650,0.098024,0.110844,0.165844,0.098024,0.021078,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
43,7.590860,1,4,0.553987,-0.442199,0.367252,0.019926,0.065555,0.065555,0.042918,0.012759,0.063777,0.008192,0.063944,0.065555,-0.002798,0.063432,0.007576,0.250,0.102239,0.115804,0.170804,0.102239,0.026799,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
44,7.779621,1,5,0.558402,-0.443391,0.368273,0.000000,0.061095,0.061095,0.027915,0.009174,0.059884,0.007890,0.046048,0.061095,0.004156,0.045314,0.007053,0.250,0.107222,0.117332,0.172332,0.107222,0.022742,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.949260,1,6,0.578905,-0.434735,0.368088,0.014897,0.055502,0.055502,0.049699,0.011190,0.053903,0.007053,0.046867,0.055502,0.022898,0.040642,0.004525,0.250,0.107829,0.124920,0.179920,0.107829,0.018800,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.125853,1,7,0.570566,-0.417492,0.368426,0.025229,0.053005,0.053005,0.065661,0.014793,0.050553,0.005919,0.047931,0.053005,0.014541,0.045600,0.002554,0.250,0.108565,0.125780,0.180780,0.108565,0.018409,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.294528,1,8,0.581063,-0.423314,0.372592,0.029000,0.051584,0.051584,0.071194,0.020513,0.046952,0.005971,0.047431,0.051584,0.038404,0.026785,0.007575,0.250,0.111313,0.123530,0.178530,0.111313,0.013805,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.477013,1,9,0.576889,-0.422672,0.367581,0.000000,0.047822,0.047822,0.002470,0.020919,0.042724,0.004906,0.039431,0.047822,0.026243,0.029413,-0.000981,0.250,0.111594,0.134347,0.189347,0.111594,0.019668,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.647135,1,10,0.583386,-0.414348,0.375082,0.011016,0.041542,0.041542,0.069360,0.017842,0.037105,0.005528,0.031414,0.041542,0.006394,0.029093,0.009980,0.250,0.113072,0.134949,0.189949,0.113072,0.011686,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.825313,1,11,0.564496,-0.413184,0.377673,0.014163,0.033380,0.033380,0.031744,0.011977,0.030333,0.007118,0.016998,0.033380,-0.008692,0.006169,0.013241,0.250,0.116131,0.141695,0.196695,0.116131,0.020384,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,9.005197,1,12,0.580199,-0.394682,0.373998,0.023214,0.036026,0.036026,0.087546,-0.000971,0.035290,0.007176,0.040533,0.036026,-0.001220,0.040466,0.001986,0.650,0.120124,0.141057,0.196057,0.120124,0.012282,0,0,0,0,"speed_ok,valid_streak_not_ready"
52,9.191308,1,13,0.576898,-0.390839,0.368797,0.026889,0.042895,0.042895,0.092552,-0.001390,0.042781,0.002800,0.044625,0.042895,0.000013,0.044592,0.001703,0.650,0.115784,0.139445,0.194445,0.115784,0.020179,0,0,0,0,"speed_ok,valid_streak_not_ready"
53,9.384026,1,14,0.576244,-0.374315,0.369883,0.034080,0.051559,0.051559,0.074929,-0.001038,0.051214,-0.005863,0.055748,0.051559,-0.009711,0.054438,-0.007070,0.650,0.116470,0.144668,0.199668,0.116470,0.018278,0,0,0,0,"speed_ok,valid_streak_not_ready"
54,9.559992,1,15,0.586521,-0.353734,0.373244,0.046257,0.068161,0.068161,0.091976,0.013516,0.066481,-0.006597,0.085877,0.068161,0.029762,0.080333,-0.005985,0.650,0.116917,0.142648,0.197648,0.116917,0.011034,0,0,0,0,"speed_ok,valid_streak_not_ready"
