frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.094229,1786951931.565022,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,95.2473,0.00000000,0.00000000,1.57079256,-0.00000367,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.194258,1786951931.660302,2537,50000,0,2537,37,1703,0.014584,0.223628,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590993,0.994832,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.359572,,0,1.000000,SAFE,1,current,50000,216.3122,0.00001467,-0.00001100,1.57078171,-0.00000734,1.57079637,0.00001467,0.00014668,-0.00011001,-0.00010845,-0.00003667,0.00000000,0.00014668
2,0.388901,1786951931.876641,2634,50000,0,2634,23,1732,0.008732,0.224153,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588774,0.990327,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.349449,,0,1.000000,SAFE,1,current,50000,167.1484,0.00454469,-0.00448967,1.56620753,-0.00184135,1.57079637,0.00451534,0.02327350,-0.02300967,-0.02350041,-0.00942247,0.00000000,0.02312274
3,0.557908,1786951932.043807,2500,50000,0,2500,31,1685,0.012400,0.223218,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581063,0.974845,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.361185,,0,1.000000,SAFE,1,current,50000,188.3972,0.02000176,-0.01609164,1.55350518,-0.00376340,1.57079637,0.02009346,0.09145814,-0.06864787,-0.07515868,-0.01137258,0.00000000,0.09217435
4,0.747450,1786951932.232232,2503,50000,0,2503,17,1611,0.006792,0.226294,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.564712,0.942969,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.355676,,0,1.000000,SAFE,1,current,50000,181.6016,0.05187692,-0.03071240,1.53645623,-0.00580282,1.57079637,0.05204199,0.16816947,-0.07713734,-0.08994820,-0.01075975,0.00000000,0.16855653
5,0.926857,1786951932.413852,2623,50000,0,2623,28,1765,0.010675,0.224613,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.541183,0.899925,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.413621,,0,1.000000,SAFE,1,current,50000,163.2606,0.09492123,-0.04415572,1.52076805,-0.00772854,1.57079637,0.09515232,0.23992530,-0.07493194,-0.08744458,-0.01073377,0.00000000,0.24029330
6,1.091237,1786951932.577132,2572,50000,0,2572,18,1727,0.006998,0.224883,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.513273,0.847304,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.439453,,0,1.000000,SAFE,1,current,50000,189.1290,0.14754276,-0.05688378,1.50594556,-0.00955888,1.57079637,0.14792423,0.32012095,-0.07743060,-0.09017198,-0.01113483,0.00000000,0.32103579
7,1.284544,1786951932.766291,2457,50000,0,2457,34,1737,0.013838,0.222685,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.470286,0.770792,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458789,,0,1.000000,SAFE,1,current,50000,179.2322,0.22405416,-0.07186034,1.48840499,-0.01169367,1.57079256,0.22461168,0.39580317,-0.07747563,-0.09073962,-0.01104355,-0.00001973,0.39671394
8,1.463451,1786951932.945541,2410,50000,0,2410,23,1711,0.009544,0.223523,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.425225,0.692942,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.467950,,0,1.000000,SAFE,1,current,50000,177.1947,0.30190441,-0.08571815,1.47226954,-0.01363773,1.57079256,0.30267099,0.43514383,-0.07745821,-0.09018909,-0.01086630,0.00000000,0.43631230
9,1.638332,1786951933.122753,2437,50000,0,2437,9,1734,0.003693,0.223031,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.379931,0.616563,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.445026,,0,1.000000,SAFE,1,current,50000,151.6261,0.37828371,-0.09918714,1.45654833,-0.01557812,1.57079637,0.37900269,0.43674913,-0.07701789,-0.08989636,-0.01109544,0.00002181,0.43647698
