frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.103972,1787044266.803587,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,105.0923,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.210533,1787044266.908715,2521,50000,0,2521,41,1730,0.016263,0.224337,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.374757,,0,1.000000,SAFE,1,current,50000,196.6719,0.00000367,0.00000367,1.57079637,-0.00000367,1.57079637,0.00000367,0.00003442,0.00003442,-0.00003468,-0.00003442,0.00000000,0.00003442
2,0.379846,1787044267.105404,2431,50000,0,2431,34,1592,0.013986,0.223378,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589699,0.992205,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385029,,0,1.000000,SAFE,1,current,50000,179.7895,0.00266299,-0.00267032,1.56819940,-0.00136817,1.57079637,0.00263731,0.01570651,-0.01579316,-0.01533828,-0.00805906,0.00000000,0.01555486
3,0.562754,1787044267.285213,2448,50000,0,2448,22,1679,0.008987,0.222942,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582902,0.978498,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.392735,,0,1.000000,SAFE,1,current,50000,184.9305,0.01634840,-0.01379545,1.55608022,-0.00342961,1.57079637,0.01648779,0.07482125,-0.06082360,-0.06625827,-0.01127031,0.00000000,0.07572368
4,0.749194,1787044267.470170,2566,50000,0,2566,19,1669,0.007405,0.225361,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567881,0.949073,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.407110,,0,1.000000,SAFE,1,current,50000,159.4668,0.04577332,-0.02840521,1.53915596,-0.00548370,1.57079637,0.04600441,0.15782575,-0.07836200,-0.09077626,-0.01101750,0.00000000,0.15831759
5,0.906951,1787044267.629654,2589,50000,0,2589,25,1639,0.009656,0.224420,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549267,0.913629,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.415122,,0,1.000000,SAFE,1,current,50000,173.0087,0.08121748,-0.04032630,1.52520645,-0.00716733,1.57079637,0.08156594,0.22467427,-0.07556571,-0.08842352,-0.01067220,0.00000000,0.22541832
6,1.079306,1787044267.802680,2423,50000,0,2423,12,1626,0.004953,0.224958,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.520940,0.861227,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.451501,,0,1.000000,SAFE,1,current,50000,150.5419,0.13361892,-0.05377696,1.50956964,-0.00911872,1.57079637,0.13409944,0.30403284,-0.07804062,-0.09072462,-0.01132196,0.00000000,0.30479902
7,1.230625,1787044267.953239,2575,50000,0,2575,24,1693,0.009320,0.223717,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.490187,0.805910,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.480122,,0,1.000000,SAFE,1,current,50000,176.0806,0.18893644,-0.06533125,1.49608958,-0.01076933,1.57079637,0.18964072,0.36557010,-0.07635744,-0.08908406,-0.01090820,0.00000000,0.36704881
8,1.421187,1787044268.129350,2509,50000,0,2509,22,1650,0.008768,0.223631,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.444314,0.725664,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.473416,,0,1.000000,SAFE,1,current,50000,188.5121,0.26918191,-0.07995201,1.47900391,-0.01281242,1.57079637,0.27005491,0.42109774,-0.07672419,-0.08965912,-0.01072137,0.00000000,0.42198314
9,1.595823,1787044268.317889,2355,50000,0,2355,21,1615,0.008917,0.224375,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.399517,0.649402,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.468049,,0,1.000000,SAFE,1,current,50000,174.2734,0.34544387,-0.09341000,1.46326816,-0.01474914,1.57079637,0.34639025,0.43669084,-0.07706307,-0.09010593,-0.01109002,0.00000000,0.43711099
