frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
8,1.112991,0,1,0,135,0.642611,-0.598416,0.335307,0.130539,0.218907,0.138399,0.229005,
11,1.528865,0,1,0,145,0.635129,-0.601748,0.360718,0.115650,0.198435,0.125436,0.203253,
20,2.747528,0,1,0,121,0.641266,-0.600205,0.355354,0.111545,0.163494,0.077639,0.201673,
23,3.137122,0,1,0,114,0.643609,-0.598779,0.352989,0.120630,0.191891,0.093392,0.209881,
24,3.281943,0,1,0,124,0.639004,-0.601824,0.360037,0.114776,0.175702,0.092486,0.208694,0.061813
27,3.716545,0,1,0,130,0.642340,-0.601760,0.350101,0.118426,0.193122,0.097461,0.216465,
28,3.848784,0,1,0,110,0.638258,-0.599650,0.341037,0.126611,0.198784,0.093302,0.222290,0.064384
29,3.990765,0,1,0,129,0.646920,-0.598948,0.349148,0.118010,0.179157,0.081410,0.222095,0.081581
33,4.531423,0,1,0,115,0.639966,-0.601555,0.359138,0.112251,0.171516,0.099345,0.201586,
36,4.944222,0,1,0,117,0.647001,-0.599489,0.347165,0.120028,0.188898,0.081728,0.226646,
38,5.233396,0,1,0,121,0.640329,-0.599013,0.350781,0.119586,0.207715,0.076679,0.221115,
43,5.891843,0,1,0,119,0.641010,-0.602851,0.356120,0.119015,0.184969,0.097608,0.213590,
49,6.720251,0,1,0,109,0.646166,-0.599713,0.352218,0.113659,0.170382,0.069985,0.211453,
51,7.033858,0,1,0,142,0.644782,-0.603538,0.344034,0.124620,0.211540,0.108934,0.219611,
55,7.582123,0,1,0,117,0.650546,-0.597439,0.349790,0.108910,0.154272,0.073791,0.208930,
56,7.732799,0,1,0,123,0.647665,-0.599487,0.347670,0.114361,0.175676,0.074361,0.219634,0.027149
61,8.390525,0,1,0,117,0.644238,-0.595703,0.358325,0.111294,0.174012,0.071127,0.209155,
64,8.798545,0,1,0,117,0.652924,-0.592138,0.353763,0.110797,0.154679,0.074182,0.208978,
68,9.346615,0,1,0,131,0.657228,-0.586268,0.350631,0.115798,0.160717,0.101111,0.206641,
70,9.627402,0,1,0,125,0.655141,-0.580222,0.357920,0.117377,0.173037,0.094044,0.210775,
71,9.785038,0,1,0,152,0.649085,-0.578896,0.353230,0.125360,0.205824,0.111023,0.219725,0.050713
72,9.934505,0,1,0,164,0.656499,-0.564009,0.378483,0.110758,0.140633,0.118950,0.206627,0.201335
73,10.101189,0,1,0,169,0.662597,-0.559757,0.369263,0.115293,0.142853,0.129539,0.205704,0.071987
74,10.249258,0,1,0,184,0.662870,-0.557993,0.370231,0.120989,0.155465,0.195529,0.204376,0.013364
75,10.419785,0,1,0,188,0.663643,-0.552908,0.367457,0.116307,0.169852,0.155619,0.212965,0.035187
76,10.576571,0,1,0,207,0.655271,-0.562314,0.371679,0.128658,0.155686,0.188028,0.206610,0.083981
77,10.727695,0,1,0,205,0.657197,-0.552457,0.375007,0.125228,0.156162,0.196460,0.204268,0.068165
78,10.883274,0,1,0,222,0.661338,-0.555610,0.376903,0.122832,0.141425,0.191845,0.199510,0.036111
79,11.032574,0,1,0,225,0.658871,-0.551402,0.373111,0.129024,0.165294,0.200972,0.202915,0.040812
80,11.185252,0,1,0,215,0.664724,-0.547820,0.383226,0.121666,0.150198,0.203566,0.196625,0.080582
81,11.341605,0,1,0,277,0.656869,-0.540385,0.358420,0.142622,0.176259,0.273322,0.228959,0.185248
82,11.496012,0,1,0,248,0.657378,-0.509179,0.381090,0.122874,0.143054,0.223668,0.205554,0.246084
83,11.684233,0,1,0,234,0.658240,-0.508654,0.376861,0.129003,0.165629,0.223164,0.207388,0.024168
84,11.834940,0,1,0,253,0.660713,-0.483981,0.383542,0.120427,0.154635,0.221263,0.203999,0.153728
85,12.015239,0,1,0,240,0.661360,-0.472074,0.376319,0.122337,0.135977,0.192709,0.207536,0.079344
86,12.172092,0,1,0,247,0.655249,-0.467993,0.383523,0.125846,0.179502,0.212265,0.202381,0.064163
87,12.331126,0,1,0,277,0.654016,-0.476800,0.369193,0.135687,0.193562,0.285055,0.211894,0.105976
88,12.490307,0,1,0,253,0.660703,-0.459025,0.380900,0.125138,0.151057,0.229627,0.200713,0.138051
89,12.656613,0,1,0,230,0.664521,-0.438507,0.379181,0.126563,0.145152,0.219668,0.204911,0.129679
90,12.812585,0,1,0,245,0.660058,-0.434054,0.385540,0.124776,0.150777,0.214738,0.196841,0.057036
91,12.969045,0,1,0,231,0.661201,-0.432676,0.380790,0.128386,0.179776,0.204453,0.204022,0.031845
92,13.131471,0,1,0,244,0.658205,-0.426925,0.391333,0.123037,0.135680,0.213457,0.195806,0.077934
93,13.296643,0,1,0,234,0.660345,-0.412569,0.378914,0.120156,0.135469,0.200134,0.202633,0.113959
94,13.456569,0,1,0,230,0.659724,-0.400786,0.374410,0.132547,0.145508,0.225076,0.204695,0.080788
95,13.611413,0,1,0,233,0.665031,-0.387044,0.371922,0.124674,0.138442,0.204850,0.209095,0.093335
96,13.775796,0,1,0,250,0.657627,-0.379104,0.368964,0.128741,0.146905,0.222032,0.211140,0.069303
97,13.951410,0,1,0,211,0.660623,-0.368897,0.384416,0.125197,0.141599,0.182510,0.204264,0.111458
98,14.097449,0,1,0,244,0.656886,-0.363190,0.376191,0.125331,0.153245,0.203699,0.204560,0.069077
99,14.273987,0,1,0,238,0.659608,-0.358381,0.378275,0.126006,0.133728,0.229559,0.206538,0.034365
100,14.428530,0,1,0,228,0.655821,-0.349304,0.378502,0.125396,0.158342,0.201721,0.211694,0.061396
101,14.594051,0,1,0,256,0.656567,-0.341258,0.372498,0.126746,0.150160,0.221295,0.208171,0.065511
102,14.758652,0,1,0,211,0.650991,-0.322951,0.392809,0.118189,0.130430,0.181947,0.197159,0.162705
103,14.917487,0,1,0,222,0.656167,-0.312721,0.385625,0.123826,0.149994,0.187000,0.204629,0.086622
104,15.066274,0,1,0,220,0.658067,-0.305401,0.378225,0.120608,0.131884,0.192910,0.203432,0.068693
105,15.218225,0,1,0,225,0.657736,-0.301587,0.371341,0.128762,0.143985,0.201199,0.209794,0.051349
106,15.375969,0,1,0,230,0.657393,-0.292893,0.380645,0.126370,0.150722,0.194151,0.211461,0.081695
107,15.528393,0,1,0,217,0.655659,-0.286498,0.381083,0.126294,0.149971,0.198617,0.206740,0.043199
108,15.682142,0,1,0,209,0.658568,-0.281105,0.382698,0.124780,0.134744,0.193825,0.202789,0.041512
109,15.838401,0,1,0,199,0.660097,-0.269865,0.383413,0.123516,0.147002,0.178486,0.198106,0.072996
110,16.010971,0,1,0,205,0.659188,-0.267933,0.368952,0.128518,0.131993,0.211289,0.213480,0.087057
111,16.167022,0,1,0,214,0.663844,-0.254530,0.381464,0.122176,0.134805,0.193156,0.205177,0.116256
112,16.333852,0,1,0,215,0.659720,-0.246919,0.381004,0.121047,0.134368,0.192535,0.197404,0.052352
