frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.122981,1787148795.108021,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,124.0935,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.220523,1787148795.232150,2677,50000,0,2677,17,1621,0.006350,0.224872,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590976,0.994799,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379457,,0,1.000000,SAFE,1,current,50000,195.9985,0.00005135,-0.00006602,1.57078898,-0.00004035,1.57079637,0.00004402,0.00052647,-0.00071449,-0.00011366,-0.00041365,0.00000000,0.00045126
2,0.400203,1787148795.428164,2742,50000,0,2742,20,1708,0.007294,0.225761,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588635,0.990019,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385629,,0,1.000000,SAFE,1,current,50000,175.0327,0.00482712,-0.00475010,1.56603158,-0.00183401,1.57079637,0.00482712,0.02657926,-0.02606890,-0.02647703,-0.00998253,0.00000000,0.02662009
3,0.576332,1787148795.603214,2639,50000,0,2639,21,1657,0.007958,0.226017,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.580406,0.973542,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.394818,,0,1.000000,SAFE,1,current,50000,170.3125,0.02130391,-0.01686192,1.55263221,-0.00386977,1.57079637,0.02140661,0.09354960,-0.06876687,-0.07607705,-0.01155833,0.00000000,0.09413272
4,0.744013,1787148795.773546,2664,50000,0,2664,27,1723,0.010135,0.223856,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.565784,0.946047,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.404573,,0,1.000000,SAFE,1,current,50000,180.8643,0.04879944,-0.02956431,1.53780973,-0.00563776,1.57079637,0.04900852,0.16397474,-0.07575301,-0.08839663,-0.01054373,0.00000000,0.16460912
5,0.925272,1787148795.954434,2586,50000,0,2586,36,1721,0.013921,0.225706,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.542702,0.901334,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.431176,,0,1.000000,SAFE,1,current,50000,186.3588,0.09351271,-0.04378525,1.52122664,-0.00766618,1.57079637,0.09381349,0.24668241,-0.07845675,-0.09148864,-0.01119076,0.00000000,0.24718833
6,1.120122,1787148796.140820,2635,50000,0,2635,24,1766,0.009108,0.225105,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.508301,0.838321,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.467179,,0,1.000000,SAFE,1,current,50000,183.0305,0.15652576,-0.05878748,1.50370812,-0.00984132,1.57079637,0.15700994,0.32339309,-0.07699386,-0.08990785,-0.01116317,0.00000000,0.32433435
7,1.296209,1787148796.323867,2669,50000,0,2669,24,1710,0.008992,0.224645,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.469082,0.768683,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.463157,,0,1.000000,SAFE,1,current,50000,167.2091,0.22616328,-0.07224548,1.48796499,-0.01174503,1.57079256,0.22682351,0.39547051,-0.07642776,-0.08940505,-0.01081113,-0.00002166,0.39647025
8,1.461938,1787148796.491097,2534,50000,0,2534,13,1719,0.005130,0.223244,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.427785,0.697303,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.460482,,0,1.000000,SAFE,1,current,50000,162.8017,0.29754311,-0.08492218,1.47318637,-0.01352402,1.57079256,0.29840142,0.43070410,-0.07649090,-0.08917379,-0.01073440,0.00000000,0.43189932
9,1.626167,1787148796.653916,2538,50000,0,2538,10,1746,0.003940,0.223633,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.385166,0.625307,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457527,,0,1.000000,SAFE,1,current,50000,158.9100,0.36953917,-0.09763190,1.45839322,-0.01536170,1.57079637,0.37041214,0.43838831,-0.07739025,-0.09007642,-0.01118975,0.00002323,0.43847760
