frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919192.048536,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,94.5736,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919192.143186,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,94.5899,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919192.237849,2691,50000,2322,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,147.5040,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919192.385397,2628,50000,2257,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.0055,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919192.517440,2536,50000,2163,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.1130,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919192.650607,2677,50000,2275,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,119.8535,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785919192.770505,2734,50000,2336,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.6922,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919192.899248,2740,50000,2325,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.9180,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919193.028220,2722,50000,2280,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.1334,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919193.166399,2693,50000,2348,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.2986,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919193.298730,2693,50000,2316,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,121.3037,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919193.420065,2750,50000,2315,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.5789,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785919193.550690,2600,50000,2253,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.3716,0.01449971,0.00617329,1.57995903,0.00561942,1.57079637,-0.00811735
13,pre_empty,1785919193.681094,2626,50000,2238,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.7812,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
14,pre_empty,1785919193.810921,2720,50000,2342,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.6178,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
15,pre_empty,1785919193.940571,2687,50000,2334,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.3518,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
16,pre_empty,1785919194.068955,2655,50000,2308,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.0803,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
17,pre_empty,1785919194.201098,2685,50000,2309,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.8678,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
18,pre_empty,1785919194.328998,2703,50000,2307,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.1387,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
19,pre_empty,1785919194.458169,2747,50000,2380,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.7030,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
20,pre_empty,1785919194.588905,2611,50000,2264,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.5510,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
21,pre_empty,1785919194.718517,2681,50000,2257,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.4186,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
22,pre_empty,1785919194.849966,2718,50000,2342,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.6584,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
23,pre_empty,1785919194.980658,2758,50000,2305,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.1336,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
24,obstacle,1785919200.240281,2348,50000,2210,1,0,0,0.195732,upperArm_Link,0,54,0.328245,-0.374809,0.254437,,,,,SAFE,SAFE,,,133.5967,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
25,obstacle,1785919200.373916,2380,50000,2271,1,0,0,0.126597,left_link,0,50,0.338567,-0.341881,0.262482,,,,,WARNING,SAFE,,,131.2311,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
26,obstacle,1785919200.505201,2503,50000,2226,1,1,1,0.104310,left_link,0,205,0.338379,-0.348146,0.339737,0.019608,left_link,1,0.000,WARNING,STOP,0.069069,0.069069,122.7167,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
27,obstacle,1785919200.627974,2574,50000,2301,1,1,4,0.107756,left_link,0,218,0.342007,-0.349557,0.335877,-0.053248,left_link,1,0.400,WARNING,STOP,0.083128,0.083128,133.1432,0.01449971,0.00617329,1.57995534,0.00561942,1.57080007,-0.00811735
28,obstacle,1785919200.761175,2487,50000,2212,1,1,1,0.121739,left_link,0,226,0.337307,-0.356863,0.339769,0.009380,left_link,1,0.000,WARNING,STOP,0.071696,0.071696,126.7983,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
29,obstacle,1785919200.888033,2471,50000,2224,1,1,1,0.105945,left_link,0,195,0.342187,-0.354000,0.346490,0.019113,left_link,1,0.000,WARNING,STOP,0.077878,0.077878,136.0878,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
