frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
1,0.204809,1,1,0.626883,-0.599605,0.386552,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.132414,0.157542,0.212542,0.132414,0.028702,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
2,0.336897,1,2,0.637394,-0.588992,0.374748,0.010966,0.121843,0.121843,0.043263,0.067270,0.067923,-0.075544,0.139974,0.157514,0.212514,0.139974,0.013535,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
3,0.477993,1,3,0.627594,-0.596615,0.389757,0.000000,0.014998,0.014998,0.058620,0.002403,0.010098,0.010826,0.134294,0.152930,0.207930,0.134294,0.028820,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
4,0.618859,1,4,0.626383,-0.590001,0.380425,0.000000,0.026313,0.026313,0.085305,-0.001154,0.022163,-0.014138,0.132925,0.160461,0.215461,0.132925,0.029794,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
5,0.754187,1,5,0.632030,-0.593150,0.376026,0.000000,0.023297,0.023297,0.046971,0.008964,0.011241,-0.018331,0.141073,0.161829,0.216829,0.141073,0.026766,0,0,0,0,"speed_ok,valid_streak_not_ready"
6,0.887227,1,6,0.621631,-0.596503,0.380207,0.000000,0.033156,0.033156,0.151467,-0.028569,-0.013612,0.009893,0.134784,0.156420,0.211420,0.134784,0.023629,0,0,0,0,"speed_ok,valid_streak_not_ready"
7,1.025604,1,7,0.626311,-0.593564,0.379355,0.000000,0.019931,0.019931,0.071652,-0.002343,0.005570,-0.018993,0.138831,0.162976,0.217976,0.138831,0.023319,0,0,0,0,"speed_ok,valid_streak_not_ready"
8,1.156860,1,8,0.618769,-0.603089,0.379607,0.000000,0.028021,0.028021,0.102644,-0.014070,-0.024186,-0.001512,0.135450,0.159230,0.214230,0.135450,0.026271,0,0,0,0,"speed_ok,valid_streak_not_ready"
9,1.289255,1,9,0.631104,-0.587858,0.375779,0.000000,0.010028,0.010028,0.131617,-0.001726,0.009868,-0.000462,0.138866,0.162590,0.217590,0.138866,0.022128,0,0,0,0,"speed_ok,valid_streak_not_ready"
10,1.425200,1,10,0.626738,-0.584933,0.378075,0.000000,0.023856,0.023856,0.073015,0.009500,0.021521,-0.003966,0.138551,0.169932,0.224932,0.138551,0.022648,0,0,0,0,"speed_ok,valid_streak_not_ready"
11,1.561111,1,11,0.630299,-0.581574,0.382478,0.000000,0.024188,0.024188,0.006329,0.007410,0.022281,0.005804,0.139804,0.163057,0.218057,0.139804,0.021735,0,0,0,0,"speed_ok,valid_streak_not_ready"
12,1.707193,1,12,0.616771,-0.586576,0.376376,0.000000,0.031204,0.031204,0.077879,-0.003680,0.030410,-0.005950,0.136626,0.164579,0.219579,0.136626,0.024564,0,0,0,0,"speed_ok,valid_streak_not_ready"
13,1.842513,1,13,0.630947,-0.582255,0.383539,0.000000,0.017445,0.017445,0.079611,-0.000287,0.010211,0.014141,0.137715,0.168734,0.223734,0.137715,0.022259,0,0,0,0,"speed_ok,valid_streak_not_ready"
14,1.977316,1,14,0.614412,-0.568548,0.368253,0.016033,0.041266,0.041266,0.023177,-0.022373,0.029741,-0.017829,0.147695,0.182476,0.237476,0.147695,0.031554,0,0,0,0,"speed_ok,valid_streak_not_ready"
15,2.113191,1,15,0.631159,-0.557216,0.372699,0.025236,0.047769,0.047769,0.133800,0.001564,0.044306,-0.017787,0.144168,0.183391,0.238391,0.144168,0.012870,0,0,0,0,"speed_ok,valid_streak_not_ready"
16,2.256271,1,16,0.614008,-0.561422,0.380955,0.026078,0.046736,0.046736,0.055070,-0.005021,0.045714,0.008323,0.151101,0.180091,0.235091,0.151101,0.033132,0,0,0,0,"speed_ok,valid_streak_not_ready"
17,2.393140,1,17,0.622694,-0.546758,0.387849,0.032519,0.066092,0.066092,0.280862,-0.014864,0.063929,0.007763,0.144699,0.184727,0.239727,0.144699,0.031407,0,0,0,0,"speed_ok,valid_streak_not_ready"
18,2.528912,1,18,0.618269,-0.533327,0.382066,0.042851,0.068857,0.068857,0.058212,0.006982,0.063773,0.025012,0.145162,0.186776,0.241776,0.145162,0.023671,0,0,0,0,"speed_ok,valid_streak_not_ready"
19,2.673203,1,19,0.627927,-0.501108,0.367161,0.064598,0.101890,0.101890,0.165454,-0.005831,0.101231,-0.009991,0.160636,0.242676,0.297676,0.160636,0.020593,1,1,1,0,valid_streak_not_ready
20,2.819124,1,20,0.608669,-0.482587,0.383204,0.081633,0.141916,0.141916,0.272218,-0.009585,0.141534,0.004036,0.152346,0.200856,0.255856,0.152346,0.033053,2,1,1,1,
21,2.949681,1,21,0.619629,-0.475382,0.375926,0.086838,0.131814,0.131814,0.122579,-0.005577,0.129896,-0.021698,0.148177,0.192983,0.247983,0.148177,0.032791,3,1,1,1,
22,3.082644,1,22,0.610686,-0.450471,0.385015,0.098291,0.150315,0.150315,0.126040,-0.013690,0.149596,0.005324,0.140471,0.187175,0.242175,0.140471,0.032609,4,1,1,1,
23,3.221478,1,23,0.604786,-0.446826,0.378374,0.097543,0.107849,0.107849,0.126327,-0.041550,0.097466,0.020133,0.151969,0.188632,0.243632,0.151969,0.042114,5,1,1,1,
24,3.357605,1,24,0.617467,-0.440990,0.381190,0.092472,0.077224,0.077224,0.085543,0.015962,0.075468,-0.003654,0.141317,0.186440,0.241440,0.141317,0.031906,6,1,1,1,
25,3.496337,1,25,0.607001,-0.415286,0.366009,0.098022,0.112545,0.112545,0.087436,-0.022847,0.108731,-0.017944,0.155510,0.224067,0.279067,0.155510,0.038451,7,1,1,1,
26,3.642168,1,26,0.606435,-0.437624,0.385465,0.077691,0.024587,0.024587,0.115419,-0.007720,0.023329,0.000816,0.146309,0.196575,0.251575,0.146309,0.038040,8,1,1,1,
27,3.775994,1,27,0.610518,-0.418031,0.386971,0.072661,0.055179,0.055179,0.047506,0.010338,0.051937,0.015505,0.144774,0.191279,0.246279,0.144774,0.029768,9,1,1,1,
28,3.922043,1,28,0.619706,-0.406302,0.387716,0.070762,0.062400,0.062400,0.083993,0.003951,0.061201,0.011515,0.142245,0.186028,0.241028,0.142245,0.022101,10,1,1,1,
29,4.055127,1,29,0.618524,-0.386673,0.390011,0.078653,0.070023,0.070023,0.122139,0.020645,0.051262,0.043002,0.145998,0.181898,0.236898,0.145998,0.021210,11,1,1,1,
30,4.199637,1,30,0.615834,-0.389235,0.384098,0.072168,0.087828,0.087828,0.076541,0.016740,0.086184,-0.002434,0.145010,0.182800,0.237800,0.145010,0.031534,12,1,1,1,
31,4.331702,1,31,0.623858,-0.377245,0.386745,0.071070,0.077259,0.077259,0.022708,0.024017,0.073430,-0.000407,0.135194,0.178753,0.233753,0.135194,0.021592,13,1,1,1,
32,4.475179,1,32,0.615730,-0.348766,0.386495,0.081630,0.104836,0.104836,0.179231,-0.007226,0.104563,-0.002219,0.145591,0.183286,0.238286,0.145591,0.024628,14,1,1,1,
33,4.614249,1,33,0.595217,-0.350447,0.370032,0.079169,0.084819,0.084819,0.086855,-0.041633,0.064711,-0.035687,0.152329,0.180067,0.235067,0.152329,0.046692,15,1,1,1,
34,4.755757,1,34,0.613003,-0.349247,0.380097,0.070629,0.071612,0.071612,0.015327,-0.005032,0.071080,-0.007112,0.151753,0.186847,0.241847,0.151753,0.028852,16,1,1,1,
35,4.894992,1,35,0.610802,-0.331351,0.383152,0.071788,0.084678,0.084678,0.169857,-0.023105,0.081216,-0.006357,0.144481,0.181651,0.236651,0.144481,0.036605,17,1,1,1,
36,5.035430,1,36,0.601395,-0.321657,0.377714,0.073317,0.056746,0.056746,0.067366,-0.025502,0.048226,-0.015622,0.145652,0.180784,0.235784,0.145652,0.042900,18,1,1,1,
37,5.175361,1,37,0.613439,-0.319402,0.384917,0.067800,0.069558,0.069558,0.028076,0.032539,0.055436,0.026579,0.142981,0.181329,0.236329,0.142981,0.028694,19,1,1,1,
38,5.313720,1,38,0.602939,-0.304121,0.380284,0.069297,0.082908,0.082908,0.083127,-0.018046,0.080919,0.000336,0.144864,0.179417,0.234417,0.144864,0.037783,20,1,1,1,
39,5.443344,1,39,0.610269,-0.293257,0.378916,0.072382,0.070172,0.070172,0.084011,-0.000975,0.069735,-0.007755,0.149954,0.179630,0.234630,0.149954,0.034661,21,1,1,1,
40,5.588420,1,40,0.617759,-0.279298,0.385265,0.075689,0.084287,0.084287,0.106989,0.029963,0.077558,0.013826,0.141418,0.179062,0.234062,0.141418,0.025747,22,1,1,1,
41,5.746203,1,41,0.627112,-0.259312,0.378101,0.080447,0.109944,0.109944,0.131528,0.024244,0.106554,-0.012087,0.143699,0.182851,0.237851,0.143699,0.023830,23,1,1,1,
42,5.877005,1,42,0.619741,-0.238542,0.379043,0.090418,0.119928,0.119928,0.128111,0.029759,0.116156,-0.002199,0.142934,0.179266,0.234266,0.142934,0.024516,24,1,1,1,
43,6.003812,1,43,0.607468,-0.226122,0.373333,0.099269,0.120545,0.120545,0.105362,-0.005007,0.120026,-0.009982,0.148142,0.177924,0.232924,0.148142,0.036987,25,1,1,1,
44,6.146740,1,44,0.612227,-0.226003,0.379331,0.091508,0.095460,0.095460,0.068676,-0.009797,0.094373,-0.010509,0.147189,0.185117,0.240117,0.147189,0.033103,26,1,1,1,
45,6.283863,1,45,0.609935,-0.217247,0.384824,0.085499,0.083981,0.083981,0.047612,-0.031405,0.076912,0.012292,0.148628,0.188764,0.243764,0.148628,0.029050,27,1,1,1,
46,6.420976,1,46,0.616601,-0.194895,0.386024,0.089623,0.081438,0.081438,0.161939,-0.005771,0.080214,0.012830,0.137993,0.178085,0.233085,0.137993,0.026997,28,1,1,1,
47,6.558369,1,47,0.622951,-0.181406,0.380049,0.092562,0.085628,0.085628,0.181824,0.027739,0.080112,0.012033,0.146622,0.174448,0.229448,0.146622,0.026260,29,1,1,1,
48,6.699364,1,48,0.619620,-0.175474,0.387525,0.089375,0.093191,0.093191,0.018071,0.013322,0.091045,0.014765,0.146924,0.179610,0.234610,0.146924,0.024486,30,1,1,1,
49,6.840718,1,49,0.611783,-0.158121,0.380936,0.090437,0.106717,0.106717,0.112178,0.003326,0.106435,-0.006999,0.145022,0.178299,0.233299,0.145022,0.032044,31,1,1,1,
50,6.979007,1,50,0.605173,-0.132681,0.383550,0.099834,0.113823,0.113823,0.052800,-0.020548,0.111864,-0.004449,0.150589,0.191945,0.246945,0.150589,0.035634,32,1,1,1,
51,7.116142,1,51,0.619396,-0.132234,0.379994,0.095575,0.088568,0.088568,0.164366,-0.006387,0.088337,-0.000099,0.144745,0.178209,0.233209,0.144745,0.026356,33,1,1,1,
52,7.258679,1,52,0.619406,-0.111244,0.385562,0.098441,0.115418,0.115418,0.123079,-0.000385,0.115364,-0.003526,0.138841,0.176594,0.231594,0.138841,0.026015,34,1,1,1,
53,7.395664,1,53,0.621638,-0.099519,0.377499,0.098310,0.106717,0.106717,0.125359,0.017667,0.105064,-0.006161,0.139426,0.174188,0.229188,0.139426,0.031888,35,1,1,1,
